Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
35.699,0,2,18.266,5.813,6.703,0,0,0
34.263,0,4.88,16.967,5.149,7.058,0,0,0
34.686,0,4.88,17.37,5.54,6.767,0,0,0
36.842,0,4.16,18.503,5.699,7.519,0,0,0
34.409,0,4.16,16.409,5.702,7.219,0,0,0
44.932,0,6,25.501,5.763,7.965,0,0,0
49.068,0,9.72,29.084,5.346,8.538,0,0,0
55.215,0,12.72,32.706,6.999,9.181,0,0,0
64.33,0,16.72,39.83,6.858,10.42,0,0,0
112.345,0,35.72,84.862,5.491,12.127,0,0,0
124.924,0,48.72,94.736,5.96,13.227,0,0,0
153.456,0,55,122.81,7.003,12.861,0,0,0
142.942,0,44,105.362,7.461,14.673,0,0,0
159.982,0,45,118.615,7.99,16.625,0,0,0
171.726,0,48,130.865,8.123,16.428,0,0,0
158.864,0,43,115.483,9.557,14.8,0,0,0
190.609,0,61,148.652,9.847,17.274,0,0,0
194.915,0,63,147.749,9.674,15.912,0,0,0
179.504,0,56,141.002,7.856,15.89,0,0,0
214.457,0,68.72,171.038,7.435,15.362,0,0,0
186.229,0,61,146,8,14.33,0,0,0
153.976,0,49.72,118.791,7.82,13.234,0,0,0
130.515,0,46,96.387,7.884,12.987,0,0,0
155.599,0,53,123.869,7.457,11.654,0,0,0
163.879,0,58,133.037,7.62,12.596,0,0,0
147.677,0,54.16,119.454,7.616,10.647,0,0,0
129.737,0,45,101.57,7.635,10.923,0,0,0
121.758,0,45.32,93.058,7.973,11.144,0,0,0
146.01,0,62,116.77,7.712,11.636,0,0,0
126.825,0,57,101.237,7.84,9.264,0,0,0
109.73,0,56.72,86.001,7.628,9.045,0,0,0
115.729,0,55.44,92.64,7.732,8.122,0,0,0
83.571,0,36.72,60.793,7.512,8.182,0,0,0
91.147,0,40.72,67.348,7.976,8.185,0,0,0
113.456,0,55,90.063,7.752,8.221,0,0,0
86.039,0,33.96,63.737,7.318,8.209,0,0,0
