Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.748565,18.59,6,2,25.7333,2,0,6
0.832336,18.086,6,2,23.0167,2,0,6
0.657598,11.79,4,2,14.125,0,0,4
0.85453,30.094,10,2,14.21,2,0,10
0.943075,18.175,6,2,30.1333,6,0,6
0.512112,12.277,4,2,39.8333,3,0,4
0.83601,23.484,8,2,22.7125,3,0,8
0.825497,20.531,7,2,21.7857,4,0,7
0.893934,27.867,9,2,44.1889,9,0,9
0.845624,29.098,9,2,47.7778,9,0,9
0.755647,19.444,5,2,34.72,5,0,6
0.83842,15.474,5,2,16.42,3,0,5
0.796044,27.618,9,2,30.6556,8,0,9
0.698587,12.61,4,2,19.525,2,0,4
0,8.493,4,2,33.6,1,0,4
0.86753,20.86,7,2,15.2,2,0,7
0.887106,22.708,8,2,12.975,1,0,8
0.881291,18.442,6,2,28.6333,4,0,6
0.863784,18.305,6,2,41.1833,6,0,6
0.805875,20.732,7,2,28.2714,4,0,7
0.582661,12.726,4,2,28.1,4,0,4
0.461505,12.214,4,2,55.8667,3,0,4
0.861861,21.505,7,2,27.4857,4,0,7
0.823734,23.906,8,2,25.5375,4,0,8
0.190625,13.031,4,2,32.1,3,0,5
0.900084,19.671,6,2,38.6333,6,0,6
0.860515,30.62,10,2,36.95,10,0,10
0.854228,20.92,7,2,29.9143,4,0,7
0.912756,29.429,10,2,33.41,8,0,10
0.608204,9.757,4,2,31.75,2,0,4
0.768257,24.43,8,2,27.2375,7,0,8
0.830081,22.793,8,2,19.9375,0,0,8
0.819383,20.203,6,2,34.3,7,0,6
0.774058,11.813,4,2,3.3,0,0,4
0.423294,9.912,4,2,30.9,2,0,4
0.617594,15.506,5,2,25.74,3,0,5
0.31324,11.387,4,2,39.5333,3,0,4
0.710538,12.29,4,2,18.35,0,0,4
0.809371,24.923,9,2,11.6556,0,0,9
0.800687,29.522,10,2,36.11,10,0,10
0.751848,12.156,4,2,17.725,0,0,4
0.748413,23.208,7,2,41.5286,7,0,8
0.884717,24.779,8,2,32.8375,7,0,8
0.872152,30.306,10,2,37.06,8,0,10
0.881034,23.398,8,2,18.5625,1,0,8
0.835553,18.217,6,2,23.1,2,0,6
0.838375,17.453,6,2,16.3833,1,0,6
0.85144,12.243,4,2,26.125,3,0,4
0.083932,9.952,4,2,41.6,2,0,4
0.958395,18.378,6,2,35.7833,6,0,6
0.556279,11.885,4,2,15.875,0,0,4
0.863497,15.045,5,2,22.3,1,0,5
0.95035,19.179,6,2,43.4,6,0,6
0.94442,15.546,5,2,38,5,0,5
0.658151,17.716,6,2,6.75,2,0,6
0.867843,22.264,6,2,31.4,9,0,6
0.713205,15.763,5,2,38.78,5,0,5
0.733103,11.705,4,2,2.2,0,0,4
0.843828,29.265,10,2,27.8,6,0,10
0.890017,19.809,7,2,16.4571,1,0,7
0.775993,18.464,6,2,42.3167,6,0,6
0.930301,18.478,6,2,39.0333,6,0,6
0.596733,11.462,4,2,9.4,0,0,4
0.84056,33.077,10,2,48.39,11,0,10
0.927729,21.682,7,2,35.5857,7,0,7
0.0755165,10.24,4,2,34.7,2,0,4
0.944359,32.312,10,2,43.22,10,0,10
0.857555,15.539,5,2,32.76,5,0,5
0.858938,20.716,7,2,27.1857,6,0,7
0.302922,11.002,4,2,30.6667,2,0,4
0.828859,15.196,5,2,16.7,0,0,5
0.810428,15.069,5,2,25.2,3,0,5
0.838995,15.042,5,2,23.98,1,0,5
0.518141,16.123,5,2,50.56,5,0,5
0.759165,12.516,4,2,16.075,1,0,4
0.846195,30.294,10,2,38.01,10,0,10
0.770414,11.886,4,2,11.175,0,0,4
0.809051,12.895,4,2,40.875,4,0,4
0,8.556,4,2,35.1,1,0,4
0.879251,17.435,6,2,14.15,1,0,6
0.726875,10.117,4,2,35.3,2,0,4
0.794509,18.386,6,2,40.2833,6,0,6
0.825747,17.788,6,2,26.5833,3,0,6
0.267106,11.009,4,2,30.5667,2,0,4
0.0814981,14.465,6,2,46.8667,3,0,6
0.870914,20.489,7,2,25.2857,4,0,7
0.592663,18.042,6,2,21.5833,3,0,6
0.732022,9.792,4,2,5.2,0,0,4
0.696358,15.572,5,2,26.36,3,0,5
0.838109,21.488,7,2,28.0857,5,0,7
0.749481,18.463,6,2,34.2833,6,0,6
0.730099,19.949,7,2,11.9429,0,0,7
0.67659,12.234,4,2,12.175,1,0,4
0.82705,23.399,8,2,22.525,2,0,8
0.66283,15.181,5,2,28.94,3,0,5
0.682582,14.609,5,2,13.56,0,0,5
0.736431,15.121,5,2,32.76,4,0,5
0.81145,26.541,9,2,27.1222,5,0,9
0.783989,18.072,6,2,27.35,4,0,6
0.835547,18.966,6,2,39.3167,6,0,6
