MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.000431812,0.000361431,0.00165041,0.0185953,0.00482763,5.1
0.0315463,0.0041804,0.00594967,1.00824,0.0420132,5.1
0.0185251,0.00326384,0.00464586,0.721978,0.0340804,5.1
0.127521,0.01103,0.00979352,4.20186,0.0719404,5.1
0.0339998,0.00474222,0.00610026,1.4647,0.0499589,5.1
0.00374799,0.00142168,0.00291322,0.14637,0.0154787,5.1
0.0259443,0.00358984,0.00566287,0.975095,0.0412589,5.1
0.0537736,0.00774423,0.0102087,0.995254,0.0466191,5.1
0.0679606,0.00990311,0.00707401,4.35109,0.0748799,5.1
0.0521122,0.00771324,0.00910031,1.22818,0.0515516,5.1
0.0607625,0.00756647,0.00782136,2.5773,0.0654326,5.1
0.110301,0.0096806,0.0084988,6.63894,0.0855646,5.1
0.0128613,0.0020815,0.00492243,0.624134,0.0305098,5.1
0.0222614,0.00349677,0.00539292,0.846908,0.0394142,5.1
0.173381,0.0148685,0.0110412,3.90215,0.152063,5.1
0.144488,0.0112031,0.00953375,6.02883,0.0960807,5.1
0.065057,0.00644483,0.00782349,3.39077,0.0739861,5.1
0.0168305,0.00309106,0.00429541,0.497579,0.0282276,5.1
0.129049,0.0100912,0.00905952,6.43844,0.0846717,5.1
0.11578,0.0126618,0.00926056,4.27375,0.0865207,5.1
0.117211,0.00976395,0.00825541,5.41273,0.0830074,5.1
0.094088,0.00832561,0.00778608,3.85269,0.0770235,5.1
0.173822,0.0142093,0.00959487,8.00371,0.176954,5.1
0.0149813,0.00343339,0.00530543,0.360299,0.0280407,5.1
0.0862638,0.00698605,0.00775681,3.9932,0.0775784,5.1
0.00517285,0.00197261,0.00513979,0.0703862,0.0110889,5.1
0.113463,0.00975004,0.00832988,3.49776,0.0760466,5.1
0.0302355,0.00389721,0.00611188,1.15487,0.0432849,5.1
0.0313303,0.00489482,0.00635398,1.4353,0.0496984,5.1
0.052946,0.00543711,0.00725399,3.06338,0.0711132,5.1
0.000992989,0.000525443,0.00240686,0.0399847,0.00702507,5.1
0.0211311,0.00373883,0.00504064,0.884636,0.0382009,5.1
0.0657597,0.00688686,0.00642181,3.18045,0.0727816,5.1
0.0383479,0.00730996,0.00853243,0.345961,0.0405297,5.1
0.0690055,0.00594542,0.00615493,3.00192,0.0713368,5.1
0.0852055,0.00812145,0.00857497,3.42922,0.0747713,5.1
0.0992191,0.0100969,0.00799617,6.87891,0.0853657,5.1
0.101653,0.00874457,0.00837008,4.27826,0.0792024,5.1
0.0072183,0.00147037,0.00437861,0.330008,0.0213654,5.1
0.155118,0.0138792,0.0110196,4.97361,0.0875067,5.1
0.0878191,0.0110453,0.00876232,2.79913,0.120569,5.1
0.0921563,0.00995507,0.00838083,3.34904,0.0794075,5.1
0.154606,0.0103613,0.00854522,8.1774,0.0877879,5.1
0.142346,0.0128034,0.00878836,3.70284,0.0983426,5.1
0.0645749,0.0075375,0.00734389,3.01281,0.0718151,5.1
0.107959,0.0112219,0.0109511,2.12256,0.0664895,5.1
0.0323603,0.00460794,0.00649269,1.20843,0.0444316,5.1
0.107959,0.0102713,0.0082746,4.36475,0.0764257,5.1
0.0800341,0.00929726,0.0080294,3.36355,0.0758274,5.1
0.06694,0.00964822,0.00830782,1.4237,0.11963,5.1
0.0268654,0.00390302,0.00566957,1.07858,0.042643,5.1
0.0401954,0.00464684,0.00507937,2.49732,0.0653006,5.1
0.0421699,0.0052128,0.00689569,2.25493,0.0639772,5.1
0.178648,0.0112213,0.00894162,6.18105,0.0838688,5.1
0.164144,0.0122412,0.0100483,6.30603,0.0856704,5.1
0.0178215,0.00332423,0.00529687,0.756504,0.0372481,5.1
0.129105,0.0122047,0.0111404,3.53811,0.0724547,5.1
0.0422585,0.00581327,0.00627034,1.83705,0.0562944,5.1
0.111523,0.0094923,0.00987202,3.35957,0.0737758,5.1
0.0729277,0.00979083,0.0140547,0.985304,0.0464719,5.1
0.0668761,0.00777352,0.00779224,3.39697,0.0736895,5.1
0.0670511,0.00685039,0.00739023,3.24095,0.0731687,5.1
0.0402327,0.00531001,0.00661109,1.02707,0.0438922,5.1
0.0828079,0.0103676,0.00877333,1.64426,0.0951327,5.1
0.0355579,0.00525444,0.00543333,1.05822,0.0455129,5.1
0.0893888,0.00861766,0.00893588,3.11225,0.0719828,5.1
0.0781705,0.0107679,0.00870628,1.69697,0.13314,5.1
0.0284261,0.00388651,0.004722,1.13512,0.0425649,5.1
0.134634,0.0110673,0.00852044,4.48517,0.0799408,5.1
0.0410168,0.00467839,0.00609705,1.43232,0.049552,5.1
0.131071,0.0147999,0.0112045,6.85479,0.0999668,5.1
0.0657836,0.00622544,0.00740102,3.57728,0.0750512,5.1
0.137446,0.0142151,0.0108311,3.44494,0.154709,5.1
0.0989857,0.0118395,0.00843817,6.08947,0.0952317,5.1
0.110458,0.0090951,0.00808385,3.86123,0.0776307,5.1
0.136919,0.0125846,0.0105323,5.61548,0.0812871,5.1
0.132942,0.0103868,0.00885116,5.57773,0.0838305,5.1
0.0663687,0.0068104,0.00761523,2.93492,0.0705447,5.1
0.0658404,0.00889344,0.0130052,1.0535,0.0476385,5.1
0.179292,0.0150439,0.0107217,4.04745,0.162676,5.1
0.0367474,0.00614691,0.00654916,1.31973,0.0532421,5.1
0.102074,0.00838036,0.00913488,2.77642,0.0695378,5.1
0.0321732,0.00461191,0.00576283,2.07923,0.061304,5.1
0.114774,0.0101407,0.00819335,4.36142,0.0804372,5.1
0.012071,0.00203844,0.00484676,0.575886,0.0291746,5.1
0.0301875,0.00396357,0.00614836,1.07844,0.0427687,5.1
0.122745,0.0102895,0.00998119,5.30343,0.0829375,5.1
0.0195936,0.00333042,0.00557592,0.749494,0.0379587,5.1
0.0622482,0.00629897,0.00732633,2.54427,0.0671544,5.1
0.070655,0.00609633,0.0081388,3.23227,0.0725698,5.1
0.111512,0.0107124,0.00929543,2.84416,0.0708779,5.1
0.0508755,0.00614699,0.00610018,1.14487,0.0635204,5.1
0.0911443,0.00789123,0.00751709,3.21945,0.0734203,5.1
0.0766576,0.00762239,0.0076552,2.99791,0.0716042,5.1
0.0848737,0.0103248,0.00828258,2.3322,0.0791037,5.1
0.14186,0.0110997,0.00961368,6.58597,0.0853747,5.1
0.156703,0.00962812,0.00841831,5.65474,0.0830649,5.1
0.0176208,0.00295186,0.00503764,0.487963,0.0282416,5.1
0.0785132,0.00928707,0.00905179,3.75357,0.0773815,5.1
0.126106,0.0104315,0.008479,6.9496,0.0853993,5.1
