MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.00582738,0.00251412,0.0717497,0.0920019,0.00826233,0.2
0.433414,0.0161407,0.0794513,3.35534,0.062033,0.2
0.40675,0.0175122,0.0951298,2.08663,0.0514606,0.2
0.702136,0.0251353,0.0762505,7.31875,0.086315,0.2
0.435574,0.0150286,0.0672293,4.17531,0.0692857,0.2
0.0470097,0.00832184,0.0915743,0.28621,0.0220879,0.2
0.457742,0.0152013,0.0756661,3.46386,0.061742,0.2
0.317238,0.0189981,0.0918084,1.58605,0.0557649,0.2
1.02976,0.0499006,0.0874634,3.53379,0.150899,0.2
0.397998,0.0217377,0.0731307,2.94482,0.0861058,0.2
0.314791,0.0193726,0.0492894,5.95404,0.0837169,0.2
0.397947,0.0243395,0.0575051,6.04655,0.0826725,0.2
0.404842,0.0147326,0.0894247,2.23613,0.0474509,0.2
0.45778,0.0152104,0.0735063,3.69065,0.0641931,0.2
0.581559,0.0409123,0.0668212,3.87369,0.102562,0.2
0.417377,0.0325893,0.0525877,6.78072,0.0850259,0.2
0.363481,0.0158842,0.0500565,5.34645,0.0807581,0.2
0.354958,0.0165214,0.0972341,1.70837,0.04732,0.2
0.43531,0.030294,0.0663976,5.86079,0.0841742,0.2
1.02583,0.0564465,0.0706076,3.24587,0.137904,0.2
0.369695,0.0274972,0.0493957,5.17679,0.0800835,0.2
0.322137,0.0234132,0.0480461,5.5504,0.0823418,0.2
0.661395,0.0478085,0.064365,7.89454,0.115619,0.2
0.517045,0.0160405,0.0636426,3.99593,0.0662139,0.2
0.369747,0.0186414,0.0523869,5.69061,0.0828029,0.2
0.042088,0.00775059,0.0999706,0.333315,0.0186961,0.2
0.550594,0.0287229,0.0813832,6.74307,0.0895775,0.2
0.419005,0.0148688,0.0777725,3.36589,0.0612736,0.2
0.438244,0.0150248,0.0658644,4.24524,0.0700811,0.2
0.409368,0.0145371,0.0428521,5.16845,0.0788145,0.2
0.0155917,0.0036734,0.0800151,0.086448,0.0116576,0.2
0.575853,0.016788,0.0476147,4.41211,0.0693964,0.2
0.40305,0.0185457,0.0641833,4.60593,0.0747654,0.2
0.399586,0.0195156,0.104373,3.52342,0.0667637,0.2
0.484401,0.0183083,0.0458216,5.12059,0.079926,0.2
0.369516,0.0200047,0.0554952,5.38584,0.0809673,0.2
0.451267,0.0349179,0.0512362,6.81336,0.0968585,0.2
0.527389,0.0304247,0.0837763,4.34654,0.0890388,0.2
0.31059,0.0131728,0.0981701,1.54091,0.0390308,0.2
1.07728,0.0622246,0.0733781,3.35049,0.14667,0.2
0.417493,0.0320488,0.0497359,6.34673,0.0839513,0.2
