Iteration,Cost,Cost reduction,time (ms)
0,39.3211,0.0986802,12.773
1,19.5869,0.551027,21.522
2,15.1955,0.651688,30.347
3,14.5699,0.666028,39.098
4,14.5699,0.666028,47.061
5,14.5699,0.666028,52.189
