Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
155.928,12.6454,43.0383,4.51963,1.38975,5.10091,0.40356
615.06,16.7527,84.8728,8.22774,1.38189,5.48145,0.256304
336.184,15.8033,74.26,7.27553,1.38659,5.45941,0.299783
302.099,15.8545,72.9354,7.13353,1.40784,5.61625,0.326536
148.782,13.6196,47.255,4.8799,1.47156,5.515,0.338305
569.464,16.5962,70.506,7.00697,1.53648,6.23607,0.286984
193.89,13.5855,46.5997,4.81828,1.45503,5.56858,0.349886
467.752,16.9054,76.1217,7.20428,1.59976,6.23737,0.275786
102.767,12.4169,35.7205,3.92769,1.44013,5.32731,0.372657
204.712,12.2876,34.9702,3.73857,1.39974,5.48386,0.36396
121.258,12.2055,35.5983,3.868,1.3956,5.27496,0.400794
518.182,13.9833,53.8758,5.4073,1.41126,5.47832,0.303417
118.357,12.9027,37.7297,4.123,1.44358,5.60597,0.409354
163.435,13.3904,43.5361,4.59901,1.44576,5.63235,0.375913
312.066,15.8586,69.8621,6.75734,1.49991,5.82803,0.349704
171.738,14.3764,51.8628,5.32376,1.46891,5.83078,0.361108
253.824,15.4152,64.1081,6.42194,1.55946,5.58196,0.280851
158.483,13.8572,49.3181,5.06775,1.49004,5.52942,0.391733
191.577,15.5167,62.6289,6.27566,1.53962,5.87224,0.401274
109.223,14.4831,55.2731,5.71437,1.50597,5.47798,0.362142
447.428,15.3407,62.2057,6.06112,1.50925,5.99412,0.365867
279.718,14.6028,54.5926,5.38733,1.52299,5.91239,0.325
195.25,13.876,46.6371,4.83332,1.45763,5.85798,0.384146
170.408,13.0588,41.2734,4.38042,1.39668,5.61548,0.327319
220.589,13.6891,51.5862,5.25338,1.43215,5.30947,0.396594
86.703,12.7773,37.7013,4.10905,1.44812,5.505,0.400496
151.095,12.8615,42.4951,4.52399,1.40653,5.22482,0.357776
137.692,13.5293,44.8359,4.66589,1.47416,5.62766,0.333277
185.202,12.7813,41.1846,4.35853,1.39149,5.36275,0.318153
440.276,16.1141,69.6349,6.74535,1.5046,6.08788,0.296385
387.549,16.2473,68.4174,6.69603,1.59297,6.09766,0.335764
78.5491,11.1563,21.0492,2.59657,1.41545,5.45192,0.404911
122.479,12.2099,33.3232,3.68103,1.39284,5.46248,0.407
217.548,14.4694,58.0105,5.92343,1.39395,5.45736,0.345163
253.501,15.836,64.6315,6.3196,1.55962,6.13973,0.342266
123.227,13.7307,46.2254,4.85555,1.44535,5.71366,0.323031
277.028,15.779,63.7438,6.24752,1.58445,6.09785,0.332803
433.381,17.2128,78.79,7.48494,1.60213,6.2585,0.260029
478.065,16.049,68.7607,6.617,1.57503,6.02062,0.324846
569.844,18.0189,86.0365,8.04027,1.65133,6.42244,0.266273
396.946,15.9361,68.1351,6.60901,1.57395,5.89249,0.344022
107.937,12.5384,34.4307,3.84275,1.42719,5.54673,0.37034
436.55,17.7103,84.7936,8.0921,1.57428,6.193,0.281612
169.092,14.5009,54.2542,5.49302,1.49831,5.73671,0.343708
174.852,14.5958,55.5231,5.59455,1.50543,5.72923,0.324721
796.904,18.0653,84.9542,8.12086,1.65572,6.35441,0.280772
307.387,15.8685,65.7903,6.37217,1.57649,6.09041,0.381484
540.312,15.7228,66.4257,6.48336,1.51897,5.92429,0.289767
563.438,17.7339,79.4128,7.60481,1.60747,6.64045,0.284987
252.968,15.2312,59.6342,5.92713,1.50627,6.00202,0.355384
70.9494,11.0862,24.331,2.82931,1.41556,5.17028,0.364726
106.443,12.9445,43.5833,4.66123,1.40968,5.18087,0.356734
202.253,14.7868,57.8643,5.88162,1.47396,5.6743,0.355713
126.049,12.9166,40.3535,4.3528,1.44834,5.3794,0.398302
114.155,12.1682,31.8572,3.57682,1.42262,5.44711,0.338073
285.22,16.1243,72.7878,7.14469,1.51375,5.6619,0.274404
154.344,14.0924,49.7877,5.08332,1.49033,5.74315,0.339967
87.6364,12.2057,36.174,3.94789,1.43498,5.10616,0.397291
145.629,13.6975,48.677,5.09106,1.44668,5.42452,0.385036
364.158,13.7596,48.3276,5.05735,1.45093,5.52081,0.341978
111.725,12.9006,41.8943,4.44339,1.42845,5.32476,0.341793
139.023,14.8978,57.6576,5.78603,1.55154,5.72209,0.312302
47.478,10.8494,19.7623,2.46786,1.39048,5.34098,0.386065
171.622,13.0206,42.0288,4.45291,1.39357,5.49804,0.401952
356.327,15.6943,69.7379,6.93856,1.45529,5.56206,0.325419
55.7862,11.5207,26.3591,3.09369,1.40861,5.3242,0.43903
156.011,12.6478,39.0232,4.19046,1.39567,5.38502,0.350861
154.579,14.1007,53.7224,5.4912,1.41689,5.49906,0.410946
217.596,14.8905,57.1382,5.7252,1.51605,5.87553,0.377348
67.2917,11.6606,29.9618,3.42837,1.40598,5.13992,0.393116
771.443,18.8748,94.8582,9.02351,1.62178,6.32074,0.208022
479.249,15.6011,63.374,6.21611,1.57343,5.9728,0.334836
78.5923,11.9452,34.4531,3.77937,1.4131,5.06821,0.398178
415.448,15.6317,64.583,6.36047,1.50713,5.98075,0.32844
374.741,15.9683,67.7038,6.64679,1.56006,5.91666,0.325106
224.98,13.9545,50.2618,5.14163,1.44172,5.65322,0.382836
488.546,17.9776,82.2834,7.8205,1.63756,6.60699,0.325699
116.24,13.037,42.1651,4.49379,1.47605,5.29978,0.395878
1181.13,19.5225,92.7093,9.1446,1.60453,6.86052,0.202922
472.261,16.5924,71.0022,6.84501,1.61161,6.26263,0.283392
242.729,13.5643,45.2343,4.63205,1.45841,5.74708,0.349065
110.317,13.3336,47.8736,5.08722,1.41347,5.11905,0.337766
56.8219,11.2351,21.8902,2.69311,1.42619,5.41078,0.364947
114.571,12.1775,35.9517,3.97788,1.39869,5.12473,0.39554
186.723,12.5514,38.9158,4.18508,1.38924,5.29494,0.357751
91.9251,11.6053,26.7994,3.11321,1.39355,5.42947,0.369757
195.654,13.8685,54.6183,5.47203,1.41151,5.29685,0.315531
123.576,13.486,45.3502,4.71447,1.45213,5.58847,0.323522
76.0431,12.54,39.3856,4.27764,1.40749,5.16804,0.418025
334.609,16.6495,73.0536,7.0752,1.57076,6.16635,0.311926
223.304,16.5433,68.6054,6.68803,1.58159,6.42128,0.298582
112.266,14.4454,52.4584,5.5512,1.49604,5.61032,0.37041
630.351,15.3429,60.8525,6.10352,1.5113,5.93817,0.258356
69.7642,11.4483,25.1948,2.96281,1.41488,5.39306,0.420322
738.486,18.4271,94.4606,8.94484,1.53851,6.12328,0.187703
480.341,17.6689,79.0084,7.72708,1.63515,6.39039,0.275126
155.082,13.228,42.6536,4.46099,1.42012,5.6443,0.372086
96.1548,12.4541,38.581,4.08351,1.43471,5.22859,0.376249
115.407,11.5275,27.6056,3.17387,1.38842,5.31246,0.35615
192.015,13.1316,45.0717,4.7329,1.39226,5.32799,0.334039
