Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
444.96,0,0,27.6622,2.5,11.5493,3.00496,6.88463,0
531.15,0,0,26.9761,2.5,11.3416,3.01782,6.69165,0
133.409,0,0,34.5042,2.5,14.4272,3.00035,8.73777,0
723.023,0,0,26.4856,2.5,11.1062,3.04949,6.56332,0
496.741,0,0,27.8557,2.5,11.6596,2.99764,6.89255,0
641.3,0,0,26.7921,2.5,11.3041,3.00369,6.59664,0
233.555,0,0,31.2375,2.5,12.9456,3.03399,7.92658,0
650.541,0,0,26.6715,2.5,11.2823,2.95633,6.54988,0
433.314,0,0,29.4755,2.5,12.2914,3.00706,7.37291,0
852.552,0,0,25.7875,2.5,11.0049,2.98563,6.29733,0
628.425,0,0,26.9349,2.5,11.2783,2.99834,6.64721,0
646.347,0,0,27.4144,2.5,11.5203,2.99269,6.77797,0
142.45,0,0,34.5857,2.5,14.1271,2.97311,9.01843,0
112.864,0,0,35.6391,2.5,14.872,3.00094,9.17995,0
648.861,0,0,26.7452,2.5,11.2549,2.98961,6.56522,0
891.658,0,0,26.0704,2.5,11.0906,2.98432,6.38303,0
811.447,0,0,25.9955,2.5,10.9394,3.00674,6.36945,0
678.044,0,0,26.6352,2.5,11.231,3.01291,6.51956,0
575.518,0,0,26.7308,2.5,11.2943,3.00387,6.56355,0
719.233,0,0,26.2097,2.5,11.0949,3.0017,6.42953,0
625.15,0,0,26.8705,2.5,11.2022,2.98525,6.65595,0
637.687,0,0,27.0704,2.5,11.2417,3.02606,6.72983,0
655.047,0,0,26.7257,2.5,11.2763,2.97709,6.54935,0
461.127,0,0,27.5711,2.5,11.6256,3.01509,6.78906,0
109.427,0,0,36.5993,2.5,15.5259,3.02403,9.30703,0
221.681,0,0,31.888,2.5,13.3311,2.99881,8.02863,0
632.088,0,0,27.6385,2.5,11.6801,3.0096,6.79706,0
127.302,0,0,36.5528,2.5,15.1238,3.01391,9.4093,0
365.994,0,0,29.0348,2.5,12.2699,3.03114,7.11846,0
136.273,0,0,35.1645,2.5,14.5757,3.02175,8.93443,0
455.462,0,0,28.9397,2.5,12.0775,3.00669,7.21924,0
685.321,0,0,26.2315,2.5,11.1073,3.00463,6.39094,0
658.58,0,0,26.7584,2.5,11.2503,3.02071,6.55001,0
648.917,0,0,27.553,2.5,11.6163,2.99064,6.7336,0
619.178,0,0,26.7562,2.5,11.3021,2.99964,6.55307,0
115.644,0,0,36.5673,2.5,15.1201,3.02165,9.52396,0
591.757,0,0,27.5654,2.5,11.51,3.00854,6.82558,0
748.247,0,0,26.6432,2.5,11.2658,2.99845,6.49699,0
585.603,0,0,26.7441,2.5,11.3624,2.97078,6.55241,0
800.066,0,0,26.3161,2.5,11.0121,3.02063,6.42262,0
656.97,0,0,26.9301,2.5,11.339,3.0173,6.61483,0
594.516,0,0,28.0491,2.5,11.6576,3.02654,7.00787,0
613.525,0,0,26.3877,2.5,11.1136,3.00156,6.46964,0
115.642,0,0,36.4835,2.5,15.0936,3.04045,9.40435,0
566.846,0,0,26.932,2.5,11.3304,3.01445,6.62223,0
679.778,0,0,26.0664,2.5,11.0494,3.01626,6.31382,0
700.335,0,0,26.6375,2.5,11.1831,3.00961,6.53676,0
606.359,0,0,26.8208,2.5,11.2748,3.02879,6.56623,0
472.408,0,0,28.0472,2.5,11.7022,3.01332,7.02896,0
161.52,0,0,31.8524,2.5,13.281,3.00618,7.96583,0
175.908,0,0,30.8594,2.5,13.0043,2.98685,7.60195,0
147.385,0,0,33.5359,2.5,13.9384,2.98075,8.37067,0
672.885,0,0,26.6748,2.5,11.1874,2.99717,6.57787,0
141.489,0,0,32.7681,2.5,13.5507,3.00404,8.27022,0
418.776,0,0,29.3086,2.5,12.3136,3.01583,7.24596,0
712.659,0,0,26.3798,2.5,11.1107,3.00003,6.39112,0
631.966,0,0,27.2958,2.5,11.3915,3.02182,6.71892,0
526.146,0,0,27.9275,2.5,11.634,3.00544,6.89999,0
807.846,0,0,26.2863,2.5,11.0932,2.98519,6.41099,0
737.208,0,0,26.1036,2.5,10.9631,2.99966,6.34515,0
621.633,0,0,26.9391,2.5,11.2461,3.00648,6.6346,0
142.906,0,0,33.463,2.5,14.0217,2.9935,8.37147,0
601.758,0,0,27.2685,2.5,11.5852,2.9916,6.66069,0
638.857,0,0,26.6977,2.5,11.2233,3.01822,6.51363,0
691.551,0,0,26.5059,2.5,11.1545,2.9884,6.47438,0
414.931,0,0,29.2125,2.5,12.1926,3.00557,7.24868,0
691.07,0,0,27.4515,2.5,11.5736,2.99055,6.72457,0
782.96,0,0,25.988,2.5,10.9867,3.00083,6.35512,0
648.333,0,0,27.1904,2.5,11.5304,2.98694,6.5834,0
576.93,0,0,27.5052,2.5,11.6304,3.0097,6.74142,0
717.007,0,0,26.1577,2.5,11.0641,3.00898,6.34529,0
