Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.524441,616.376,6,13,0.2,174,0,14,6,149,140,250
0.408313,636.728,6,13,0.2,178,0,15,6,154,142,263
0.34358,621.453,6,13,0.2,173,0,15,6,150,143,255
0.314336,621.736,6,13,0.2,176,0,15,6,149,144,250
0.329285,624.867,6,13,0.2,174,0,15,6,149,143,253
0.410289,627.208,6,13,0.2,175,0,15,6,149,146,253
0.39157,627.765,6,13,0.2,175,0,15,6,151,144,258
0.400175,626.143,6,13,0.2,177,0,14,7,151,144,252
0.759715,627.622,6,13,0.2,177,0,16,6,150,146,254
0.377689,621.354,6,13,0.2,176,0,15,6,149,140,251
0.688217,626.709,6,13,0.2,179,0,15,7,152,142,254
0.304494,629.894,6,13,0.2,179,0,16,6,149,144,254
0.391574,637.038,6,13,0.2,179,0,15,6,153,144,260
0.355728,632.716,6,13,0.2,176,0,14,6,151,144,260
0.503404,627.477,6,13,0.2,176,0,15,7,150,144,254
0.400143,629.401,6,13,0.2,177,0,15,6,151,144,256
0.42012,636.03,6,13,0.2,177,0,15,6,153,143,263
0.299735,635.603,6,13,0.2,178,0,15,6,153,145,261
0.34886,631.133,6,13,0.2,179,0,15,8,152,145,256
0.52703,638.63,6,13,0.2,179,0,15,6,154,143,264
0.414695,638.011,6,13,0.2,176,0,15,6,152,148,260
0.788258,637.262,6,13,0.2,177,0,15,6,154,145,259
0.392627,638.306,6,13,0.2,180,0,16,6,155,147,259
0.559443,639.483,6,13,0.2,177,0,15,6,152,149,261
0.556679,641.071,6,13,0.2,179,0,14,6,155,145,260
0.391292,642.796,6,13,0.2,178,0,14,6,153,149,263
0.383735,645.169,6,13,0.2,178,0,14,6,151,153,260
0.47114,644.111,6,13,0.2,180,0,16,7,155,148,259
0.81765,647.812,6,13,0.2,182,0,15,6,153,150,264
0.360754,641.088,6,13,0.2,181,0,14,7,155,147,260
0.777857,642.401,6,13,0.2,181,0,15,6,154,148,262
0.386433,646.21,6,13,0.2,183,0,16,9,154,150,261
0.811007,644.362,6,13,0.2,179,0,16,6,153,146,262
0.452364,649.411,6,13,0.2,181,0,15,6,154,152,262
0.449151,649.016,6,13,0.2,183,0,15,7,155,149,261
0.302779,649.374,6,13,0.2,180,0,16,6,153,152,261
0.391503,650.97,6,13,0.2,180,0,15,6,154,153,261
0.375891,654.631,6,13,0.2,184,0,15,7,158,153,261
0.332515,645.149,6,13,0.2,180,0,16,6,153,149,259
0.380642,654.486,6,13,0.2,181,0,15,7,153,155,263
0.781631,653.043,6,13,0.2,182,0,15,6,155,158,258
0.404195,651.726,6,13,0.2,183,0,16,8,156,150,261
0.397645,658.967,6,13,0.2,183,0,16,6,155,153,267
0.396683,653.027,6,13,0.2,183,0,15,8,155,154,261
0.463669,655.762,6,13,0.2,182,0,15,6,156,156,260
0.377093,652.44,6,13,0.2,183,0,16,6,156,155,260
0.583211,655.814,6,13,0.2,185,0,15,7,158,151,260
0.403879,657.532,6,13,0.2,184,0,15,7,157,154,261
0.391158,658.509,6,13,0.2,184,0,15,9,156,161,259
0.364156,663.815,6,13,0.2,185,0,16,8,155,156,268
0.373099,648.141,6,13,0.2,180,0,15,6,154,153,258
0.371848,656.175,6,13,0.2,183,0,15,6,157,150,266
0.361056,653.698,6,13,0.2,183,0,15,6,157,150,264
0.316989,655.025,6,13,0.2,184,0,15,7,157,153,264
0.786079,665.502,6,13,0.2,184,0,15,8,153,154,269
0.35821,659.505,6,13,0.2,187,0,16,7,159,155,259
0.334281,660.951,6,13,0.2,185,0,15,7,155,152,265
0.535187,660.61,6,13,0.2,184,0,15,7,157,157,264
