Iteration,Cost,Cost reduction,time (ms)
0,152.285,0.895167,6.569
1,63.504,0.956284,11.144
2,29.8211,0.979471,15.441
3,18.5287,0.987245,19.527
4,18.5287,0.987245,23.28
