Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
93.0797,0.00825364,0,156.926,100,137.527,6.0045,7.76955,0
26.029,0.00332659,0,158.402,100,139.763,5.78507,7.46173,0
79.0094,0.00456996,0,210.899,100,185.634,7.89937,9.31628,0
131.999,0.021698,0,242.164,100,213.833,7.89247,10.6066,0
7.30104,0.0115122,0,254.999,100,224.066,7.7266,11.8,0
32.7285,0.0133432,0,184.86,100,160.489,7.98323,8.72319,0
12.7437,0.0127756,0,231.448,100,203.327,8.05352,10.6086,0
59.7594,0.00585417,0,183.181,100,158.972,8.03005,8.50308,0
33.2054,0.0147379,0,190.752,100,167.085,7.83418,8.32752,0
27.9239,0.0138255,0,198.157,100,174.105,7.92263,8.48448,0
23.9368,0.0103974,0,209.659,100,184.903,8.04054,8.69946,0
11.3431,0.0106275,0,196.795,100,171.065,8.307,9.34292,0
48.3939,0.0071405,0,209.173,100,183.644,7.8619,9.18164,0
77.8962,0.0118494,0,192.313,100,167.182,8.04682,8.78752,0
26.5312,0.00552676,0,194.587,100,170.326,7.8477,8.75233,0
16.9065,0.00861356,0,200.566,100,175.762,7.82606,8.96594,0
91.0691,0.0126011,0,219.998,100,194.031,7.89457,9.39188,0
95.1735,0.0123869,0,192.399,100,168.533,7.94052,8.43628,0
37.8792,0.0110729,0,196.715,100,171.49,8.09351,8.98938,0
37.2337,0.00385794,0,211.702,100,186.357,7.84658,9.24223,0
19.9453,0.0123121,0,200.26,100,174.826,7.78622,9.43696,0
34.8971,0.0117192,0,209.572,100,183.265,8.08619,9.52521,0
14.7445,0.00717985,0,240.501,100,211.095,7.93135,11.2977,0
9.14425,0.00603849,0,203.621,100,178.474,7.898,9.2449,0
23.7714,0.00897062,0,189.894,100,166.303,7.8087,8.46433,0
22.4529,0.00603833,0,182.635,100,159.826,7.90856,7.83755,0
48.3033,0.00587197,0,178.127,100,155.22,7.95492,7.95979,0
22.0968,0.01001,0,229.463,100,202.166,8.00675,10.0785,0
43.0089,0.00738803,0,197.88,100,172.794,7.97822,8.97993,0
23.1829,0.0100564,0,196.992,100,173.531,7.97984,8.19819,0
13.41,0.00513248,0,205.06,100,180.16,7.93992,8.9651,0
25.7139,0.0101316,0,204.462,100,179.408,7.82358,9.16412,0
10.0272,0.00615941,0,213.897,100,186.856,7.84591,10.3096,0
70.4458,0.0116309,0,194.245,100,169.388,7.94671,8.69451,0
16.1484,0.012164,0,201.192,100,175.882,7.80639,9.31629,0
53.1587,0.00362742,0,195.424,100,170.93,7.85931,8.80656,0
28.6449,0.00980642,0,197,100,171.793,7.99314,9.18652,0
