Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0,134.171,727.776,1,13,100,391.079,0.095,365.186,0,25.795,253.56,38.086
0,59.7457,672.84,1,13,100,348.023,0.096,323.702,0,24.222,248.829,34.811
0,52.8884,676.234,1,13,100,349.679,0.102,325.408,0,24.166,249.509,35.768
0,125.157,688.27,1,13,100,356.197,0.102,330.224,0,25.869,254.102,36.421
0,61.728,747.775,1,13,100,407.272,0.104,380.745,0,26.419,258.424,38.107
0.000889721,65.0812,731.979,1,13,100,397.459,0.104,371.359,0,25.993,250.835,36.83
0.184217,124.158,701.756,1,13,100,363.532,0.106,336.301,0,27.123,256.503,37.224
0,96.1903,712.083,1,13,100,381.98,0.102,355.522,0,26.353,251.851,36.041
0.000424481,130.462,749.011,1,13,100,409.703,0.1,380.497,0,29.102,253.006,38.19
0.000229776,102.967,751.242,1,13,100,412.253,0.101,385.228,0,26.921,253.573,37.18
0.0356363,165.797,746.355,1,13,100,407.037,0.102,378.354,0,28.577,253.671,37.738
0.000501972,142.05,767.273,1,13,100,425.281,0.116,396.043,0,29.119,254.488,37.309
0.000364665,146.381,742.387,1,13,100,397.661,0.105,368.515,0,29.037,260.122,36.746
0,137.111,739.02,1,13,100,392.111,0.106,366.649,0,25.353,262.989,37.268
0.406288,77.7341,781.972,1,13,100,430.732,0.108,403.483,0,27.139,260.855,40.33
0,83.5664,748.229,1,13,100,405.264,0.108,379.63,0,25.524,261.314,36.696
0,151.157,742.089,1,13,100,392.482,0.107,364.653,0,27.717,267.769,38.189
0,148.123,741.529,1,13,100,397.218,0.104,370.885,0.001,26.225,262.953,37.162
0.019246,50.342,505.024,1,13,100,392.225,0.106,366.998,0,25.119,25.975,39.618
0,160.657,710.444,1,13,100,375.097,0.12,349.782,0,25.192,256.5,36.192
0,153.171,752.883,1,13,100,412.475,0.119,385.647,0,26.707,257.143,38.395
0.000132416,58.9419,757.897,1,13,100,406.837,0.102,381.48,0,25.253,266.205,37.955
0,101.499,705.085,1,13,100,366.788,0.103,341.352,0,25.33,260.822,35.934
0.000455573,132.41,726.378,1,13,100,377.877,0.156,351.09,0,26.628,260.82,36.632
0.125769,136.957,753.329,1,13,100,401.661,0.104,375.471,0,26.083,263.052,39.916
0,105.31,769.091,1,13,100,406.895,0.1,381.455,0,25.339,275.506,40.807
0,111.948,713.477,1,13,100,366.833,0.139,340.996,0,25.695,266.071,36.467
0,90.9843,769.526,1,13,100,417.388,0.149,389.681,0,27.553,265.83,39.062
0.0059794,165.982,735.392,1,13,100,380.932,0.162,355.303,0,25.465,264.708,37.937
0.0002734,106.036,751.829,1,13,100,399.256,0.105,373.772,0,25.376,263.431,39.404
0,90.7484,719.826,1,13,100,365.005,0.108,339.056,0,25.838,270.417,41.486
0,170.294,721.678,1,13,100,375.179,0.106,347.744,0,27.326,266.613,36.406
0.0184949,72.5988,749.469,1,13,100,395.168,0.104,369.455,0,25.606,265.812,39.065
0.431259,32.0263,708.439,1,13,100,356.432,0.109,330.565,0,25.755,265.052,40.949
0.0258149,72.1981,752.891,1,13,100,397.892,0.107,371.593,0,26.189,267.216,38.663
0.00227926,84.9155,759.406,1,13,100,406.003,0.143,379.699,0,26.157,264.549,39.747
0,183.878,763.915,1,13,100,405.615,0.109,378.43,0,27.072,272.194,39.972
0.000149987,129.983,740.101,1,13,100,381.92,0.105,355.751,0,26.061,272.507,37.929
0.148969,136.665,723.782,1,13,100,368.646,0.106,342.573,0,25.964,267.186,39.518
0,122.258,739.731,1,13,100,383.497,0.105,357.552,0,25.837,272.281,39.266
0,113.448,735.716,1,13,100,379.757,0.109,353.133,0,26.512,268.658,41.049
7.59572e-06,110.866,815.318,1,13,100,431.07,0.122,396.879,0,34.066,286.209,45.355
0.0039237,90.0489,819.474,1,13,100,424.65,0.136,395.313,0,29.197,296.141,41.145
0,104.533,735.286,1,13,100,381.176,0.126,354.24,0,26.806,272.557,33.794
0,52.5131,775.592,1,13,100,401.416,0.134,374.365,0,26.913,285.737,41.248
0,158.916,732.458,1,13,100,359.476,0.11,332.592,0,26.771,289.576,37.222
0.0492464,136.886,759.023,1,13,100,387.18,0.11,360.292,0,26.775,279.537,40.614
0.682527,38.4151,722.028,1,13,100,364.924,0.11,338.484,0,26.328,267.261,41.101
0.0294039,113.047,517.768,1,13,100,400.549,0.107,374.056,0,26.383,28.254,40.422
0.002374,71.7815,762.68,1,13,100,402.236,0.101,368.909,0,33.222,277.852,36.353
0.834735,20.7259,759.341,1,13,100,391.126,0.109,358.364,0,32.65,279.502,41.859
0,152.89,764.933,1,13,100,403.372,0.107,367.7,0,35.562,281.454,36.729
0.00639756,170.198,758.281,1,13,100,395.46,0.107,362.341,0,33.01,278.263,37.513
0.812424,11.7666,767.3,1,13,100,398.162,0.105,365.676,0,32.379,280.542,42.277
0.895928,17.1571,780.089,1,13,100,396.434,0.109,360.815,0,35.506,291.443,44.847
3.59812e-05,114.341,751.889,1,13,100,388.312,0.106,354.273,0,33.929,279.623,36.687
0.00991652,157.377,771.004,1,13,100,407.05,0.107,373.224,0,33.716,279.43,37.514
0,125.048,797.485,1,13,100,435.606,0.101,402.987,0,32.515,275.882,39.734
0,180.438,779.976,1,13,100,416.1,0.109,382.194,0,33.793,279.458,39.137
0,110.674,799.287,1,13,100,434.516,0.105,401.223,0,33.182,278.395,40.084
0,63.0467,794.769,1,13,100,432.397,0.108,399.858,0,32.427,278.11,38.885
0.0168433,92.2929,-84.017,1,13,100,-442.48,0.137,-475.994,0,33.373,272.968,37.324
0.000722078,71.3206,762.989,1,13,100,400.253,0.134,366.212,0,33.903,278.333,37.298
0,164.098,794.975,1,13,100,432.948,0.107,400.755,0,32.083,275.89,39.846
0,135.997,748.136,1,13,100,384.23,0.11,352.314,0,31.803,277.476,43.25
0,121.618,800.755,1,13,100,437.615,0.104,405.163,0,32.345,277.265,39.762
0.00844963,128.13,779.996,1,13,100,411.588,0.119,378.877,0,32.589,281.001,38.136
0.575478,22.9783,780.521,1,13,100,413.326,0.105,380.009,0,33.209,280.185,39.029
0.00361249,172.62,750.216,1,13,100,387.967,0.11,355.21,0,32.644,279.613,36.617
1.09079e-05,105.577,804.038,1,13,100,436.244,0.106,404.208,0,31.927,279.224,39.597
0.143371,146.638,754.042,1,13,100,388.983,0.105,355.917,0,32.958,280.114,38.448
0.0310862,90.2478,819.175,1,13,100,446.561,0.107,413.484,0,32.967,282.015,40.459
0.010347,65.2721,735.62,1,13,100,370.17,0.11,338.226,0,31.832,279.697,38.16
0.0144243,59.0428,794.098,1,13,100,422.384,0.104,390.256,0,32.021,282.766,39.425
1.00495e-08,64.226,812.986,1,13,100,431.718,0.114,399.74,0,31.861,284.946,44.324
0,64.8838,758.802,1,13,100,403.828,0.11,371.196,0,32.519,272.869,36.779
0.033389,172.661,785.037,1,13,100,418.189,0.106,386.199,0,31.881,279.441,38.647
0.000869632,58.9753,754.585,1,13,100,396.297,0.106,364.196,0,31.993,275.157,36.63
0,121.939,792.873,1,13,100,430.642,0.108,398.218,0,32.314,277.497,38.921
0,178.57,738.962,1,13,100,380.755,0.106,348.528,0,32.118,274.841,40.677
0,59.8471,782.126,1,13,100,424.099,0.108,392.445,0,31.542,275.092,38.403
0.0747819,125.231,746.947,1,13,100,388.744,0.1,356.306,0,32.328,275.839,36.174
0.0152127,52.239,739.459,1,13,100,379.786,0.108,347.611,0,32.064,277.942,36.427
0.252264,69.3587,744.098,1,13,100,381.986,0.106,350.015,0,31.862,274.852,41.919
0,177.38,790.903,1,13,100,432.398,0.108,399.234,0,33.054,274.624,38.538
0.0010942,161.657,740.022,1,13,100,384.427,0.106,351.352,0,32.966,274.376,35.858
0.762691,40.9884,744.26,1,13,100,380.801,0.105,348.472,0,32.221,277.947,39.823
0.0154786,137.975,775.28,1,13,100,416.36,0.103,384.513,0,31.741,274.616,37.485
0.0843557,73.683,795.858,1,13,100,434.734,0.104,403.013,0,31.614,275.332,37.518
0,78.5096,732.66,1,13,100,378.748,0.101,346.105,0,32.538,275.467,36.206
0.00170532,92.965,762.949,1,13,100,405.739,0.109,374.277,0,31.351,272.932,37.18
0.00462993,120.019,757.206,1,13,100,399.364,0.109,366.954,0,32.298,274.641,36.92
6.30316e-05,52.5984,762.354,1,13,100,407.711,0.106,375.667,0,31.935,270.323,37.476
0,114.482,735.797,1,13,100,383.614,0.105,351.554,0,31.952,273.823,36.15
0,132.144,739.357,1,13,100,387.035,0.106,355.4,0,31.525,273.912,36.025
0.00472692,172.904,749.957,1,13,100,390.037,0.103,357.819,0,32.112,274.791,38.635
0,65.7548,730.452,1,13,100,381.34,0.105,349.917,0,31.314,274.408,32.555
0.823482,20.042,746.251,1,13,100,385.225,0.12,353.257,0,31.845,274.452,40.959
0,104.139,789.745,1,13,100,431.993,0.107,400.251,0,31.632,275.795,36.301
0.728154,19.6059,596.118,1,13,100,442.427,0.103,410.503,0,31.818,65.697,39.13
