Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.620582,720.824,4,10,100,484,41,160
0.0608456,1147.51,4,10,100,885,44,177
0.204614,1133.43,4,10,100,864,46,184
0.244699,1534.71,5,10,100,1170,50,273
0.141297,986.694,4,10,100,765,37,144
0.308714,1218.85,5,10,100,977,45,156
0.648819,821.913,5,10,100,604,45,137
0.277959,1228.33,5,10,100,986,45,157
0.0726668,920.307,4,10,100,720,36,126
0.295243,1234.33,5,10,100,992,45,158
0.0708441,924.027,4,10,100,725,36,127
0.0715002,1227.77,5,10,100,984,45,161
0.0921773,925.188,4,10,100,722,37,127
0.270566,833.698,5,10,100,617,45,138
0.263786,1222.49,5,10,100,982,45,157
0.213683,948.114,4,10,100,748,36,126
0.0668765,680.977,4,10,100,487,36,122
0.190708,935.587,4,10,100,736,36,126
0.66477,1041.16,4,10,100,856,37,114
0.243116,1224.96,5,10,100,983,45,157
0.104803,951.456,4,10,100,752,36,126
0.0744468,933.919,4,10,100,729,37,130
0.417707,1462.59,6,10,100,1180,54,185
0.0350787,931.453,4,10,100,723,36,135
0.764742,605.587,4,10,100,422,36,115
0.614766,827.306,4,10,100,639,37,116
0.411892,1504.37,6,10,100,1214,55,193
0.0989507,694.562,4,10,100,494,36,128
0.0719016,923.53,4,10,100,724,36,125
0.0747891,922.085,4,10,100,724,36,124
0.827336,1094.51,6,10,100,848,54,159
0.107853,925.714,4,10,100,730,36,123
0.144901,843.597,4,10,100,669,36,106
0.0945073,1204.15,5,10,100,961,45,156
0.577514,802.716,4,10,100,624,36,111
0.539209,842.96,4,10,100,657,36,115
0.172467,942.935,4,10,100,743,36,127
0.142622,924.908,4,10,100,724,36,127
0.00214703,686.82,4,10,100,491,36,123
0.00727299,605.068,4,10,100,428,36,109
0.863723,1348.39,6,10,100,1083,54,173
0.295514,1099.41,6,10,100,843,54,165
0.852524,579.509,4,10,100,403,36,108
0.192242,963.661,4,10,100,761,37,128
0.0739546,927.67,4,10,100,728,36,128
0.431973,979.178,5,10,100,737,45,159
0.171038,922.595,4,10,100,724,36,126
0.0819263,876.63,5,10,100,655,46,141
0.0943104,928.778,4,10,100,731,36,125
0.507605,821.247,4,10,100,640,36,112
0.499484,885.852,5,10,100,661,46,145
0.186209,641.063,4,10,100,456,36,117
0.273121,1224.3,5,10,100,984,45,157
0.192869,937.511,4,10,100,739,36,126
0.326245,947.906,4,10,100,745,36,129
0.648548,827.245,4,10,100,643,36,114
0.171441,889.486,5,10,100,663,45,146
0.352822,1226.74,5,10,100,983,45,160
0.125609,941.19,4,10,100,739,36,128
0.689072,610.71,4,10,100,429,36,112
0.0733249,927.391,4,10,100,725,36,129
0.360063,1222.96,5,10,100,977,45,163
0.0785752,925.135,4,10,100,725,36,127
0.216475,951.416,4,10,100,749,36,129
0.143386,927.723,4,10,100,724,36,129
0.025798,929.407,4,10,100,729,36,127
0.561002,1066.38,5,10,100,841,45,145
0.0837953,936.796,4,10,100,736,36,126
0.180683,925.945,4,10,100,727,36,125
0.181608,1204.93,5,10,100,963,45,158
0.0590164,1211.62,5,10,100,967,46,158
0.12939,934.369,4,10,100,733,36,128
0.185915,914.051,4,10,100,716,36,126
0.0750389,932.769,4,10,100,729,38,129
0.271964,1503.06,6,10,100,1213,54,193
0.111259,1207.65,5,10,100,963,45,160
0.0220392,612.013,4,10,100,428,36,114
0.439674,798.495,4,10,100,620,36,109
0.036785,932.063,4,10,100,728,38,130
0.852778,616.813,4,10,100,432,37,116
0.827679,1331.1,6,10,100,1060,55,176
0.0105311,947.705,4,10,100,748,36,126
0.0679985,933.245,4,10,100,730,36,129
0.198857,941.924,4,10,100,741,36,128
0.224966,591.859,4,10,100,417,36,107
0.0666446,926.898,4,10,100,724,36,128
0.152342,926.191,4,10,100,725,36,127
0.105563,878.427,5,10,100,654,45,145
0.181253,1220.39,5,10,100,967,45,165
0.197466,927.316,4,10,100,725,37,128
0.267715,1242.62,5,10,100,997,45,161
0.0768357,940.033,4,10,100,738,36,129
0.071539,927.47,4,10,100,729,36,127
0.110427,928.013,4,10,100,727,36,128
0.127204,882.524,5,10,100,654,46,147
0.0902223,1215.9,5,10,100,969,45,162
0.123808,931.499,4,10,100,727,36,130
0.286499,1495.28,6,10,100,1206,54,191
0.21222,1501.1,6,10,100,1210,54,194
0.190431,1204.7,5,10,100,964,45,156
