Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
74.0268,10.6044,23.2637,2.9391,1.41043,4.55848,0.606505
24.7359,9.32415,12.2684,1.84649,1.39022,4.42608,0.664848
6.28905,9.01468,10.6331,1.70169,1.3927,4.27196,0.62144
16.8121,9.26511,10.5291,1.706,1.39059,4.50119,0.592083
7.4207,8.79601,9.41634,1.58457,1.39509,4.16047,0.631048
12.8973,9.34113,13.1985,1.95336,1.41025,4.2943,0.747019
13.4105,9.30954,13.9469,1.98613,1.40338,4.26808,0.721885
30.2266,9.58455,16.547,2.19054,1.39927,4.34335,0.692515
36.3712,10.1264,23.5873,2.90379,1.40312,4.1566,0.599632
67.8193,10.0665,18.523,2.3621,1.39044,4.64463,0.57771
23.2288,9.20491,14.4813,2.06417,1.40652,4.07677,0.749272
77.2921,9.85987,18.3111,2.39015,1.39422,4.40958,0.625371
12.3694,9.04775,15.7775,2.14487,1.41432,3.81237,0.731607
23.1491,9.12617,11.0143,1.72822,1.39056,4.3525,0.663811
34.8518,9.56097,12.1031,1.86926,1.38822,4.64267,0.562074
6.89167,9.06648,13.5147,1.96758,1.39271,4.04799,0.61943
37.007,9.76509,18.5219,2.42098,1.3978,4.28395,0.657946
58.9828,9.70568,16.681,2.23462,1.39927,4.39517,0.760268
17.0515,9.49039,16.0684,2.21027,1.40434,4.19989,0.688017
11.5641,9.27338,14.9565,2.10049,1.39935,4.11316,0.621917
33.6995,9.0158,8.07807,1.50272,1.37423,4.48477,0.645415
59.3878,9.32757,11.6771,1.76575,1.37824,4.53233,0.64497
23.3275,9.32672,18.0622,2.34527,1.40632,3.93722,0.678463
40.6895,9.78131,16.7198,2.24707,1.38188,4.49099,0.555914
592.847,11.2054,29.6378,3.43671,1.39606,4.70767,0.542342
75.2932,10.5532,24.547,2.93328,1.40016,4.54085,0.572677
18.9742,9.44833,12.8671,1.88983,1.38853,4.51955,0.628535
17.7692,9.51821,18.9943,2.40629,1.41286,4.04747,0.65842
11.5524,9.35023,14.5774,2.05018,1.40946,4.22861,0.675253
53.1419,10.0112,17.2102,2.34389,1.39474,4.59938,0.617527
44.9393,9.79987,18.8175,2.44865,1.40631,4.26896,0.629639
20.1823,9.7416,18.1857,2.37707,1.41492,4.29043,0.693924
108.402,10.1199,18.9086,2.45929,1.38479,4.61897,0.695489
7.4315,9.04025,14.1529,2.02731,1.40202,3.94161,0.708238
68.4396,10.1842,24.7037,3.00885,1.40229,4.12187,0.695316
18.1967,9.14779,11.258,1.77308,1.39062,4.32264,0.672598
14.8219,9.19795,15.2424,2.12637,1.40737,3.99967,0.713868
57.4711,9.6847,11.8783,1.7818,1.38026,4.86794,0.482169
1036.86,13.3246,51.6904,5.44278,1.38841,4.81297,0.439805
16.0957,9.30483,10.4531,1.6931,1.39449,4.533,0.523521
63.6324,9.72141,15.9165,2.19485,1.38549,4.4854,0.606296
21.3288,9.37415,11.9191,1.7963,1.39159,4.54218,0.567723
99.0439,10.2679,21.4636,2.72707,1.38671,4.49754,0.624882
496.464,10.8408,27.6856,3.23129,1.38528,4.57468,0.520361
55.2338,9.82153,17.7189,2.36765,1.40403,4.37402,0.700186
14.7466,9.37557,15.0666,2.07544,1.40705,4.24407,0.639916
18.1896,9.44714,14.7226,2.06563,1.39576,4.32222,0.669566
5.48644,8.94376,12.9788,1.92367,1.39408,3.97651,0.687638
24.8702,9.7175,18.1605,2.35503,1.39228,4.31516,0.654045
4.80194,9.16514,18.3744,2.42715,1.41655,3.66053,0.843172
39.3601,9.78776,18.2953,2.40265,1.40907,4.32406,0.603351
39.8913,9.52195,14.4369,2.06253,1.39625,4.37643,0.700585
25.3462,9.25279,13.1703,1.95155,1.40148,4.21317,0.696376
54.1153,10.1394,18.9544,2.44174,1.39197,4.64519,0.62021
14.6128,9.41935,17.2005,2.30685,1.40878,4.03946,0.678466
5.47055,9.08358,13.3211,1.92503,1.40255,4.10954,0.607355
9.48638,9.40012,16.3285,2.21671,1.39507,4.13192,0.697141
35.159,9.81351,18.5727,2.44155,1.40432,4.29964,0.623619
36.6366,9.78625,16.7726,2.30772,1.40442,4.40289,0.684091
92.1955,10.221,20.8174,2.58131,1.39664,4.57977,0.584996
62.2042,9.99471,19.1842,2.57894,1.3867,4.3484,0.558306
20.7578,9.47549,12.3941,1.88371,1.38517,4.54322,0.685798
12.918,9.0226,12.7847,1.87751,1.39199,4.11225,0.674881
30.8549,9.5568,11.1888,1.76164,1.38117,4.7574,0.549406
39.9777,9.50147,15.7282,2.13316,1.39206,4.34164,0.640842
19.1635,9.4131,13.709,1.96602,1.39203,4.39879,0.71984
11.3715,9.51232,16.6576,2.25856,1.39703,4.20809,0.695236
19.5512,9.41881,12.9735,1.89543,1.3844,4.49583,0.604931
37.0233,9.60176,15.7905,2.15308,1.3921,4.40895,0.590372
19.25,9.53708,13.9478,1.95897,1.38782,4.53664,0.61992
17.2683,9.17454,11.017,1.74782,1.38465,4.38954,0.691848
50.2406,9.97298,21.2633,2.6694,1.40684,4.22699,0.646003
3.86717,8.97608,14.3253,2.01921,1.39694,3.90663,0.719556
31.8574,9.50551,15.4754,2.14071,1.38663,4.32886,0.649462
34.6649,9.40069,15.9116,2.16944,1.40633,4.15519,0.644371
63.7424,9.92641,18.9585,2.45001,1.38747,4.42264,0.542055
53.1473,9.84841,16.2056,2.22166,1.39562,4.55225,0.620792
30.314,9.86829,20.1726,2.60599,1.39915,4.21328,0.623495
5.45959,9.12904,12.9145,1.94416,1.39493,4.11281,0.673971
964.767,13.4806,52.0525,5.48116,1.38109,4.9309,0.459367
23.4473,9.21469,12.1946,1.86096,1.39543,4.30145,0.703322
8.70771,9.30165,12.6163,1.87371,1.39644,4.36243,0.631138
84.2152,9.71982,16.6499,2.32106,1.39606,4.3317,0.634509
10.729,9.43749,14.6648,2.05096,1.3968,4.33587,0.619427
18.9704,9.49014,10.9929,1.73009,1.38613,4.71066,0.563924
28.7162,9.72001,18.7906,2.467,1.40369,4.16687,0.701701
5.05849,8.93032,9.49195,1.61448,1.38879,4.27329,0.72371
12.4587,9.14595,11.4542,1.76272,1.38309,4.35572,0.592286
13.1393,9.60643,14.4428,2.10006,1.38816,4.43278,0.610055
14.552,9.62536,17.1778,2.29686,1.40415,4.25674,0.644129
26.569,9.65745,15.7546,2.20034,1.39774,4.38862,0.60079
63.4619,10.1533,22.2881,2.72962,1.39821,4.36326,0.577348
414.576,10.867,29.5931,3.43689,1.40124,4.35543,0.608065
12.3815,9.19894,14.0588,2.0217,1.40202,4.10833,0.783071
14.4713,9.44524,15.7531,2.15792,1.39947,4.21332,0.680798
9.44287,9.56919,16.2082,2.22362,1.3992,4.28429,0.631731
79.155,9.8846,15.5985,2.16414,1.39436,4.64449,0.62928
39.0682,9.53163,16.8759,2.25797,1.40469,4.21352,0.664794
10.719,8.98922,11.2702,1.79905,1.3937,4.10934,0.777487
10.6692,9.13848,9.18068,1.56077,1.38613,4.54825,0.620917
