Iteration,Cost,Cost reduction,time (ms)
0,7.994738636846476,0.0,39.02578353881836
1,7.9117229619095575,0.010383788477375866,244.368314743042
2,5.903374560938878,0.2615925511646915,515.3384208679199
3,5.543759359436189,0.30657403434230035,2206.9718837738037
4,4.471478676312357,0.44069732865261857,3878.9756298065186
5,4.161299978804636,0.47949518204061503,5135.496616363525
6,3.8783626120741426,0.5148856281305574,5779.455900192261
7,3.64256149557269,0.5443801653771763,6477.884531021118
8,3.116075528426272,0.61023422153355,7037.004232406616
9,3.085427470270171,0.6140677500012411,7896.043062210083
10,2.9571868119941533,0.6301083817343383,8734.717845916748
11,2.849619448254317,0.643563151005228,9649.183750152588
12,2.825841063449334,0.6465374051847695,10721.333742141724
13,2.6773040166696767,0.6651167551206227,11618.561506271362
14,2.2698264658707865,0.7160849692559657,12338.953733444214
15,2.2321654950990357,0.7207956887031503,13025.64287185669
16,2.214278587153793,0.7230330236252458,13676.794052124023
17,1.9741877662737177,0.7530641268027198,14154.817342758179
18,1.915534786617631,0.7604005742239982,14966.309309005737
19,1.8620014243759249,0.7670966483138977,15523.09274673462
20,1.8588875995165886,0.7674861325735813,16299.403190612793
21,1.8574842159615688,0.7676616709643614,17068.466186523438
22,1.8548656587829917,0.7679892060217939,17791.528701782227
23,1.8532222366163107,0.7681947689853044,18508.98241996765
24,1.847857441661527,0.7688658096782494,19014.935970306396
25,1.846920220483898,0.768983039423986,19970.24965286255
