Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.628189,17.2733,3313.74,6,31,20.1,2352.92,0.358,2006.96,20.911,324.676,0,440.215
0.47134,25.3129,2026.37,5,31,12.06,1227.42,0.161,1053.04,10.092,164.116,0,362.288
0.672423,14.9489,2819.29,6,31,16.75,1866.29,0.261,1573.86,17.462,274.695,0,433.947
0.500719,24.3513,1968.86,5,31,12.06,1157.8,0.163,980.549,10.728,166.35,0,365.973
0.708493,13.3682,2481.28,5,31,16.08,1657.22,0.222,1420.21,13.592,223.19,0,383.716
0.583581,18.9313,2423.3,5,31,16.08,1625.07,0.216,1385.37,13.537,225.931,0,353.38
0.637141,17.1676,2816.7,5,31,20.1,1997.65,0.275,1695.66,17.192,284.514,0,367.935
0.558519,19.7175,2513.19,5,31,16.08,1666.76,0.217,1424.89,13.616,228.029,0,386.064
0.676274,14.5532,3376.39,6,31,20.1,2391.84,0.343,2023.94,20.67,346.862,0,453.105
0.742845,11.0903,2411.98,5,31,16.08,1570.91,0.232,1322.97,14.292,233.408,0,391.632
0.302739,32.2423,2081.98,5,31,12.06,1263.47,0.173,1076.59,10.512,176.195,0,358.513
0.677491,13.9618,2496.67,5,31,16.08,1637.29,0.229,1388.85,13.88,234.319,0,404.06
0.829009,7.79791,3095.59,5,31,20.1,2195.65,0.306,1857.64,17.844,319.839,0,422.97
0.662987,13.5679,2723.43,5,31,16.08,1854.45,0.237,1554.76,14.688,284.756,0,372.091
0.762723,10.2062,4704.81,7,31,20.1,3437.63,0.425,2917.41,25.294,494.479,0,581.256
0.872699,5.26265,6073.55,9,31,20.1,4434.33,0.528,3767.09,32.851,633.827,0,762.463
0.364345,30.3327,2255.55,5,31,12.06,1395.65,0.175,1174.01,10.988,210.466,0,378.436
0.844562,6.70998,4420.49,7,31,20.1,3184.21,0.433,2662.54,25.471,495.751,0,549.478
0.625256,16.2265,2723.42,5,31,16.08,1835.3,0.233,1538.13,15.877,281.051,0,396.743
0.609632,16.8216,3280.52,5,31,20.1,2370.68,0.295,2001.52,18.167,350.681,0,404.703
0.524972,19.6487,4172.75,7,31,17.2286,2915.19,0.361,2470.87,22.084,421.85,0,579.25
0.662546,15.1032,5477.31,10,31,16.08,3755.52,0.471,3167.21,28.972,558.844,0,775.308
0.738703,11.9705,4275.06,7,31,17.2286,3017.36,0.365,2571.79,21.742,423.443,0,571.624
0.657579,12.6383,2672.29,5,31,16.08,1789.94,0.249,1491.89,14.741,283.056,0,389.733
0.610399,17.1124,2779.93,5,31,16.08,1879.87,0.232,1585.02,14.394,280.211,0,406.094
0.641216,16.255,2225.51,5,31,12.06,1363,0.177,1142.71,10.812,209.286,0,379.482
0.712345,12.5824,2696.6,5,31,16.08,1835.32,0.248,1540.28,14.482,280.296,0,372.955
0.647087,15.5636,4027.1,6,31,20.1,2952.17,0.358,2510.91,21.747,419.137,0,487.468
0.657126,14.7974,2634.65,5,31,16.08,1778.64,0.232,1486.32,14.414,277.657,0,369.994
0.891151,5.03244,4770.82,7,31,20.1,3479.77,0.42,2962.27,25.266,491.789,0,604.421
0.856618,5.93204,5332.41,8,31,20.1,3878.42,0.469,3288.98,29.498,559.44,0,686.844
0.752598,10.1924,3902.11,6,31,20.1,2832.55,0.349,2387.35,22.896,421.932,0,480.142
0.557421,19.6864,2683.57,5,31,16.08,1805.09,0.236,1511.04,14.49,279.32,0,387.993
0.764551,10.9176,3714.03,6,31,20.1,2674.23,0.355,2229.3,21.831,422.722,0,454.142
0.444284,22.346,2740.34,5,31,16.08,1867.03,0.231,1572.41,14.522,279.854,0,375.504
0.429545,26.0553,3404.43,6,31,16.75,2342.82,0.29,1973.95,18.133,350.431,0,474.477
0.497412,23.8707,4537.4,7,31,20.1,3331.38,0.434,2815.39,25.855,489.676,0,529.32
0.704378,13.929,2724.13,5,31,16.08,1866.92,0.229,1573.51,14.527,278.634,0,372.868
0.782288,8.59261,3240.8,5,31,20.1,2347.38,0.291,1978.86,18.016,350.199,0,395.511
0.678056,13.3369,2188.2,5,31,12.06,1340.18,0.175,1116.37,11.006,212.62,0,360.215
0.339747,30.2251,4486.96,7,31,20.1,3275.09,0.453,2761.46,25.627,487.526,0,529.946
0.587604,16.9033,2662.4,5,31,16.08,1796.28,0.226,1499.92,14.517,281.603,0,380.318
0.766485,11.041,3201.44,5,31,20.1,2310.83,0.295,1943.66,18.301,348.55,0,395.014
0.598919,18.6458,2599.72,5,31,16.08,1726.2,0.228,1433.5,14.381,278.082,0,374.077
0.81723,7.69292,4613.84,7,31,20.1,3359.85,0.428,2840.18,25.661,493.563,0,571.245
0.826325,8.30099,4642.58,7,31,20.1,3405.24,0.411,2887.14,25.375,492.281,0,563.474
0.655661,14.8501,5029.36,8,31,20.1,3667.01,0.489,3061.73,29.578,575.189,0,593.925
0.780577,10.2409,2747.3,5,31,16.08,1857.01,0.235,1562.5,14.525,279.74,0,403.769
0.711828,14.0619,5273.56,8,31,20.1,3835.19,0.472,3246.34,29.67,558.679,0,666.282
0.684597,13.031,5494.52,8,31,20.1,4032.26,0.572,3439.66,29.161,562.826,0,675.758
0.817395,8.31188,3374.1,5,31,20.1,2456.86,0.289,2081.76,18.183,356.617,0,422.752
0.577916,18.8214,4001.1,6,31,20.1,2915.96,0.348,2469.7,23.087,422.804,0,495.875
0.361627,27.6686,2684.7,5,31,16.08,1799.63,0.228,1504.56,14.88,279.947,0,396.081
0.694368,13.9736,3179.07,5,31,20.1,2303.34,0.294,1934.63,18.176,350.232,0,380.089
0.544602,20.4599,3394.57,6,31,16.75,2360.22,0.292,1990.66,18.05,351.203,0,456.065
0.825453,8.26201,3277.66,5,31,20.1,2380.14,0.289,2011.98,17.969,349.892,0,399.13
0.743808,10.7943,4768.19,8,31,17.5875,3376.13,0.43,2860.01,25.889,489.779,0,632.567
0.61394,16.5135,2714.99,5,31,16.08,1850.01,0.229,1554.8,15.376,279.585,0,378.733
0.619507,18.1719,3178.93,5,31,20.1,2305.43,0.302,1938.48,18.108,348.529,0,374.595
0.420798,25.5618,3876.55,6,31,20.1,2827.5,0.359,2385.77,21.877,419.48,0,458.163
0.624648,15.6228,2767.09,5,31,16.08,1900.53,0.231,1604.42,14.602,281.265,0,378.222
0.564793,20.4768,2785.57,5,31,16.08,1893.78,0.232,1600.02,14.528,278.994,0,403.293
0.595721,18.628,4617.84,7,31,20.1,3372.71,0.499,2857.8,25.496,488.889,0,562.209
0.738706,11.9766,2774.8,5,31,16.08,1916.82,0.229,1621.74,14.63,280.2,0,369.703
0.605118,15.9988,3249.96,5,31,20.1,2344.63,0.304,1975.23,18.329,350.742,0,400.975
0.618484,17.5036,4727.83,8,31,17.5875,3332.15,0.452,2816.05,25.637,489.987,0,633.521
0.735506,12.4771,3282.91,5,31,20.1,2370.57,0.286,1999.1,18.955,352.216,0,413.485
0.621354,17.6387,2719.34,5,31,16.08,1855.82,0.245,1558.76,14.753,282.042,0,375.673
0.607787,18.0417,3296.23,6,31,16.75,2253.38,0.284,1885.46,18.062,349.553,0,458.655
0.516788,21.5817,4046.82,7,31,17.2286,2827.79,0.349,2385.68,21.798,419.942,0,541.555
