Iteration,Cost,Cost reduction,time (ms)
0,57.418,0.381996,204.286
1,50.8017,0.45321,392.788
2,50.8017,0.45321,578.32
3,49.1486,0.471002,661.946
4,21.4927,0.768669,842.881
5,21.4927,0.768669,1022.28
