Iteration,Cost,Cost reduction,time (ms)
0,5.5032314368464235,0.0,29.660701751708984
1,5.162049257501851,0.061996698350757384,194.14854049682617
2,4.954579304856038,0.0996963580918897,2044.2602634429932
3,4.715401902591185,0.1431576235337646,2527.144432067871
4,4.177731419808083,0.24085849055221742,2970.963478088379
5,3.0069569737636765,0.4536015778600826,3476.8919944763184
6,2.863313711695334,0.47970319901062897,4055.5505752563477
7,2.3870871977176575,0.5662389951956017,4531.779050827026
8,2.299231691744177,0.5822033439571768,5575.047492980957
9,2.25706293914403,0.5898658878796093,6331.473588943481
10,2.250228053233091,0.5911078647052932,7285.033702850342
11,2.248738944198247,0.5913784528228261,8140.861749649048
12,2.1998708034274808,0.6002583520841172,8868.75581741333
13,2.183695008886454,0.6031976786827995,9374.189853668213
14,2.177854607207129,0.6042589463664045,10072.553396224976
15,2.1461201970418657,0.6100254511062904,10732.34748840332
16,2.1373092553005137,0.611626499843285,11325.71792602539
17,2.066973796317897,0.6244072559844298,11697.569608688354
18,2.011417585097618,0.6345024540254038,12032.996892929077
19,2.0105872541801677,0.634653334635638,12568.341732025146
