Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
102.342,0,0,13.0102,27.3755,10.8438,0.523976,0.983482,0
13.7304,0,0,12.7434,25.4503,10.5372,0.525136,1.00928,0
113.535,0,0,12.6681,26.7186,10.5134,0.520348,0.986433,0
61.9721,0,0,11.6378,24.0594,9.49342,0.519981,0.976887,0
386.566,0,0,11.5281,25.496,9.45462,0.507857,0.930445,0
8.6414,0,0,13.3787,26.2624,11.1751,0.519765,1.00889,0
34.3331,0,0,13.4046,26.5313,11.1858,0.524478,1.02257,0
191.263,0,0,11.0861,24.1838,8.9789,0.517459,0.958209,0
1039.97,0,0,16.2556,32.6344,13.9862,0.5295,1.0453,0
42.4404,0,0,13.0134,26.235,10.8067,0.527101,1.01599,0
66.2878,0,0,12.656,25.6045,10.4646,0.523207,1.0058,0
29.6528,0,0,12.1024,24.788,9.95672,0.516979,0.973903,0
27.6684,0,0,13.6028,27.5733,11.3568,0.527053,1.0538,0
153.588,0,0,11.8187,25.6596,9.69905,0.525857,0.95862,0
84.3052,0,0,11.9873,25.0906,9.85029,0.520575,0.974378,0
158.153,0,0,11.2654,24.2129,9.10411,0.529404,0.997805,0
53.0994,0,0,12.9767,26.596,10.8006,0.514586,0.999851,0
31.7398,0,0,12.7235,25.4118,10.4863,0.532995,1.04451,0
29.6671,0,0,12.583,25.3269,10.4106,0.512642,0.997813,0
77.2393,0,0,11.6561,24.7167,9.54328,0.518549,0.952939,0
38.2249,0,0,12.9574,26.0324,10.7521,0.518193,1.02088,0
186.001,0,0,11.996,25.7013,9.81637,0.527102,1.00804,0
90.9617,0,0,12.2208,24.8784,10.0308,0.525086,1.00352,0
38.1666,0,0,12.7774,25.17,10.566,0.517746,1.02671,0
50.7806,0,0,12.8931,26.0719,10.7145,0.5204,0.997973,0
21.3756,0,0,13.0064,26.0499,10.8383,0.514461,0.992494,0
168.298,0,0,11.733,24.9803,9.61683,0.518085,0.95663,0
6.86128,0,0,12.6769,24.8961,10.3894,0.538111,1.07749,0
71.6635,0,0,12.4125,25.154,10.2423,0.530596,0.986854,0
142.819,0,0,11.8852,25.5695,9.78842,0.514114,0.945408,0
72.2468,0,0,12.1643,25.5243,9.99976,0.528778,0.988278,0
111.924,0,0,12.5932,26.0225,10.4466,0.521281,0.970095,0
8.20586,0,0,13.7098,26.5876,11.4605,0.523284,1.04139,0
120.599,0,0,12.7619,26.9696,10.5999,0.525534,0.984855,0
33.661,0,0,12.989,25.3916,10.8203,0.51738,0.983099,0
294.196,0,0,11.7476,25.3371,9.60298,0.526526,0.979062,0
29.002,0,0,12.7753,25.4775,10.5469,0.527294,1.03647,0
59.7702,0,0,12.7123,25.756,10.5318,0.525123,0.99669,0
628.473,0,0,11.9117,26.2377,9.81189,0.520548,0.945279,0
542.957,0,0,13.0039,26.8316,10.8102,0.527454,1.01771,0
23.8552,0,0,12.2996,25.3825,10.2027,0.515917,0.928585,0
22.5088,0,0,12.5447,25.2445,10.3446,0.517526,1.01743,0
94.924,0,0,12.477,25.7815,10.2738,0.530742,1.0188,0
1016.15,0,0,11.8605,25.664,9.68568,0.526604,1.01174,0
14.0217,0,0,13.1089,25.4701,10.908,0.524676,1.00313,0
103.649,0,0,12.2031,25.0215,10.0469,0.520458,0.981866,0
121.353,0,0,12.3689,25.9475,10.1826,0.529534,1.00979,0
71.5407,0,0,12.7635,26.6278,10.5283,0.534145,1.04549,0
269.211,0,0,11.9944,25.7442,9.85581,0.521755,0.976311,0
126.384,0,0,11.8265,24.7318,9.6864,0.524154,0.974447,0
60.2369,0,0,12.3294,24.8028,10.1018,0.535292,1.03657,0
21.7847,0,0,13.2531,25.9658,11.0422,0.519746,1.02335,0
36.8908,0,0,12.8577,26.8417,10.6761,0.524482,0.999042,0
25.2978,0,0,12.7607,25.1036,10.5671,0.519167,1.00737,0
21.4974,0,0,13.223,26.3403,11.0065,0.52269,1.02066,0
143.256,0,0,12.2544,25.6487,10.1108,0.521897,0.973201,0
20.9279,0,0,12.9417,26.3307,10.7774,0.522384,0.982648,0
116.058,0,0,11.5331,24.4739,9.4054,0.523562,0.965047,0
619.574,0,0,11.5635,25.0232,9.43038,0.530592,0.967377,0
81.7067,0,0,12.8284,26.711,10.6289,0.524763,1.02246,0
89.2816,0,0,12.4421,25.6882,10.267,0.522183,0.997327,0
148.908,0,0,12.0746,25.0405,9.88466,0.527493,1.01555,0
13.4549,0,0,13.4005,26.4309,11.1544,0.526722,1.04642,0
76.9288,0,0,12.2534,25.724,10.0926,0.519052,0.996097,0
202.899,0,0,11.6832,25.6467,9.54492,0.522223,0.982486,0
52.883,0,0,12.3433,26.1474,10.1804,0.528829,0.988953,0
117.172,0,0,12.1734,25.932,9.97793,0.528829,1.01733,0
32.3402,0,0,13.0255,25.6534,10.7756,0.532314,1.04617,0
9.79331,0,0,14.0657,27.2975,11.8599,0.52037,1.00842,0
29.8528,0,0,13.6522,27.3039,11.4694,0.515017,0.994659,0
183.667,0,0,12.3428,26.6994,10.2615,0.512668,0.924991,0
92.5981,0,0,11.9484,24.9571,9.79034,0.525509,0.98986,0
132.242,0,0,11.5891,24.2129,9.4452,0.523039,0.980193,0
28.0827,0,0,12.628,25.3632,10.4819,0.5131,0.974567,0
36.2952,0,0,13.2549,26.9113,11.052,0.527906,1.01419,0
41.8978,0,0,12.7318,26.2113,10.575,0.52541,0.977997,0
1503.95,0,0,13.139,27.8095,10.968,0.521484,0.995671,0
52.4195,0,0,12.5715,25.9359,10.3709,0.525195,1.01979,0
1400.12,0,0,12.4465,26.8225,10.3073,0.515223,0.978928,0
49.7311,0,0,12.7641,25.971,10.6005,0.51853,0.987358,0
49.3599,0,0,12.9926,26.2944,10.7833,0.52392,1.02402,0
119.221,0,0,12.0846,24.735,9.95619,0.51933,0.960616,0
89.0624,0,0,12.6181,26.178,10.4419,0.522594,0.999284,0
24.1813,0,0,12.9709,26.1193,10.76,0.525138,1.0225,0
92.5538,0,0,12.4602,25.7894,10.3074,0.518732,0.982742,0
41.824,0,0,12.757,25.5473,10.5909,0.515975,0.988167,0
335.024,0,0,11.5434,24.9521,9.42549,0.520602,0.96328,0
32.018,0,0,12.7104,26.1654,10.5565,0.520729,0.972117,0
114.908,0,0,11.5448,24.2565,9.42205,0.525905,0.956233,0
110.255,0,0,11.7829,24.9699,9.6625,0.524035,0.957284,0
198.494,0,0,11.7304,25.4106,9.61507,0.518468,0.95948,0
84.4823,0,0,12.5777,26.3295,10.4094,0.522959,0.992791,0
14.1542,0,0,12.9398,25.6985,10.7134,0.519737,1.03583,0
75.5421,0,0,12.4874,26.1928,10.3013,0.526706,1.00946,0
64.1618,0,0,12.5472,25.6031,10.3367,0.523749,1.02566,0
23.9108,0,0,13.3384,26.3949,11.0685,0.538442,1.0584,0
200.329,0,0,12.2361,25.5377,10.084,0.523654,0.982057,0
20.522,0,0,13.4807,27.1924,11.2718,0.524859,1.01601,0
40.1127,0,0,11.9347,24.5144,9.78019,0.516267,0.989276,0
45.9617,0,0,11.6018,23.7364,9.42355,0.524283,1.00512,0
