Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.423514,1512.06,6,31,0.2,486,440,512
0.578318,1288.88,5,31,0.2,393,369,450
0.127815,1326.43,5,31,0.2,389,385,470
0.111717,1052.8,4,31,0.2,288,304,390
0,789.375,4,31,0.2,95,298,325
0.147612,955.506,4,31,0.2,200,294,376
0.596237,1061.88,4,31,0.2,382,292,322
0.0231492,1081.62,4,31,0.2,288,296,413
0.356912,1306.44,5,31,0.2,393,367,469
0.658859,1000.26,4,31,0.2,295,294,344
0.301178,1001.71,4,31,0.2,294,294,341
0,743.832,4,31,0.2,97,302,277
0.268802,909.902,4,31,0.2,190,294,358
0.605338,1241.94,5,31,0.2,387,367,415
0.36074,941.505,4,31,0.2,196,315,356
0.489736,956.276,4,31,0.2,288,293,305
0.73702,1293.37,5,31,0.2,397,368,454
0,854.057,4,31,0.2,98,314,368
0.235334,1003.89,4,31,0.2,293,294,349
0.360223,1016.01,4,31,0.2,288,303,352
0,850.561,4,31,0.2,96,319,368
0.710484,1502.26,6,31,0.2,392,454,573
0.231052,1060.17,4,31,0.2,291,292,403
0.569549,1472.44,6,31,0.2,479,450,472
0.572449,1529.54,6,31,0.2,483,442,529
0.125353,919.17,4,31,0.2,191,302,356
0.796399,1787.65,7,31,0.2,587,519,603
0.0020187,897.349,4,31,0.2,200,295,332
0.0668771,952.483,4,31,0.2,194,296,395
0.93611,1009.28,4,31,0.2,292,293,350
0.34879,1030.67,4,31,0.2,291,301,365
0.946649,1609.95,6,31,0.2,482,439,608
0,869.002,4,31,0.2,98,293,402
0.644432,1260.64,5,31,0.2,395,366,427
0.706014,1106.36,4,31,0.2,388,295,345
0.142835,1029.64,4,31,0.2,287,302,367
0.0365541,988.753,4,31,0.2,292,293,336
0.143281,984.666,4,31,0.2,287,296,324
0.271305,1028.7,4,31,0.2,296,294,359
0.335257,1030.65,4,31,0.2,289,293,376
0.514167,990.712,4,31,0.2,292,295,333
0.21149,1332.11,5,31,0.2,389,397,473
0.518842,1009.61,4,31,0.2,290,293,361
0.235591,1012.68,4,31,0.2,284,292,367
0.0819375,950.517,4,31,0.2,197,294,387
0.0827935,983.749,4,31,0.2,192,311,390
0.101614,891.34,4,31,0.2,195,309,319
0.568983,1040.06,4,31,0.2,386,290,290
0.332582,832.791,4,31,0.2,292,251,222
0.727579,1012.5,4,31,0.2,286,293,350
0.471714,1074.72,4,31,0.2,385,293,325
0.257101,1026.2,4,31,0.2,298,299,356
0.346107,1316.6,5,31,0.2,381,366,492
0.565787,221.901,1,31,0.2,95,58,0
0.295906,1062.77,4,31,0.2,399,297,299
0.571539,1762.16,7,31,0.2,490,514,678
0.454263,1040.4,4,31,0.2,289,296,384
0.299551,998.018,4,31,0.2,289,294,343
0.0896987,1341.7,5,31,0.2,393,372,489
0.323706,1389.09,5,31,0.2,405,375,527
0.382858,1133.44,4,31,0.2,384,297,376
0.567076,1212.44,5,31,0.2,383,377,381
0.412761,869.854,4,31,0.2,196,298,306
0,870.794,4,31,0.2,98,296,398
0,814.766,4,31,0.2,95,294,359
0.393274,960.359,4,31,0.2,291,293,311
0.0470467,988.22,4,31,0.2,302,295,320
0.128677,1087.31,4,31,0.2,293,297,417
0.00274086,972.472,4,31,0.2,192,314,393
0.100228,1314.2,5,31,0.2,379,369,485
0.333561,1235.17,5,31,0.2,296,369,493
0.182565,1098.82,4,31,0.2,289,315,418
0.152891,906.841,4,31,0.2,193,303,342
0.552223,1094.2,4,31,0.2,296,298,418
0.741182,1266.32,5,31,0.2,396,367,431
0.0728131,1317.36,5,31,0.2,384,367,481
0.173366,1344.36,5,31,0.2,382,369,509
0.238997,1025.92,4,31,0.2,290,294,365
0.573268,1011.27,4,31,0.2,294,299,346
0.466583,1264.66,5,31,0.2,391,366,431
0.19887,1052.37,4,31,0.2,288,299,392
0.224013,1286.69,5,31,0.2,393,365,452
0,830.094,4,31,0.2,97,295,368
0.344207,1416.03,5,31,0.2,397,365,571
0.840871,1015.21,4,31,0.2,297,296,350
0.177371,974.832,4,31,0.2,292,292,318
0.718469,1022.98,4,31,0.2,290,291,375
0.456614,1002.11,4,31,0.2,197,294,434
0.361874,957.453,4,31,0.2,195,295,390
0.692596,1018.79,4,31,0.2,294,294,357
0.825044,1564.06,6,31,0.2,484,439,567
0.0216843,511.55,2,31,0.2,202,118,122
0.246555,1036.2,4,31,0.2,290,308,364
0.359383,1001.11,4,31,0.2,297,292,343
0.200438,1252.47,5,31,0.2,386,366,425
0.192626,1110.22,4,31,0.2,391,293,354
0.659275,1529.18,6,31,0.2,485,436,536
0.869303,1574.22,6,31,0.2,497,481,516
0.204875,1036.01,4,31,0.2,291,293,378
0.0125117,823.435,4,31,0.2,95,293,364
