1,0,0.005,0
0,1,0,0.00305365
0,0,1,0
0,-9.27329e-12,0,0.61073
1,0,0.005,0
0,1,0,0.00314633
0,0,1,0
0,-8.8317e-12,0,0.629267
1,0,0.005,0
0,1,0,0.00323902
0,0,1,0
0,-8.39012e-12,0,0.647803
1,0,0.005,0
0,1,0,0.0033317
0,0,1,0
0,-7.94853e-12,0,0.66634
1,0,0.005,0
0,1,0,0.00342438
0,0,1,0
0,-7.50695e-12,0,0.684877
1,0,0.005,0
0,1,0,0.00351707
0,0,1,0
0,-7.06536e-12,0,0.703413
1,0,0.005,0
0,1,0,0.00360975
0,0,1,0
0,-6.62378e-12,0,0.72195
1,0,0.005,0
0,1,0,0.00370243
0,0,1,0
0,-6.18219e-12,0,0.740487
1,0,0.005,0
0,1,0,0.00379512
0,0,1,0
0,-5.74061e-12,0,0.759023
1,0,0.005,0
0,1,0,0.0038878
0,0,1,0
0,-5.29902e-12,0,0.77756
1,0,0.005,0
0,1,0,0.00398048
0,0,1,0
0,-4.85744e-12,0,0.796097
1,0,0.005,0
0,1,0,0.00407317
0,0,1,0
0,-4.41585e-12,0,0.814633
1,0,0.005,0
0,1,0,0.00416585
0,0,1,0
0,-3.97427e-12,0,0.83317
1,0,0.005,0
0,1,0,0.00425853
0,0,1,0
0,-3.53268e-12,0,0.851707
1,0,0.005,0
0,1,0,0.00435122
0,0,1,0
0,-3.0911e-12,0,0.870243
1,0,0.005,0
0,1,0,0.0044439
0,0,1,0
0,-2.64951e-12,0,0.88878
1,0,0.005,0
0,1,0,0.00453658
0,0,1,0
0,-2.20793e-12,0,0.907317
1,0,0.005,0
0,1,0,0.00462927
0,0,1,0
0,-1.76634e-12,0,0.925853
1,0,0.005,0
0,1,0,0.00472195
0,0,1,0
0,-1.32476e-12,0,0.94439
1,0,0.005,0
0,1,0,0.00481463
0,0,1,0
0,-8.8317e-13,0,0.962927
1,0,0.005,0
0,1,0,0.00490732
0,0,1,0
0,-4.41585e-13,0,0.981463
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.00317231
0,0,1,0
0,-9.73922e-13,0,0.634463
1,0,0.005,0
0,1,0,0.00317286
0,0,1,0
0,-9.7526e-13,0,0.634573
1,0,0.005,0
0,1,0,0.00317341
0,0,1,0
0,-9.76598e-13,0,0.634683
1,0,0.005,0
0,1,0,0.00317397
0,0,1,0
0,-9.77936e-13,0,0.634793
1,0,0.005,0
0,1,0,0.00317452
0,0,1,0
0,-9.79274e-13,0,0.634903
1,0,0.005,0
0,1,0,0.00317507
0,0,1,0
0,-9.80612e-13,0,0.635013
1,0,0.005,0
0,1,0,0.00317562
0,0,1,0
0,-9.8195e-13,0,0.635124
1,0,0.005,0
0,1,0,0.00317617
0,0,1,0
0,-9.83288e-13,0,0.635234
1,0,0.005,0
0,1,0,0.00317672
0,0,1,0
0,-9.84626e-13,0,0.635344
1,0,0.005,0
0,1,0,0.00317727
0,0,1,0
0,-9.85964e-13,0,0.635454
1,0,0.005,0
0,1,0,0.00317782
0,0,1,0
0,-9.87302e-13,0,0.635564
1,0,0.005,0
0,1,0,0.00317837
0,0,1,0
0,-9.8864e-13,0,0.635674
1,0,0.005,0
0,1,0,0.00317892
0,0,1,0
0,-9.89978e-13,0,0.635785
1,0,0.005,0
0,1,0,0.00317947
0,0,1,0
0,-9.91316e-13,0,0.635895
1,0,0.005,0
0,1,0,0.00318002
0,0,1,0
0,-9.92654e-13,0,0.636005
1,0,0.005,0
0,1,0,0.00318058
0,0,1,0
0,-9.93992e-13,0,0.636115
1,0,0.005,0
0,1,0,0.00318113
0,0,1,0
0,-9.9533e-13,0,0.636225
1,0,0.005,0
0,1,0,0.00318168
0,0,1,0
0,-9.96668e-13,0,0.636335
1,0,0.005,0
0,1,0,0.00318223
0,0,1,0
0,-9.98006e-13,0,0.636446
1,0,0.005,0
0,1,0,0.00318278
0,0,1,0
0,-9.99344e-13,0,0.636556
1,0,0.005,0
0,1,0,0.00318333
0,0,1,0
0,-1.00068e-12,0,0.636666
1,0,0.005,0
0,1,0,0.00318388
0,0,1,0
0,-1.00202e-12,0,0.636776
1,0,0.005,0
0,1,0,0.00318443
0,0,1,0
0,-1.00336e-12,0,0.636886
1,0,0.005,0
0,1,0,0.00318498
0,0,1,0
0,-1.0047e-12,0,0.636997
1,0,0.005,0
0,1,0,0.00318553
0,0,1,0
0,-1.00603e-12,0,0.637107
1,0,0.005,0
0,1,0,0.00318608
0,0,1,0
0,-1.00737e-12,0,0.637217
1,0,0.005,0
0,1,0,0.00318664
0,0,1,0
0,-1.00871e-12,0,0.637327
1,0,0.005,0
0,1,0,0.00318719
0,0,1,0
0,-1.01005e-12,0,0.637437
1,0,0.005,0
0,1,0,0.00318774
0,0,1,0
0,-1.01139e-12,0,0.637547
1,0,0.005,0
0,1,0,0.00318829
0,0,1,0
0,-1.01272e-12,0,0.637658
1,0,0.005,0
0,1,0,0.00318884
0,0,1,0
0,-1.01406e-12,0,0.637768
1,0,0.005,0
0,1,0,0.00318939
0,0,1,0
0,-1.0154e-12,0,0.637878
1,0,0.005,0
0,1,0,0.00318994
0,0,1,0
0,-1.01674e-12,0,0.637988
1,0,0.005,0
0,1,0,0.00319049
0,0,1,0
0,-1.01808e-12,0,0.638098
1,0,0.005,0
0,1,0,0.00319104
0,0,1,0
0,-1.01941e-12,0,0.638208
1,0,0.005,0
0,1,0,0.00319159
0,0,1,0
0,-1.02075e-12,0,0.638319
1,0,0.005,0
0,1,0,0.00319214
0,0,1,0
0,-1.02209e-12,0,0.638429
1,0,0.005,0
0,1,0,0.00319269
0,0,1,0
0,-1.02343e-12,0,0.638539
1,0,0.005,0
0,1,0,0.00319325
0,0,1,0
0,-1.02477e-12,0,0.638649
1,0,0.005,0
0,1,0,0.0031938
0,0,1,0
0,-1.0261e-12,0,0.638759
1,0,0.005,0
0,1,0,0.00319435
0,0,1,0
0,-1.02744e-12,0,0.638869
1,0,0.005,0
0,1,0,0.0031949
0,0,1,0
0,-1.02878e-12,0,0.63898
1,0,0.005,0
0,1,0,0.00319545
0,0,1,0
0,-1.03012e-12,0,0.63909
1,0,0.005,0
0,1,0,0.003196
0,0,1,0
0,-1.03146e-12,0,0.6392
1,0,0.005,0
0,1,0,0.00319655
0,0,1,0
0,-1.03279e-12,0,0.63931
1,0,0.005,0
0,1,0,0.0031971
0,0,1,0
0,-1.03413e-12,0,0.63942
1,0,0.005,0
0,1,0,0.00319765
0,0,1,0
0,-1.03547e-12,0,0.639531
1,0,0.005,0
0,1,0,0.0031982
0,0,1,0
0,-1.03681e-12,0,0.639641
1,0,0.005,0
0,1,0,0.00319875
0,0,1,0
0,-1.03815e-12,0,0.639751
1,0,0.005,0
0,1,0,0.00319931
0,0,1,0
0,-1.03948e-12,0,0.639861
1,0,0.005,0
0,1,0,0.00319986
0,0,1,0
0,-1.04082e-12,0,0.639971
1,0,0.005,0
0,1,0,0.00320041
0,0,1,0
0,-1.04216e-12,0,0.640081
1,0,0.005,0
0,1,0,0.00320096
0,0,1,0
0,-1.0435e-12,0,0.640192
1,0,0.005,0
0,1,0,0.00320151
