Iteration,Cost,Cost reduction,time (ms)
0,17.9858,0.39107,13.47
1,10.9719,0.628535,22.773
2,5.92612,0.799365,33.001
3,5.032,0.829636,43.04
4,4.2485,0.856163,51.99
5,4.05965,0.862556,62.04
