Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0,37.645,166.819,1,13,20.1,98.256,0.031,78.943,0.787,18.493,17.606,22.292
0.605344,18.1574,168.778,1,13,20.1,94.934,0.017,75.481,0.869,18.565,18.281,25.246
0.848144,5.99896,178.425,1,13,20.1,107.417,0.018,87.99,0.942,18.464,16.719,22.796
0.578539,17.0952,180.671,1,13,20.1,106.606,0.018,87.377,0.797,18.411,16.678,25.822
0,44.4091,310.6,1,13,20.1,95.64,0.018,76.214,0.811,18.595,161.432,24.973
0,40.6857,310.831,1,13,20.1,96.76,0.017,77.86,0.719,18.161,161.071,24.232
0,48.3197,168.612,1,13,20.1,98.843,0.021,78.944,0.778,19.098,18.495,22.845
0.787519,8.21485,180.246,1,13,20.1,106.297,0.017,86.839,0.889,18.548,17.914,24.093
0,45.5035,317.713,1,13,20.1,102.684,0.019,83.166,0.918,18.578,164.224,21.145
0,43.6545,312.32,1,13,20.1,95.581,0.018,76.5,0.76,18.3,161.505,25.973
0.0248953,42.2461,313.779,1,13,20.1,97.432,0.019,78.022,0.918,18.47,159.596,26.042
0.185077,34.0515,315.824,1,13,20.1,99.479,0.019,80.111,0.79,18.557,159.848,25.335
0.00655118,46.3876,313.642,1,13,20.1,97.798,0.019,78.044,0.877,18.854,159.841,25.569
0.761865,11.7735,172.559,1,13,20.1,97.563,0.018,77.91,0.78,18.853,23.394,22.397
0.740422,12.0851,179.448,1,13,20.1,106.32,0.019,86.425,0.842,19.031,15.856,24.82
0.354157,27.6898,183.159,1,13,20.1,108.034,0.018,88.429,0.852,18.732,20.65,22.589
0,39.542,327.271,1,13,20.1,108.942,0.018,89.828,0.781,18.312,160.589,26.952
0,44.4216,324.763,1,13,20.1,107.756,0.018,87.727,0.772,19.236,161.139,25.417
0,39.2938,169.506,1,13,20.1,98.699,0.019,79.489,0.745,18.443,17.742,24.176
0.0200881,41.3704,179.753,1,13,20.1,103.149,0.017,83.908,0.734,18.488,18.407,26.358
0.0101975,38.9725,327.528,1,13,20.1,105.56,0.019,84.882,0.772,19.884,163.438,26.053
0.839074,7.3295,182.26,1,13,20.1,104.509,0.018,84.998,0.806,18.684,23.531,22.576
0.363969,27.4519,181.374,1,13,20.1,106.628,0.018,86.934,0.856,18.816,17.944,25.134
0,43.2024,320.901,1,13,20.1,105.674,0.018,86.024,0.79,18.839,162.237,23.078
0.531808,20.9607,171.823,1,13,20.1,95.857,0.019,76.761,0.691,18.384,22.75,23.109
0.52562,22.6871,185.536,1,13,20.1,95.064,0.017,75.808,0.791,18.445,37.639,23.041
0.374439,24.2856,173.82,1,13,20.1,97.606,0.018,77.975,0.789,18.821,16.625,28.614
0,44.3321,316.277,1,13,20.1,98.25,0.018,78.439,0.795,18.996,162.983,25.787
0,43.3661,331.054,1,13,20.1,110.855,0.019,91.254,0.78,18.799,165.58,23.063
0.84311,6.31094,265.555,1,13,20.1,109.46,0.018,89.902,0.764,18.774,98.262,24.523
0.607932,18.4517,196.584,1,13,20.1,102.442,0.018,82.644,0.818,18.959,36.374,26.737
0.542,18.0113,181.202,1,13,20.1,106.996,0.017,86.98,0.857,19.14,15.023,27.058
0.668074,14.2353,179.016,1,13,20.1,98.998,0.018,78.834,0.793,19.349,26.457,23.158
0.557112,20.009,175.948,1,13,20.1,101.33,0.017,81.174,0.787,19.348,16.095,26.487
0.312692,33.0146,168.909,1,13,20.1,97.101,0.019,77.672,0.784,18.622,17.873,23.508
0.315163,29.3124,182.941,1,13,20.1,100.409,0.017,80.288,0.94,19.161,27.039,24.715
0.494106,23.1384,189.212,1,13,20.1,108.3,0.02,88.536,0.781,18.96,19.313,27.507
0.0395043,37.8101,188.079,1,13,20.1,94.308,0.017,74.958,0.929,18.401,37.15,25.994
0.210972,34.7278,333.986,1,13,20.1,108.312,0.017,88.355,0.954,18.983,166.852,26.563
0.776793,8.91571,180.15,1,13,20.1,102.581,0.017,83.148,0.797,18.615,20.61,26.015
