Iteration,Cost,Cost reduction,time (ms)
0,1039.1916144312097,0.0,6189.42666053772
1,200.0501048700995,0.8074944965952263,10671.363353729248
2,159.13963094517567,0.8468620909414487,16528.89132499695
3,105.9641273946837,0.8980321569928352,19433.8219165802
4,87.42449831152062,0.9158725906777342,22619.48871612549
5,58.383659576606405,0.9438181960229134,25040.267944335938
6,38.37600809312843,0.9630712877584823,28460.387468338013
7,19.489478925669815,0.9812455386908244,31350.310802459717
8,10.516133276707354,0.9898804675377763,33544.023513793945
9,8.852774209426958,0.9914810954144656,35627.62212753296
10,7.22250146084944,0.9930498847752899,36619.980812072754
11,7.034684834996512,0.9932306181677122,37994.762659072876
12,6.896192325245517,0.9933638876320032,39582.03077316284
13,6.777145049953078,0.9934784452108358,41113.88826370239
14,6.549780083186597,0.9936972354354768,42640.28763771057
15,6.408284552511897,0.9938333946660843,44003.212451934814
16,6.4075629433599515,0.9938340890607869,45972.88537025452
