Iteration,Cost,Cost reduction,time (ms)
0,4445.08,0.00145176,427.202
1,4406.49,0.0101201,829.009
2,4356.78,0.0212883,1233.62
3,4044.17,0.0915118,1712.86
4,2695.34,0.394514,2211.28
5,1923.14,0.567984,2781.26
