Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.661714,963.74,6,13,20.0667,505,0,347,6,148,140,264
0.608822,955.997,6,13,20.0667,503,0,340,8,146,142,262
0.743887,969.275,6,13,20.0667,506,0,342,8,150,142,271
0.579598,974.019,6,13,20.0667,510,0,346,6,152,141,270
0.547717,961.413,6,13,20.0667,507,0,345,7,149,141,265
0.650838,973.344,6,13,20.0667,515,0,355,7,150,141,264
0.75732,977.76,6,13,20.0667,509,0,348,6,150,144,274
0.697718,981.813,6,13,20.0667,514,0,349,6,152,147,272
0.650634,984.03,6,13,20.0667,512,0,348,7,152,142,275
0.665278,978.536,6,13,20.0667,514,0,349,6,153,144,269
0.672179,986.132,6,13,20.0667,515,0,352,6,151,144,274
0.633151,987.508,6,13,20.0667,513,0,348,7,151,145,276
0.72467,991.622,6,13,20.0667,517,0,353,6,153,145,276
0.682188,984.228,6,13,20.0667,516,0,352,7,151,147,269
0.550995,990.064,6,13,20.0667,515,0,351,6,153,146,275
0.683567,998.913,6,13,20.0667,516,0,351,6,154,151,278
0.616083,998.582,6,13,20.0667,517,0,352,7,151,151,275
0.744458,1006.06,6,13,20.0667,526,0,356,9,154,150,280
0.751256,1000.68,6,13,20.0667,520,0,356,7,154,146,279
0.553735,1003.48,6,13,20.0667,526,0,359,8,152,149,276
0.682532,1016.84,6,13,20.0667,522,0,355,8,155,152,286
0.705951,1014.29,6,13,20.0667,522,0,355,7,154,155,280
0.686844,1016.93,6,13,20.0667,522,0,356,6,155,156,284
0.747864,1005.16,6,13,20.0667,525,0,358,6,156,149,277
0.686929,1012.21,6,13,20.0667,521,0,356,6,153,152,282
0.620308,1004.92,6,13,20.0667,529,0,360,9,153,153,271
0.667735,1011.49,6,13,20.0667,524,0,360,6,154,152,281
0.767437,1021.72,6,13,20.0667,527,0,362,7,154,155,284
0.592037,1007.04,6,13,20.0667,522,0,359,6,153,156,276
0.665144,1020.67,6,13,20.0667,525,0,360,6,152,157,285
0.565729,1010.38,6,13,20.0667,519,0,354,6,152,157,283
0.687296,1020.56,6,13,20.0667,524,0,356,6,154,164,278
0.586626,1102.14,6,13,20.0667,536,0,357,7,167,186,322
0.730669,1118.72,6,13,20.0667,544,0,362,7,170,194,323
0.725987,1117.1,6,13,20.0667,545,0,360,8,171,194,323
0.657367,1111.74,6,13,20.0667,543,0,360,8,171,191,319
0.74178,1117.14,6,13,20.0667,541,0,360,6,170,192,326
0.725345,1112.86,6,13,20.0667,540,0,358,8,171,193,325
0.670655,1119.73,6,13,20.0667,549,0,363,8,172,194,321
0.67985,1106.6,6,13,20.0667,542,0,357,7,170,191,319
0.612503,1105.75,6,13,20.0667,544,0,361,7,170,192,314
0.733687,1108.46,6,13,20.0667,541,0,360,6,169,189,318
0.672802,1096.69,6,13,20.0667,532,0,352,6,169,191,317
0.692677,1100.69,6,13,20.0667,540,0,355,8,170,190,313
0.586209,1106.46,6,13,20.0667,539,0,357,8,168,194,320
0.668343,1112.13,6,13,20.0667,544,0,361,7,169,193,320
0.663346,1120.26,6,13,20.0667,541,0,360,8,169,192,330
0.57407,1104.29,6,13,20.0667,539,0,354,9,170,192,318
0.732453,1110.52,6,13,20.0667,537,0,356,6,168,190,326
0.766579,1111.5,6,13,20.0667,541,0,360,6,169,192,322
0.617397,1115.89,6,13,20.0667,540,0,357,9,170,193,327
