Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.645444,1104.26,6,13,20.0667,538,0,356,6,171,191,318
0.676156,1107.44,6,13,20.0667,541,0,357,8,171,193,318
0.688979,1101.65,6,13,20.0667,542,0,361,6,169,190,312
0.576365,1107.59,6,13,20.0667,540,0,356,9,169,194,320
0.687284,1104.88,6,13,20.0667,537,0,357,7,168,190,321
0.721101,1106.07,6,13,20.0667,541,0,358,6,170,192,320
0.705076,1103.82,6,13,20.0667,544,0,360,8,170,190,315
0.689439,1110.38,6,13,20.0667,543,0,361,7,168,188,319
0.680173,1105.49,6,13,20.0667,539,0,356,7,169,190,317
0.658763,1104.56,6,13,20.0667,546,0,362,7,169,192,311
0.715165,1101.24,6,13,20.0667,539,0,356,7,170,191,317
0.731951,1114.01,6,13,20.0667,545,0,364,8,168,190,324
0.681861,1102.08,6,13,20.0667,542,0,355,7,171,189,318
0.688295,1105.55,6,13,20.0667,539,0,357,7,167,189,322
0.582379,1097.08,6,13,20.0667,542,0,356,7,172,193,309
0.697811,1103.01,6,13,20.0667,538,0,355,7,169,194,317
0.595346,1102.08,6,13,20.0667,539,0,356,7,170,192,319
0.589517,1095.58,6,13,20.0667,535,0,354,6,169,190,315
0.654803,1110.6,6,13,20.0667,539,0,356,6,168,189,326
0.667188,1101.11,6,13,20.0667,541,0,360,7,168,190,312
0.729336,1107.25,6,13,20.0667,540,0,358,8,168,193,320
0.603803,1100.12,6,13,20.0667,537,0,356,6,169,191,313
0.776775,1101.79,6,13,20.0667,542,0,359,7,170,191,316
0.656672,1104.91,6,13,20.0667,539,0,357,7,167,188,321
0.714106,1105.32,6,13,20.0667,540,0,358,9,169,190,317
0.59612,1104.29,6,13,20.0667,540,0,359,6,170,191,316
0.601219,1101.22,6,13,20.0667,537,0,356,6,169,193,315
0.431791,1091.33,6,13,20.0667,532,0,351,7,169,191,314
0.746226,1098.3,6,13,20.0667,539,0,356,7,169,191,311
0.722326,1111.66,6,13,20.0667,539,0,357,9,170,196,322
0.62572,1100.85,6,13,20.0667,540,0,357,7,170,193,315
0.751379,1105,6,13,20.0667,541,0,357,6,171,192,317
0.57432,1101.2,6,13,20.0667,536,0,353,6,171,193,317
0.778437,1102.61,6,13,20.0667,536,0,356,7,169,190,319
0.750371,1102.08,6,13,20.0667,540,0,357,7,170,191,316
0.667245,1100.89,6,13,20.0667,540,0,357,9,169,191,316
0.681012,1105.38,6,13,20.0667,540,0,358,7,170,191,318
0.650199,1097.66,6,13,20.0667,538,0,355,9,170,189,315
0.72084,1104.81,6,13,20.0667,546,0,363,8,169,190,314
0.658626,1109.15,6,13,20.0667,538,0,358,7,168,190,324
0.746741,1107.83,6,13,20.0667,542,0,360,6,171,192,320
0.566295,1096.16,6,13,20.0667,538,0,354,8,170,191,311
0.7014,1107.16,6,13,20.0667,539,0,358,8,168,192,320
0.645704,1105.72,6,13,20.0667,537,0,355,7,168,190,324
0.680989,1112.98,6,13,20.0667,543,0,362,7,167,194,320
0.699581,1109.18,6,13,20.0667,538,0,356,6,169,193,324
0.691342,1100.33,6,13,20.0667,534,0,352,6,168,190,320
0.618624,1097.67,6,13,20.0667,542,0,360,7,170,190,308
0.624349,1104.72,6,13,20.0667,543,0,360,8,170,193,313
