Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.407729,10596.7,6,31,100,9569,449,502
0.774352,8675.32,4,31,100,7936,295,371
0.149494,6976.14,4,31,100,6214,295,390
0.127599,8619.7,5,31,100,7679,370,496
0.405321,9222.3,5,31,100,8285,371,488
0.60432,10105,4,31,100,9232,297,488
0.778848,10311.1,6,31,100,9285,445,509
0.0615434,8874.88,4,31,100,8076,299,414
0.45477,6900.82,4,31,100,6155,296,374
0.572679,8652.3,5,31,100,7787,368,426
0.642962,11107.5,6,31,100,10000,447,586
0.0391632,4719.65,4,31,100,3972,294,383
0.620851,8737.66,5,31,100,7819,370,477
0.648267,6511.25,4,31,100,5826,296,319
0.705358,11350.5,6,31,100,10291,453,527
0.515326,8766.35,5,31,100,7818,372,503
0.879355,8662.81,4,31,100,7910,302,378
0.574995,11283.8,6,31,100,10179,447,575
0.456623,10986.1,6,31,100,9841,445,626
0.51792,10848.7,6,31,100,9773,444,553
0.171811,6744.81,4,31,100,5990,300,383
0.907662,7179.87,4,31,100,6354,296,449
0.481497,11353.6,6,31,100,10258,446,572
0.305281,8243.57,4,31,100,7533,297,345
0.73073,8605.64,5,31,100,7729,372,432
0.676716,8850.51,5,31,100,7947,370,459
0.767488,12892.2,7,31,100,11638,518,659
0.658562,15417.2,7,31,100,14145,521,667
0.403511,10413.1,5,31,100,9538,371,433
0.962602,20584.7,10,31,100,18747,740,1011
0.322882,10914.1,6,31,100,9870,445,525
0.920585,11778.3,6,31,100,10594,443,662
0.396986,13998.1,7,31,100,12642,520,750
0.740081,10894.2,6,31,100,9824,453,542
0.460641,11570.9,6,31,100,10449,444,599
0,2706.54,4,31,100,1962,302,373
0.134153,6337.07,4,31,100,5613,296,358
0.19626,6596.69,4,31,100,5826,295,398
0.153993,7142.7,4,31,100,6356,295,412
0.392938,8438.09,5,31,100,7543,371,450
0.543921,10570.9,6,31,100,9526,443,524
0.191695,6699.08,4,31,100,5992,297,340
0.78525,10580.4,6,31,100,9504,444,562
0.120227,6244.98,4,31,100,5489,297,390
0.756001,11557.9,6,31,100,10416,461,601
0.151619,7369.89,4,31,100,6534,304,441
0.661186,8831.46,4,31,100,7998,312,452
0.637977,11017.1,6,31,100,9907,453,580
0.871452,10478.5,6,31,100,9467,444,496
0.818772,11386.6,6,31,100,10188,444,674
0.779074,6710,4,31,100,5929,296,417
0.274175,8934.26,5,31,100,8005,370,481
0.719949,9110.86,5,31,100,8200,370,463
0.784482,11341.9,6,31,100,10263,446,552
0.355742,10384.8,6,31,100,9347,444,526
0.725247,13539.6,7,31,100,12232,519,707
0.518228,8408.4,4,31,100,7681,298,355
0.461641,8736.22,4,31,100,7955,297,411
0.125165,9059.49,4,31,100,8238,297,440
0.261905,9434,5,31,100,8376,371,605
0.427709,10951.3,6,31,100,9876,444,555
0.668733,8283.41,4,31,100,7527,296,393
0.0114132,2731.57,4,31,100,1947,291,423
0.177052,7125.08,4,31,100,6343,298,402
0.217814,10741,6,31,100,9677,444,544
0.432652,10337,6,31,100,9262,445,560
0.0603865,6602.09,4,31,100,5876,296,359
0.426287,6976.89,4,31,100,6152,296,447
0.116264,8444.92,5,31,100,7517,370,482
0.0464176,6835.46,5,31,100,5922,386,449
0.281677,6940.26,4,31,100,6200,295,369
0.544527,11736.2,6,31,100,10581,443,631
0.178067,6751.06,4,31,100,6052,296,332
0.594298,9925.35,5,31,100,8911,379,550
0.0056486,4617.96,4,31,100,3883,296,371
0.0276197,6984.89,4,31,100,6205,296,401
0.08915,6972.1,4,31,100,6130,297,462
0.612381,9282.53,5,31,100,8290,369,543
0.486101,4727.59,4,31,100,3980,296,379
0.370308,6684.03,4,31,100,5964,296,349
0.38421,10943.6,5,31,100,9992,371,504
0.211648,8838.7,4,31,100,8037,297,430
0.261861,11260.4,6,31,100,10125,444,616
0.413622,7337.72,4,31,100,6507,295,456
0.839152,8784.88,5,31,100,7868,381,464
0.250166,11075.3,6,31,100,10026,446,528
0.847802,12573.7,7,31,100,11373,521,606
0.838734,9436.07,5,31,100,8459,370,527
0.695537,11529.8,6,31,100,10399,445,602
0.731152,11106.9,6,31,100,9954,453,623
0.836092,10883,6,31,100,9732,444,633
0.0840903,6638.83,4,31,100,5855,296,414
0.557992,8516.33,4,31,100,7780,296,367
0.837361,8911.15,5,31,100,8042,369,428
0.128078,6751.33,4,31,100,5986,297,395
0.49604,11016,6,31,100,9884,467,588
0.666428,12324,7,31,100,11091,522,638
0.80922,11230.3,6,31,100,10163,451,540
0.436925,11402,6,31,100,10301,449,571
0.187318,8839.64,5,31,100,7899,372,493
