Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.543951,31.9711,121.568,1,9,28.5,7.521,0.06,5.111,0.091,2.257,104.812,1.524
0.324339,31.6115,76.242,1,9,40.5,9.407,0.06,7.05,0.102,2.193,62.623,1.608
0.0447426,48.5693,105.17,1,9,22.8333,7.237,0.041,4.546,0.076,2.572,93.724,1.765
0.49104,79.9915,56.492,1,9,20.6667,6.167,0.039,3.739,0.082,2.305,46.271,1.534
0,35.848,110.083,1,9,27.3333,6.965,0.038,4.685,0.08,2.16,98.505,2.063
0,49.7031,78.304,1,9,19.1667,6.868,0.049,3.895,0.121,2.8,67.508,1.635
0.249935,29.1389,58.432,1,9,19.3333,5.998,0.058,3.762,0.064,2.111,48.326,1.672
0.407899,32.9238,71.553,1,9,16.8333,5.822,0.031,3.53,0.083,2.174,61.523,1.754
0,21.1866,106.904,1,9,14.3333,5.951,0.032,3.649,0.065,2.203,96.868,1.657
0.0546679,150.769,57.948,1,9,16.3333,6.445,0.047,4.077,0.078,2.24,47.046,1.693
0.287856,46.6708,77.612,1,9,24.1667,7.23,0.04,4.879,0.107,2.201,66.03,1.707
0,25.4978,395.147,1,9,17,6.29,0.044,3.874,0.128,2.242,384.491,1.795
0,35.7983,104.732,1,9,18.5,5.735,0.051,3.419,0.087,2.176,95.111,1.464
0,62.6991,74.527,1,9,17.8333,6.109,0.055,3.867,0.106,2.078,64.594,1.612
0.367409,109.863,70.758,1,9,19.5,6.186,0.063,3.907,0.071,2.142,59.713,2.191
0,29.8624,93.326,1,9,7.83333,4.519,0.025,1.934,0.059,2.5,85.064,1.57
0.202895,108.544,109.104,1,9,12.8333,5.579,0.04,3.026,0.086,2.425,99.427,1.535
0,102.567,65.621,1,9,28.3333,8.878,0.046,6.508,0.093,2.23,52.608,1.667
0.236941,87.5426,66.161,1,9,28,8.374,0.055,5.942,0.102,2.273,53.609,1.612
0,47.5233,395.782,1,9,38,9.469,0.061,7.213,0.135,2.059,382.122,1.662
0,92.8628,93.544,1,9,18.3333,5.396,0.055,3.027,0.088,2.223,84.3,1.616
0,31.6446,94.804,1,9,20.6667,5.838,0.059,3.568,0.082,2.128,85.169,1.613
0.523724,51.6712,59.146,1,9,20.6667,6.625,0.07,4.16,0.075,2.317,48.08,1.622
0,102.017,81.508,1,9,24.8333,7.282,0.041,4.567,0.116,2.556,70.258,1.605
0.678024,30.8503,100.585,1,9,22.1667,6.576,0.047,4.096,0.112,2.319,90.003,1.464
0,122.529,142.242,1,9,19.3333,6.694,0.038,4.145,0.075,2.434,131.544,1.628
0.162664,89.3448,69.109,1,9,37.8333,9.156,0.072,6.782,0.121,2.179,55.571,1.635
0,53.4732,74.499,1,9,27.1667,7.222,0.049,4.639,0.139,2.393,63.402,1.655
0.542025,42.6205,64.004,1,9,20.3333,7.678,0.055,5.267,0.093,2.261,51.743,1.672
0,39.6924,105.33,1,9,27.5,7.275,0.044,4.895,0.113,2.222,94.028,1.615
0,73.8384,130.553,1,9,21,7.237,0.049,4.876,0.084,2.226,119.318,1.558
0,40.7645,91.072,1,9,18.6667,5.892,0.06,3.548,0.083,2.199,81.148,1.642
0.309299,96.5184,65.792,1,9,19.8333,6.695,0.067,4.215,0.092,2.319,54.608,1.684
0,128.404,95.931,1,9,26.5,7.932,0.04,5.326,0.093,2.471,84.098,1.557
0,71.2583,64.465,1,9,25.1667,7.576,0.052,5.167,0.098,2.257,52.834,1.542
0.0715386,96.9135,62.389,1,9,29.6667,9.333,0.071,6.889,0.086,2.285,48.753,1.566
0,87.6535,91.162,1,9,36.1667,10.247,0.059,7.721,0.159,2.306,76.889,1.715
0.167018,125.759,65.559,1,9,22.8333,7.129,0.055,4.647,0.111,2.314,54.222,1.513
0.428083,40.3596,105.5,1,9,37.1667,9.738,0.058,6.978,0.099,2.601,91.51,1.606
0.400466,68.5767,63.201,1,9,36.5,9.32,0.058,6.918,0.117,2.224,49.828,1.52
0,36.4715,386.803,1,9,28.3333,8.097,0.044,5.734,0.099,2.217,374.905,1.583
0.0290678,77.2845,390.784,1,9,37.1667,9.806,0.067,7.341,0.134,2.262,376.378,1.84
0,109.551,390.979,1,9,37.8333,9.014,0.073,6.642,0.117,2.18,377.795,1.766
0,56.2311,84.493,1,9,28.3333,7.04,0.073,4.714,0.102,2.149,73.433,1.582
0.646502,35.3332,130.168,1,9,26.1667,7.188,0.066,4.788,0.079,2.252,118.667,1.707
0,30.7825,92.736,1,9,16.5,5.172,0.033,2.928,0.082,2.126,83.691,1.702
0,33.8819,100.202,1,9,16.8333,5.256,0.047,2.976,0.104,2.127,91.068,1.556
0,156.592,68.218,1,9,17.5,5.608,0.05,3.319,0.092,2.144,58.703,1.599
0,128.416,108.414,1,9,17.3333,6.505,0.061,4.052,0.093,2.296,97.803,1.612
0,37.6829,86.336,1,9,20.3333,6.746,0.073,4.489,0.075,2.107,75.416,1.654
0,33.2373,91.554,1,9,14.3333,5.19,0.077,2.858,0.072,2.181,82.438,1.646
0.353377,26.6249,75.24,1,9,15.6667,5.812,0.09,3.387,0.082,2.251,65.022,1.708
0.14369,120.835,113.264,1,9,22,7.719,0.039,5.375,0.101,2.203,101.096,1.677
0.521492,30.909,114.135,1,9,31.6667,9.561,0.054,7.182,0.119,2.203,100.134,1.713
0,60.3494,107.521,1,9,30.3333,8.046,0.049,5.74,0.094,2.161,95.581,1.644
0,28.2956,93.254,1,9,24.3333,8.344,0.05,5.873,0.096,2.323,80.882,1.724
0.216363,47.8014,70.599,1,9,22.5,7.668,0.059,5.309,0.098,2.199,58.525,1.694
0,115.418,84.599,1,9,20.6667,7.376,0.036,5.146,0.068,2.124,73.209,1.607
0.193917,119.685,51.897,1,9,21.5,7.23,0.051,4.671,0.082,2.423,40.231,1.66
0.230923,117.75,79.695,1,9,31.5,8.417,0.048,6.002,0.118,2.246,67.017,1.634
0,143.478,70.334,1,9,22.6667,6.794,0.039,4.522,0.075,2.157,59.259,1.867
0,48.8701,80.216,1,9,12,4.613,0.033,2.301,0.062,2.215,71.969,1.549
0.466619,92.7829,56.192,1,9,17.5,6.425,0.049,3.958,0.1,2.317,45.166,1.779
0.793957,15.9349,87.583,1,9,13,5.39,0.035,2.977,0.08,2.296,77.683,1.643
0,69.3714,67.746,1,9,35.5,10.375,0.059,7.775,0.092,2.446,53.042,1.631
0,50.0352,68.174,1,9,41.3333,9.921,0.075,7.393,0.122,2.329,54.385,1.563
0,47.5707,88.546,1,9,26.3333,6.458,0.07,4.207,0.081,2.098,77.963,1.703
0,24.6288,118.67,1,9,19.1667,6.976,0.072,4.172,0.072,2.658,107.5,1.734
0.0850871,149.9,60.819,1,9,20.6667,5.972,0.079,3.541,0.091,2.259,50.59,1.629
0,124.011,94.62,1,9,36.3333,9.234,0.056,6.763,0.126,2.287,81.452,1.565
0.693888,37.4328,63.607,1,9,21,7.697,0.054,5.221,0.071,2.348,51.54,1.607
0.596418,19.3271,70.741,1,9,32.6667,8.422,0.048,6.058,0.081,2.233,58.071,1.667
0,103.694,101.915,1,9,36.6667,8.517,0.062,6.146,0.122,2.185,89.334,1.699
0,117.909,390.876,1,9,33,9.545,0.065,7.145,0.134,2.199,377.091,1.642
0.539174,60.8479,63.381,1,9,27.1667,7.452,0.069,5.112,0.099,2.171,51.563,1.657
0.626144,43.0225,56.765,1,9,27.5,7.791,0.046,5.575,0.081,2.086,44.569,1.619
0.0141475,167.006,58.635,1,9,31.6667,7.294,0.047,5.136,0.094,2.015,47.305,1.482
0,32.4962,82.563,1,9,20.8333,6.138,0.037,3.904,0.08,2.114,72.522,1.704
0.400314,52.279,72.897,1,9,30.6667,8.633,0.06,6.179,0.134,2.258,59.701,1.725
0.291528,67.5058,71.661,1,9,30.3333,8.131,0.049,5.752,0.119,2.209,59.397,1.539
