Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.91972,28.2745,21.78,1,2,20.2,1.953,0.01,0.861,0.055,1.025,15.468,1.498
0.632348,9.25193,33.655,1,2,20.2,1.965,0.005,0.811,0.023,1.124,27.531,1.489
0.590264,8.87141,14.118,1,2,20.2,1.703,0.005,0.738,0.021,0.936,8.177,1.464
0.695225,3.81457,15.755,1,2,20.2,1.631,0.005,0.716,0.025,0.883,9.768,1.901
0.525452,1.89432,27.749,1,2,20.2,1.578,0.005,0.662,0.024,0.886,22.113,1.377
0.977132,5.03154,19.337,1,2,20.2,2.071,0.007,1.021,0.022,1.017,13.106,1.556
0.514062,751.652,29.01,1,2,20.2,1.72,0.009,0.682,0.03,0.997,22.941,1.333
0.88007,6.64758,10.594,1,2,20.2,1.809,0.009,0.776,0.022,0.999,4.445,1.443
0.617388,428.332,13.408,1,2,20.2,1.636,0.004,0.693,0.023,0.913,7.745,1.456
0.798507,159.487,14.084,1,2,20.2,1.769,0.004,0.764,0.022,0.977,8.415,1.408
0.584446,587.373,22.811,1,2,20.2,1.733,0.005,0.647,0.023,1.055,16.739,1.312
0.772109,3.46657,21.941,1,2,20.2,1.884,0.005,0.94,0.027,0.911,15.942,1.431
0,0.313105,9.44,1,2,20.2,2.202,0.005,0.798,0.023,1.357,3.487,1.449
0,2.29853,22.812,1,2,20.2,1.927,0.005,0.788,0.022,1.109,17.239,1.327
0.504845,642.853,20.575,1,2,20.2,2.012,0.007,0.891,0.02,1.092,14.416,1.514
0.590788,584.463,15.513,1,2,20.2,1.854,0.005,0.835,0.03,0.982,9.937,1.31
0,5.22498,15.046,1,2,20.2,1.803,0.004,0.826,0.021,0.947,9.81,1.323
0.531402,7.57635,11.286,1,2,20.2,1.874,0.004,0.866,0.02,0.982,5.724,1.313
0,521.902,10.714,1,2,20.2,1.643,0.006,0.735,0.018,0.882,5.682,1.324
0.304366,519.902,10.342,1,2,20.2,1.475,0.004,0.577,0.021,0.87,5.22,1.316
0.892302,155.193,32.711,1,2,20.2,1.611,0.006,0.667,0.019,0.917,27.385,1.313
0.959204,11.9883,12.529,1,2,20.2,1.806,0.004,0.747,0.02,1.034,6.986,1.384
0.677556,13.754,25.405,1,2,20.2,1.598,0.004,0.703,0.022,0.867,20.145,1.325
0.938466,23.7659,13.565,1,2,20.2,1.821,0.004,0.751,0.02,1.044,7.663,1.641
0.988026,2.2446,17.84,1,2,20.2,1.71,0.004,0.744,0.021,0.939,12.427,1.356
0.509942,90.7515,18.374,1,2,20.2,1.718,0.004,0.722,0.018,0.973,12.502,1.775
0.505244,546.545,12.808,1,2,20.2,1.549,0.004,0.615,0.022,0.907,7.548,1.36
0.951915,16.1598,13.996,1,2,20.2,1.597,0.004,0.646,0.028,0.917,8.613,1.4
0.632046,551.977,20.122,1,2,20.2,1.841,0.004,0.789,0.021,1.026,14.553,1.345
0.560446,669.837,24.227,1,2,20.2,1.753,0.004,0.79,0.026,0.93,18.678,1.357
0.80898,0.133009,28.224,1,2,20.2,1.811,0.004,0.639,0.023,1.143,22.518,1.38
0,0.805195,53.164,1,2,20.2,1.907,0.004,0.674,0.025,1.201,47.71,1.353
0.863341,34.3685,15.746,1,2,20.2,1.906,0.011,0.755,0.031,1.107,9.268,1.377
0.363239,91.6562,13.017,1,2,20.2,1.78,0.007,0.781,0.031,0.959,7.148,1.345
0.817754,3.0636,12.03,1,2,20.2,1.958,0.005,0.801,0.023,1.127,4.936,1.869
0.851997,4.78657,10.873,1,2,20.2,1.766,0.005,0.733,0.024,1.002,4.562,1.665
0,27.9714,49.673,1,2,20.2,2.115,0.009,0.948,0.058,1.098,43.717,1.516
0.775583,39.77,37.783,1,2,20.2,1.791,0.005,0.797,0.024,0.964,32.014,1.332
0.887817,44.8275,19.252,1,2,20.2,1.91,0.006,0.894,0.029,0.978,13.134,1.327
0.576753,474.876,13.942,1,2,20.2,1.621,0.004,0.67,0.018,0.928,8.577,1.377
0,1032.5,12.977,1,2,20.2,1.456,0.004,0.588,0.022,0.841,8.128,1.307
0.474727,30.034,11.738,1,2,20.2,1.855,0.006,0.842,0.019,0.987,6.167,1.365
0,7.71081,11.502,1,2,20.2,1.781,0.004,0.735,0.019,1.021,6.237,1.351
0.96164,6.95927,9.792,1,2,20.2,1.853,0.004,0.744,0.02,1.082,4.221,1.339
0.925496,21.3942,23.781,1,2,20.2,1.717,0.004,0.779,0.019,0.914,18.375,1.325
0,5.76099,12.856,1,2,20.2,1.584,0.004,0.623,0.028,0.927,7.649,1.344
