Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.536893,31.2242,4185.47,6,55,0.2,1221.53,0.057,196.977,68.953,955.526,0,484.72
0.405813,37.1366,3075.2,5,55,0.12,603.619,0.018,88.538,34.487,480.566,0,429.337
0.5481,28.0472,3391.99,5,55,0.16,833.878,0.025,143.914,45.59,644.333,0,483.967
0.673244,21.9316,4264.74,6,55,0.2,1258.87,0.04,216.276,69.101,973.432,0,550.888
0.527713,32.8852,3391.98,5,55,0.16,823.915,0.025,123.124,45.975,654.777,0,499.525
0.171678,59.0227,2896.47,5,55,0.08,419.812,0.013,70.301,22.827,326.665,0,418.72
0.569713,27.849,3128.13,5,55,0.12,616.774,0.021,95.084,34.589,487.07,0,415.526
0.772247,15.2097,6447.62,9,55,0.2,1924.53,0.059,312.147,105.896,1506.39,0,861.563
0.514144,33.4965,3555.29,5,55,0.2,1067.02,0.033,181.672,57.005,828.29,0,436.655
0.46452,35.4794,3536.22,5,55,0.2,1057.25,0.034,167.018,58.675,831.502,0,402.965
0.462657,34.7452,4112.68,6,55,0.166667,1069.74,0.033,175.942,57.888,835.86,0,539.435
0.45556,35.0858,3308.75,5,55,0.16,841.466,0.027,121.948,47.185,672.293,0,417.154
0.200327,53.608,3215.12,5,55,0.12,638.549,0.021,95.756,34.593,508.169,0,486.623
0.320603,43.0155,3153.88,5,55,0.12,641.446,0.021,99.946,34.513,506.955,0,414.538
0.451074,33.3242,4983.54,7,55,0.171429,1287.29,0.04,198.022,68.256,1020.95,0,656.475
0.458444,36.9396,3137.94,5,55,0.12,649.921,0.019,105.908,34.985,508.997,0,416.485
0.534232,28.4062,3376.39,5,55,0.16,869.405,0.031,145.922,46.166,677.27,0,443.055
0.651943,22.2409,4997.76,7,55,0.2,1511.75,0.05,248.532,80.524,1182.62,0,629.827
0.699251,19.9973,3566.42,5,55,0.2,1069.26,0.035,167.8,57.763,843.644,0,437.458
0.567706,27.6678,3351.26,5,55,0.16,875.185,0.026,146.715,47.702,680.726,0,416.62
0.575165,27.7994,4351.82,6,55,0.2,1306.65,0.042,229.185,68.439,1008.96,0,574.45
0.449176,34.3567,3394.76,5,55,0.16,851.178,0.027,134.345,46.048,670.74,0,467.321
0.325349,41.5685,3413.35,5,55,0.16,856.958,0.026,136.021,46.778,674.116,0,482.851
0.572439,25.893,3344.2,5,55,0.16,843.218,0.028,124.465,45.647,673.064,0,421.492
0.434324,33.9167,3121.95,5,55,0.12,642.03,0.021,103.661,34.528,503.81,0,409.726
0.423294,36.9647,3154.27,5,55,0.12,632.525,0.019,94.35,34.264,503.879,0,426.267
0.440715,36.0669,3399.41,5,55,0.16,870.43,0.029,128.703,48.062,693.621,0,468.603
0.327112,45.1068,3109.68,5,55,0.12,643.184,0.02,94.279,34.862,514.006,0,405.313
0.61128,23.0948,4274.08,6,55,0.2,1313.15,0.043,191.692,72.727,1048.67,0,505.143
0.343908,44.0378,3209.18,5,55,0.12,631.213,0.019,88.298,34.81,508.074,0,454.709
0.68655,21.0473,7250.39,10,55,0.2,2230.17,0.083,353.58,118.983,1757.48,0,838.011
0.611061,26.4278,5843.71,8,55,0.2,1773.61,0.065,284.621,95.535,1393.36,0,805.025
