Iteration,Cost,Cost reduction,time (ms)
0,17.3103,0.570258,9.203
1,17.0091,0.577735,15.249
2,14.3419,0.64395,21.521
3,13.5501,0.663609,27.654
4,9.67005,0.759934,33.669
5,4.50908,0.888059,41.149
6,4.01405,0.900348,48.42
7,3.95554,0.901801,55.598
