Iteration,Cost,Cost reduction,time (ms)
0,1038.833459677016,0.0,8651.225566864014
1,602.039559927183,0.42046575962776245,14119.8091506958
2,440.84836736197826,0.5756313360381725,22439.37611579895
3,208.2875679650415,0.7994985952514465,27900.72226524353
4,147.3634871725579,0.8581452245306243,33821.772813797
5,45.521797953771724,0.956179888576245,40135.597705841064
6,23.894000581296254,0.9769992000558732,52301.91874504089
7,23.554097971373757,0.9773263964960303,59164.6192073822
8,11.341158065429521,0.989082794783145,65843.48106384277
9,8.687256632314327,0.9916374886163031,74082.91411399841
10,7.3118120331251335,0.9929615166271228,82805.94849586487
11,7.075495865968064,0.9931889988717076,91738.9326095581
12,6.61301015989315,0.993634196031817,100517.77577400208
13,6.519222871023088,0.9937244773834586,109673.86269569397
14,6.396368539811688,0.9938427391992164,117246.14477157593
15,6.226347679914499,0.9940064043741426,126123.60382080078
16,6.2082790042938845,0.9940237976102309,135463.3595943451
17,6.1961141602480705,0.9940355077105675,145454.32138442993
18,6.108881405788796,0.9941194795480615,151532.48834609985
19,6.06771749297598,0.9941591046799142,158007.56120681763
20,6.061230670607927,0.9941653490132167,164476.28164291382
21,6.050739471985301,0.9941754480320006,172761.30771636963
22,5.99531917144046,0.9942287966222185,182109.80701446533
23,5.993050701765604,0.9942309802924244,187088.56177330017
24,5.988086138547823,0.9942357592713565,197149.44505691528
25,5.98791912778016,0.9942359200389619,206581.0191631317
