Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
7.971,0,35,4.322,0.774,1.666,0,0,0
7.44,0,25,3.725,0.852,1.777,0,0,0
6.695,0,20,3.139,0.785,1.574,0,0,0
6.905,0,19,3.117,1.028,1.511,0,0,0
7.103,0,24,3.644,0.823,1.433,0,0,0
7.694,0,28,3.626,1.151,1.67,0,0,0
7.646,0,24,3.876,0.873,1.525,0,0,0
8.351,0,20,4.143,0.908,1.99,0,0,0
6.914,0,21,3.315,0.903,1.548,0,0,0
7.167,0,21,3.367,0.865,1.588,0,0,0
6.894,0,23,3.254,0.873,1.478,0,0,0
7.77,0,25,3.849,0.976,1.672,0,0,0
7.624,0,26,3.806,0.821,1.731,0,0,0
7.463,0,32,3.735,0.891,1.602,0,0,0
6.971,0,18,3.124,0.811,1.82,0,0,0
7.509,0,34,4.011,0.846,1.37,0,0,0
8.364,0,45,4.73,0.924,1.467,0,0,0
9.028,0,43,4.959,0.816,1.973,0,0,0
10.445,0,50,6.119,0.804,2.222,0,0,0
9.252,0,49,5.774,0.791,1.387,0,0,0
9.323,0,54,5.603,0.898,1.475,0,0,0
8.183,0,33,4.431,0.874,1.519,0,0,0
7.958,0,31,4.218,0.867,1.551,0,0,0
7.792,0,31,4.199,0.773,1.481,0,0,0
7.446,0,25,3.802,0.848,1.51,0,0,0
7.541,0,26,3.515,0.767,1.961,0,0,0
9.137,0,45,5.511,0.832,1.459,0,0,0
9.27,0,29,5.034,0.846,2.045,0,0,0
7.523,0,24,3.731,0.981,1.463,0,0,0
8.218,0,32,4.425,0.927,1.527,0,0,0
10.773,0,50,6.453,0.876,1.852,0,0,0
9.5,0,42,5.418,0.851,1.821,0,0,0
8.978,0,37,4.65,0.771,1.905,0,0,0
9.463,0,38,5.394,0.862,1.858,0,0,0
9.4,0,38,5.701,0.837,1.498,0,0,0
9.3,0,42,5.494,0.869,1.509,0,0,0
9.163,0,40,5.289,0.886,1.494,0,0,0
9.375,0,52,5.756,0.84,1.48,0,0,0
9.746,0,50,5.992,0.864,1.495,0,0,0
7.836,0,33,4.214,0.787,1.398,0,0,0
8.919,0,35,5.078,0.911,1.619,0,0,0
8.444,0,23,4.194,0.779,2.131,0,0,0
7.391,0,17,3.808,0.879,1.441,0,0,0
8.51,0,24,4.192,1.049,1.931,0,0,0
7.653,0,22,4.018,1.011,1.419,0,0,0
8.316,0,29,4.357,0.871,1.739,0,0,0
7.457,0,24,3.734,0.8,1.594,0,0,0
8.454,0,34,4.548,0.851,1.475,0,0,0
7.893,0,27,4.337,0.827,1.398,0,0,0
7.679,0,20,3.777,0.973,1.648,0,0,0
7.581,0,23,3.521,0.765,2.095,0,0,0
