Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
837.166,0,0,7.45661,30.485,3.80134,0.891805,1.55821,0
274.238,0,0,7.45434,30.992,3.80743,0.875246,1.55753,0
716.543,0,0,7.46103,29.357,3.79613,0.898415,1.5506,0
233.53,0,0,7.28136,25.467,3.56867,0.871606,1.59271,0
844.545,0,0,7.5122,28.312,3.82418,0.890742,1.57971,0
258.748,0,0,7.49692,29.2112,3.78362,0.879576,1.58993,0
187.262,0,0,7.38359,28.6984,3.7071,0.87908,1.55931,0
186.474,0,0,7.69409,31.3761,3.96367,0.882677,1.59638,0
463.909,0,0,7.56154,30.345,3.88197,0.883223,1.56651,0
218.284,0,0,7.52033,28.1172,3.78691,0.885554,1.58965,0
767.409,0,0,7.33178,27.976,3.68019,0.890024,1.55825,0
191.574,0,0,7.48124,28.2172,3.75168,0.874033,1.59888,0
199.73,0,0,7.43604,29.9299,3.76006,0.878427,1.56811,0
448.465,0,0,7.4856,30.8297,3.84202,0.869911,1.55254,0
188.402,0,0,7.71451,31.6936,3.98919,0.873327,1.58851,0
647.584,0,0,7.75814,33.951,4.07855,0.881729,1.57069,0
216.393,0,0,7.65234,30.1889,3.91427,0.876921,1.5974,0
192.627,0,0,7.70187,31.2314,3.97747,0.872662,1.5877,0
301.333,0,0,7.51465,28.2113,3.7965,0.875625,1.58691,0
933.655,0,0,7.92985,31.3391,4.18022,0.883044,1.59905,0
405.064,0,0,7.44701,30.146,3.78006,0.884195,1.56507,0
208.858,0,0,7.50152,30.8086,3.83095,0.872793,1.56559,0
193.419,0,0,7.36506,27.688,3.67484,0.872214,1.57426,0
505.797,0,0,7.30266,27.454,3.64742,0.878478,1.56179,0
418.409,0,0,7.48378,29.4755,3.79502,0.886195,1.56809,0
215.165,0,0,7.64867,30.4281,3.93206,0.871074,1.58596,0
618.836,0,0,7.36474,29.754,3.73231,0.883708,1.55013,0
315.152,0,0,7.5274,31.5796,3.86575,0.874922,1.55576,0
255.982,0,0,7.33449,27.684,3.66624,0.87465,1.56116,0
428.805,0,0,7.56423,32.0511,3.91618,0.883073,1.54718,0
798.972,0,0,7.39553,29.45,3.76358,0.878106,1.54624,0
604.417,0,0,7.31748,29.33,3.67542,0.888082,1.55834,0
194.458,0,0,7.56483,28.2573,3.83441,0.874523,1.59896,0
217.61,0,0,7.57107,31.8939,3.87842,0.877437,1.57129,0
287.373,0,0,7.50965,29.4314,3.79507,0.888277,1.58347,0
219.672,0,0,7.52199,29.3209,3.81258,0.876019,1.58305,0
301.404,0,0,7.36778,28.6256,3.68681,0.885937,1.57635,0
632.875,0,0,7.54297,30.577,3.87751,0.877007,1.5625,0
604.935,0,0,7.35499,29.273,3.72316,0.886067,1.54228,0
860.831,0,0,7.55713,31.58,3.91435,0.877976,1.55823,0
208.578,0,0,7.40326,26.1221,3.67547,0.875875,1.59751,0
914.909,0,0,7.32228,26.7023,3.66767,0.889699,1.55817,0
361.731,0,0,7.47298,30.2181,3.80968,0.888011,1.55549,0
206.913,0,0,7.56222,30.674,3.85323,0.888567,1.57802,0
239.217,0,0,7.53576,28.7091,3.8044,0.87831,1.59153,0
744.799,0,0,7.32723,26.806,3.67478,0.887711,1.55936,0
492.632,0,0,7.49416,29.839,3.80316,0.89561,1.56631,0
467.097,0,0,7.43731,28.746,3.74503,0.870302,1.57509,0
799.133,0,0,7.34502,27.789,3.69519,0.877211,1.5639,0
950.267,0,0,7.70031,32.97,4.0267,0.896556,1.56325,0
502.462,0,0,7.49274,30.3403,3.82085,0.888868,1.5692,0
853.222,0,0,7.52113,30.344,3.86837,0.89129,1.55056,0
219.526,0,0,7.35432,28.525,3.69854,0.872124,1.55242,0
192.261,0,0,7.67642,30.7296,3.9572,0.872166,1.58802,0
378.449,0,0,7.41693,29.13,3.74776,0.882487,1.57117,0
205.838,0,0,7.48326,28.7796,3.77532,0.882018,1.59052,0
574.311,0,0,7.44861,30.25,3.79353,0.888284,1.55424,0
441.803,0,0,7.41664,28.7365,3.75778,0.873659,1.5608,0
334.483,0,0,7.51706,30.0793,3.81622,0.887764,1.58145,0
704.15,0,0,7.66444,32.2207,3.99662,0.879161,1.56327,0
470.661,0,0,7.33858,27.553,3.66412,0.885863,1.57266,0
365.272,0,0,7.45639,31.4434,3.8181,0.871617,1.54801,0
197.365,0,0,7.47904,30.4715,3.8037,0.882986,1.56399,0
198.921,0,0,7.48166,26.0401,3.718,0.882834,1.61163,0
663.369,0,0,7.52683,28.4248,3.67303,0.871631,1.5352,0
838.665,0,0,7.31022,29.532,3.72185,0.873301,1.52259,0
188.503,0,0,7.64248,30.6657,3.90405,0.884432,1.59845,0
791.996,0,0,7.49271,30.807,3.83467,0.885115,1.56687,0
285.901,0,0,7.49683,29.009,3.81172,0.870398,1.56694,0
188.325,0,0,7.44296,28.7037,3.71762,0.88551,1.59055,0
365.667,0,0,7.48321,28.5345,3.78104,0.882707,1.57626,0
772.333,0,0,7.52885,30.9139,3.87965,0.882168,1.55248,0
207.827,0,0,7.39243,27.6106,3.7017,0.878155,1.57534,0
323.011,0,0,7.45512,26.6764,3.71896,0.882137,1.60429,0
781.781,0,0,7.45962,31.433,3.84916,0.872519,1.53239,0
466.643,0,0,7.36554,29.1522,3.71433,0.886139,1.55354,0
247.095,0,0,7.48214,30.148,3.78154,0.882436,1.57808,0
658.237,0,0,7.43908,30.1702,3.77548,0.882309,1.57566,0
294.674,0,0,7.57715,30.1092,3.86123,0.876827,1.57883,0
731.523,0,0,7.39989,30.021,3.778,0.876356,1.53537,0
199.455,0,0,7.72252,31.791,3.99779,0.877297,1.58557,0
207.534,0,0,7.5365,32.4304,3.87479,0.868922,1.55959,0
184.14,0,0,7.37009,27.289,3.67529,0.87174,1.56733,0
232.134,0,0,7.47975,29.5916,3.80843,0.87108,1.55112,0
199.504,0,0,7.38397,26.974,3.67101,0.879947,1.57855,0
705.236,0,0,9.46545,46.3462,5.50857,0.860341,1.70762,0
514.91,0,0,7.52248,31.2237,3.87519,0.875747,1.54937,0
195.682,0,0,7.42827,27.1612,3.7027,0.87405,1.58932,0
534.389,0,0,9.25541,44.4515,5.30731,0.867372,1.7094,0
380.707,0,0,7.34876,28.548,3.70859,0.872568,1.5447,0
208.372,0,0,7.53328,30.3213,3.81259,0.883347,1.59191,0
188.587,0,0,7.26519,24.281,3.54462,0.870402,1.59053,0
235.734,0,0,7.58437,31.1162,3.8836,0.880543,1.57827,0
253.193,0,0,7.37305,28.991,3.70779,0.870044,1.5608,0
656.168,0,0,7.35608,29.9179,3.7468,0.872132,1.52789,0
311.792,0,0,7.18644,26.4545,3.54954,0.874398,1.55044,0
916.288,0,0,7.44156,29.411,3.79373,0.88,1.55313,0
215.807,0,0,7.45439,28.321,3.75041,0.876757,1.58061,0
188.159,0,0,7.51754,29.5215,3.80659,0.888433,1.57789,0
203.992,0,0,7.47276,29.0161,3.78724,0.868968,1.56474,0
