Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
8.258,0,48,4.551,0.842,1.491,0,0,0
7.5,0,14,3.82,0.96,1.596,0,0,0
6.982,0,14,2.664,0.986,1.95,0,0,0
6.878,0,22,3.01,0.934,1.552,0,0,0
6.903,0,28,3.378,0.876,1.418,0,0,0
7.572,0,26,3.652,0.762,1.947,0,0,0
7.638,0,24,3.894,1.009,1.457,0,0,0
7.345,0,29,3.796,0.848,1.456,0,0,0
6.765,0,25,3.165,0.876,1.518,0,0,0
8.71,0,26,5.02,0.872,1.465,0,0,0
7.162,0,24,3.662,0.839,1.402,0,0,0
7.041,0,19,3.366,0.905,1.533,0,0,0
8.462,0,24,3.923,1.051,2.252,0,0,0
6.718,0,20,3.009,0.905,1.613,0,0,0
7.889,0,20,3.817,1.117,1.688,0,0,0
7.507,0,33,3.678,0.787,1.855,0,0,0
6.856,0,17,3.543,0.867,1.31,0,0,0
6.262,0,14,2.791,0.829,1.564,0,0,0
6.301,0,16,2.738,0.87,1.431,0,0,0
6.896,0,24,3.566,0.814,1.313,0,0,0
6.903,0,29,3.436,0.782,1.5,0,0,0
7.112,0,26,3.438,0.903,1.588,0,0,0
6.125,0,15,2.83,0.799,1.353,0,0,0
7.214,0,28,3.681,0.79,1.501,0,0,0
6.751,0,9,2.979,0.798,1.716,0,0,0
6.724,0,8,2.592,1.044,1.862,0,0,0
7.156,0,20,3.52,0.881,1.471,0,0,0
7.643,0,23,3.872,0.847,1.553,0,0,0
6.596,0,20,2.942,0.902,1.516,0,0,0
6.613,0,19,2.9,0.824,1.67,0,0,0
7.417,0,30,3.748,0.902,1.501,0,0,0
7.376,0,33,3.829,0.857,1.497,0,0,0
7.029,0,25,3.717,0.797,1.321,0,0,0
7.282,0,22,3.397,0.885,1.584,0,0,0
7.342,0,23,3.414,0.939,1.512,0,0,0
6.795,0,28,3.156,0.821,1.525,0,0,0
7.09,0,20,3.435,0.862,1.581,0,0,0
6.965,0,29,3.595,0.842,1.366,0,0,0
6.836,0,27,3.303,0.88,1.436,0,0,0
7.349,0,26,3.414,1.182,1.508,0,0,0
7.595,0,31,3.902,0.767,1.708,0,0,0
6.89,0,24,3.215,0.896,1.586,0,0,0
8.303,0,40,4.252,0.822,1.993,0,0,0
7.733,0,39,4.111,0.758,1.397,0,0,0
8.124,0,33,3.767,1.167,2.019,0,0,0
6.261,0,18,2.793,0.801,1.396,0,0,0
7.332,0,27,3.632,0.88,1.575,0,0,0
6.672,0,27,2.985,0.82,1.658,0,0,0
7.616,0,39,3.855,0.791,1.696,0,0,0
7.546,0,30,3.833,0.877,1.571,0,0,0
6.449,0,26,2.818,0.843,1.603,0,0,0
6.98,0,16,3.162,0.885,1.633,0,0,0
6.796,0,22,3.003,0.784,1.8,0,0,0
6.8,0,25,3.076,0.898,1.582,0,0,0
7.303,0,20,3.404,0.811,1.863,0,0,0
6.544,0,24,2.86,0.907,1.578,0,0,0
7.018,0,25,3.178,0.803,1.845,0,0,0
7.063,0,31,3.761,0.818,1.286,0,0,0
6.48,0,23,2.86,0.845,1.608,0,0,0
7.466,0,22,3.475,0.764,2.038,0,0,0
6.52,0,20,2.792,0.893,1.658,0,0,0
6.08,0,16,2.981,0.819,1.218,0,0,0
6.379,0,14,2.797,0.864,1.586,0,0,0
6.363,0,20,2.734,0.812,1.652,0,0,0
6.498,0,20,2.953,0.799,1.579,0,0,0
6.693,0,24,3.052,0.846,1.747,0,0,0
6.741,0,19,3.326,0.864,1.369,0,0,0
7.886,0,31,3.984,0.811,1.671,0,0,0
6.772,0,21,3.344,0.868,1.391,0,0,0
6.371,0,26,3.1,0.824,1.271,0,0,0
7.815,0,35,4.135,0.797,1.688,0,0,0
7.282,0,34,3.838,0.965,1.341,0,0,0
7.844,0,28,4.343,0.782,1.287,0,0,0
7.165,0,25,3.573,0.917,1.487,0,0,0
6.29,0,19,2.764,0.775,1.585,0,0,0
7.336,0,22,3.714,1.089,1.39,0,0,0
7.03,0,15,3.43,0.784,1.607,0,0,0
6.91,0,16,3.225,0.868,1.631,0,0,0
7.885,0,19,4.058,0.952,1.582,0,0,0
6.92,0,19,3.204,0.771,1.753,0,0,0
8.281,0,16,4.009,1.234,1.795,0,0,0
7.96,0,13,4.004,0.772,1.93,0,0,0
7.16,0,23,3.594,0.859,1.473,0,0,0
7.598,0,19,3.412,1.088,1.847,0,0,0
6.79,0,19,3.165,0.805,1.535,0,0,0
7.129,0,18,3.358,0.9,1.664,0,0,0
6.676,0,19,2.978,0.801,1.684,0,0,0
6.345,0,14,2.683,0.883,1.466,0,0,0
7.707,0,29,4.212,0.892,1.391,0,0,0
6.935,0,13,2.92,0.855,1.886,0,0,0
7.185,0,24,3.734,0.876,1.348,0,0,0
8.369,0,15,3.577,0.931,2.554,0,0,0
7.185,0,18,3.448,0.881,1.505,0,0,0
7.654,0,20,3.483,0.775,1.964,0,0,0
6.714,0,22,3.277,0.817,1.388,0,0,0
7.698,0,27,3.625,1.106,1.749,0,0,0
7.126,0,20,3.402,0.782,1.646,0,0,0
7.171,0,33,3.662,0.878,1.434,0,0,0
6.957,0,30,3.531,0.767,1.423,0,0,0
6.98,0,23,3.503,0.823,1.308,0,0,0
7.683,0,31,4.143,0.901,1.392,0,0,0
7.387,0,26,3.605,0.885,1.601,0,0,0
8.582,0,32,3.971,1.517,1.761,0,0,0
7.877,0,33,4.256,0.862,1.486,0,0,0
7.031,0,22,3.17,0.889,1.669,0,0,0
8.409,0,27,4.485,0.925,1.693,0,0,0
7.131,0,20,3.633,0.755,1.429,0,0,0
7.629,0,29,3.616,1.194,1.516,0,0,0
8.03,0,25,4.156,0.91,1.67,0,0,0
7.244,0,27,3.571,1.05,1.446,0,0,0
8.036,0,27,3.863,1.136,1.763,0,0,0
6.816,0,18,2.862,0.947,1.713,0,0,0
7.417,0,15,3.761,0.856,1.503,0,0,0
7.377,0,21,3.299,0.767,2.094,0,0,0
6.479,0,24,2.89,0.853,1.454,0,0,0
6.978,0,18,3.223,0.884,1.635,0,0,0
6.452,0,24,2.763,0.9,1.541,0,0,0
7.833,0,25,3.645,1.187,1.66,0,0,0
5.83,0,16,2.424,0.843,1.434,0,0,0
6.68,0,15,2.943,0.849,1.634,0,0,0
7.3,0,16,3.713,0.856,1.472,0,0,0
6.707,0,19,2.901,0.923,1.663,0,0,0
7.063,0,23,3.288,0.918,1.631,0,0,0
6.57,0,18,2.995,0.865,1.496,0,0,0
6.687,0,29,3.278,0.859,1.408,0,0,0
7.895,0,24,3.644,1.117,1.793,0,0,0
7.943,0,32,4.201,0.796,1.687,0,0,0
6.473,0,19,3.155,0.848,1.302,0,0,0
6.36,0,12,2.668,0.857,1.656,0,0,0
6.719,0,20,2.997,0.879,1.678,0,0,0
7.332,0,23,3.847,0.798,1.455,0,0,0
6.985,0,22,3.246,0.841,1.677,0,0,0
6.922,0,23,3.131,0.879,1.671,0,0,0
8.343,0,26,4.384,0.795,1.86,0,0,0
7.278,0,28,3.587,0.922,1.586,0,0,0
7.778,0,28,4.238,0.882,1.419,0,0,0
7.584,0,35,4.117,0.822,1.399,0,0,0
7.402,0,20,3.299,0.796,2.084,0,0,0
6.053,0,14,2.575,0.842,1.347,0,0,0
7.428,0,32,3.903,0.906,1.425,0,0,0
7.003,0,33,3.773,0.753,1.32,0,0,0
6.536,0,17,2.728,0.856,1.718,0,0,0
6.16,0,8,2.858,0.883,1.35,0,0,0
6.382,0,8,2.564,0.872,1.756,0,0,0
7.777,0,30,4.039,0.876,1.564,0,0,0
7.834,0,38,4.264,0.884,1.507,0,0,0
6.465,0,20,2.821,0.892,1.626,0,0,0
6.872,0,15,3.22,0.849,1.603,0,0,0
6.261,0,19,2.787,0.85,1.407,0,0,0
8.365,0,33,4.337,1.106,1.715,0,0,0
8.187,0,32,4.388,0.809,1.748,0,0,0
6.683,0,27,3.258,0.875,1.347,0,0,0
8.173,0,39,4.538,0.911,1.487,0,0,0
6.835,0,23,2.969,1.003,1.633,0,0,0
6.774,0,21,3.349,0.896,1.295,0,0,0
6.776,0,24,2.977,0.892,1.653,0,0,0
6.532,0,10,2.769,0.881,1.617,0,0,0
7.625,0,29,3.638,0.789,2.008,0,0,0
7.125,0,35,3.42,0.869,1.605,0,0,0
6.928,0,16,3.257,0.879,1.574,0,0,0
6.616,0,21,2.774,1.024,1.609,0,0,0
7.541,0,26,3.676,1.13,1.553,0,0,0
7.71,0,26,3.871,0.883,1.57,0,0,0
7.227,0,19,3.449,0.776,1.805,0,0,0
7.153,0,19,3.083,0.83,1.982,0,0,0
6.593,0,13,3.085,0.843,1.363,0,0,0
6.871,0,17,3.338,0.888,1.437,0,0,0
6.881,0,32,3.591,0.809,1.302,0,0,0
7.029,0,18,3.314,0.816,1.604,0,0,0
7.293,0,20,3.7,0.909,1.486,0,0,0
6.729,0,20,2.939,0.864,1.702,0,0,0
8.135,0,27,3.669,1.256,1.912,0,0,0
8.242,0,33,4.652,0.877,1.433,0,0,0
8.141,0,31,4.311,1.001,1.499,0,0,0
7.744,0,28,4.031,0.946,1.497,0,0,0
7.382,0,33,3.981,0.757,1.396,0,0,0
7.238,0,27,3.384,0.893,1.699,0,0,0
8.056,0,32,4.137,0.909,1.678,0,0,0
6.992,0,21,3.417,0.794,1.421,0,0,0
9.035,0,47,5.295,0.806,1.717,0,0,0
7.706,0,29,4.128,0.832,1.477,0,0,0
8.487,0,39,4.411,0.756,1.987,0,0,0
8.627,0,46,4.87,0.867,1.64,0,0,0
7.054,0,27,3.052,1.093,1.613,0,0,0
7.668,0,25,3.665,0.908,1.65,0,0,0
8.922,0,46,5.136,0.883,1.671,0,0,0
8.801,0,53,5.223,0.855,1.413,0,0,0
8.138,0,30,4.08,0.887,1.876,0,0,0
10.826,0,52,6.372,1.443,1.621,0,0,0
7.209,0,19,3.4,0.905,1.517,0,0,0
7.845,0,32,4.15,0.849,1.619,0,0,0
6.796,0,13,2.998,0.871,1.608,0,0,0
7.868,0,12,3.921,0.894,1.723,0,0,0
8.277,0,26,4.208,0.786,1.937,0,0,0
8.169,0,34,4.194,1.08,1.665,0,0,0
8.03,0,31,3.985,0.893,1.859,0,0,0
7.82,0,41,4.404,0.769,1.343,0,0,0
7.962,0,26,3.941,0.796,1.955,0,0,0
7.862,0,31,4.222,0.817,1.473,0,0,0
8.781,0,32,4.711,0.829,1.939,0,0,0
9.171,0,38,5.014,0.789,2.028,0,0,0
8.204,0,39,4.449,0.816,1.679,0,0,0
9.086,0,41,5.311,0.88,1.545,0,0,0
8.301,0,35,4.648,0.793,1.485,0,0,0
7.806,0,29,4.052,0.886,1.56,0,0,0
7.977,0,18,3.748,0.788,2.034,0,0,0
7.932,0,32,3.986,1.149,1.512,0,0,0
8.452,0,44,4.871,0.87,1.388,0,0,0
8.293,0,40,4.36,0.754,1.912,0,0,0
8.195,0,26,3.959,1.102,1.757,0,0,0
8.802,0,33,4.972,0.805,1.557,0,0,0
8.082,0,28,4.164,0.905,1.592,0,0,0
7.482,0,20,3.676,0.927,1.569,0,0,0
7.96,0,9,3.411,1.128,1.85,0,0,0
8.344,0,28,4.25,0.875,1.785,0,0,0
7.806,0,26,3.59,0.927,1.837,0,0,0
9.558,0,44,5.763,0.86,1.563,0,0,0
8.342,0,27,3.887,0.761,2.293,0,0,0
8.49,0,35,4.642,0.773,1.705,0,0,0
9.292,0,36,4.998,0.909,2.004,0,0,0
7.646,0,17,3.451,0.757,1.992,0,0,0
8.516,0,40,4.81,0.89,1.613,0,0,0
7.795,0,26,4.025,0.859,1.517,0,0,0
8.608,0,37,4.898,0.803,1.455,0,0,0
8.731,0,39,4.766,0.864,1.727,0,0,0
9.787,0,45,5.703,0.897,1.745,0,0,0
8.142,0,24,4.135,0.892,1.728,0,0,0
9.287,0,32,4.804,0.823,2.252,0,0,0
8.597,0,31,4.319,0.776,2.133,0,0,0
9.963,0,53,6.198,0.759,1.643,0,0,0
9.261,0,31,4.771,0.791,2.072,0,0,0
8.64,0,42,4.708,1.001,1.517,0,0,0
8.087,0,28,4.408,0.827,1.473,0,0,0
8.436,0,36,4.494,0.841,1.794,0,0,0
9.419,0,38,5.224,1.092,1.731,0,0,0
9.931,0,56,6.024,0.883,1.601,0,0,0
9.088,0,44,5.148,0.92,1.733,0,0,0
7.307,0,22,3.634,0.816,1.448,0,0,0
7.656,0,29,3.877,0.89,1.564,0,0,0
7.375,0,25,3.475,0.916,1.636,0,0,0
8.126,0,21,3.908,0.834,1.976,0,0,0
7.461,0,22,3.763,0.877,1.475,0,0,0
7.333,0,28,3.664,0.756,1.494,0,0,0
8.836,0,28,4.684,0.77,2.048,0,0,0
8.516,0,36,4.9,0.879,1.463,0,0,0
8.591,0,38,4.982,0.788,1.503,0,0,0
8.546,0,27,4.616,0.874,1.726,0,0,0
6.79,0,17,2.921,0.926,1.493,0,0,0
7.609,0,23,3.976,0.919,1.507,0,0,0
7.247,0,21,3.641,0.858,1.426,0,0,0
7.132,0,16,3.506,0.844,1.475,0,0,0
8.319,0,33,4.627,0.867,1.526,0,0,0
7.277,0,19,3.575,0.787,1.612,0,0,0
6.881,0,13,3.373,0.843,1.445,0,0,0
