Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.622666,320.054,4,10,7.54333,111,40,133
0.100515,399.945,5,10,4.345,124,50,181
0.261018,523.394,5,10,4.7475,153,54,263
0.170186,426.149,5,10,4.285,139,70,178
0.130785,390.391,4,10,3.69333,87,40,226
0.148501,334.158,4,10,4.32,64,41,193
0.879411,685.189,6,10,14.308,295,60,289
0.137764,356.149,4,10,3.385,58,44,216
0.00283943,367.841,4,10,3.565,59,40,232
0.144067,363.142,4,10,4.625,66,40,218
0.0719346,310.62,4,10,3.80333,83,43,148
0,196.639,4,10,3.32,24,36,102
0.00247464,219.289,4,10,3.33,24,36,125
0.164714,320.46,4,10,14.8433,140,36,112
0.134532,248.186,4,10,3.435,49,37,127
0.230082,290.615,4,10,5.63,89,36,127
0.0598082,349.539,5,10,4.88,110,45,155
0.226178,352.725,5,10,4.79,112,45,155
0.809269,385.422,4,10,15.4425,192,37,120
0.0513179,244.414,4,10,3.76,50,37,122
0.0890406,273.842,4,10,4.01,79,37,122
0.0539936,284.959,4,10,4.62,83,37,128
0.267346,286.122,4,10,5.68,88,38,127
0.0177705,248.006,4,10,4.15,52,36,126
0.672501,271.608,4,10,14.635,93,36,108
0.68451,431.498,5,10,16.2575,203,46,147
0,222.675,4,10,4.59,27,36,125
0.133898,252.455,4,10,4.96,56,37,124
0.0598631,272.237,4,10,3.14333,71,36,128
0.0749368,340.533,5,10,3.265,96,46,161
0.773211,306.227,4,10,7.265,124,37,114
0.0844121,231.127,4,10,3.15,47,36,112
0,198.571,4,10,6.13,28,36,104
0,216.225,4,10,3.53,25,36,121
0.691971,327.262,4,10,14.9567,138,36,118
0.36839,280.071,4,10,7.16667,95,36,116
0.147562,242.84,4,10,3.24,48,37,121
0.18568,438.333,6,10,5.824,149,55,193
0.199659,284.79,4,10,4.68,83,37,126
0.189227,232.077,4,10,4.84,52,37,112
0.820698,309.54,4,10,12.87,126,38,114
0.439088,269.263,4,10,6.57333,89,36,111
0.749074,266.529,4,10,14.795,92,37,106
0.228283,382.288,5,10,7.8225,140,45,157
0.0860699,274.513,4,10,3.52,75,36,127
0.425534,291.493,4,10,5.92,91,38,126
0.132492,253.44,4,10,4.195,53,37,127
0.314503,270.785,4,10,6.28667,87,36,114
0.100056,279.948,4,10,4.6,80,36,127
0.529104,422.831,6,10,7.66,158,54,173
0.400179,281.693,4,10,8.47,103,36,110
0.555809,246.838,4,10,5.765,57,37,120
0,195.359,4,10,2.94,23,37,102
0.225802,386.685,6,10,3.7,102,54,190
0.185558,285.905,4,10,4.70667,83,37,128
0.567696,316.872,4,10,13.44,133,37,115
0.657369,323.001,5,10,6.45,91,45,152
0.419465,377.54,5,10,6.72,128,46,164
0.18615,250.887,4,10,5.27,58,37,120
0.836728,641.759,7,10,18.0333,325,64,212
0.113872,350.771,5,10,4.32,108,46,159
0.073839,253.597,4,10,5.365,58,36,124
0.13068,431.411,6,10,5.178,142,55,194
0.244581,295.103,4,10,5.67,90,37,129
0.196225,357.683,5,10,4.81,111,46,161
0.0319809,253.601,4,10,5.185,56,37,125
0.498769,257.904,4,10,12.195,81,37,108
0.0569653,288.505,4,10,5.36667,87,37,128
0.136295,241.04,4,10,3.58,50,36,120
0.27275,432.272,6,10,5.188,141,55,195
0.0858125,287.902,4,10,5.2,87,36,127
0.065086,245.675,4,10,3.04,47,36,126
0.00315471,217.619,4,10,3.11,23,37,124
0.0719362,280.709,4,10,3.07333,71,37,134
0.175653,88.869,1,10,3.68,24,35,0
0.0936955,278.128,4,10,4.05667,78,36,127
0.596264,266.495,4,10,5.61333,82,36,115
0.00683461,222.509,4,10,6.16,28,48,117
0.0927348,280.218,4,10,4.15667,78,37,128
0.772351,382.674,5,10,11.645,159,46,143
0.643625,331.356,4,10,15.2467,144,37,116
0.101531,257.571,4,10,5.05,57,36,127
0.0595917,282.121,4,10,4.32,80,36,129
0.199777,274.661,4,10,3.28667,72,36,128
0.091152,226.41,4,10,3.82,47,37,111
0.0472953,288.912,4,10,5.16333,86,37,128
0.215245,349.133,5,10,4.095,105,46,159
0.490645,275.949,4,10,6.01667,88,37,118
0.0923401,277.279,4,10,3.84667,77,38,127
0.182119,417.139,6,10,4.154,130,56,188
0.192853,294.608,4,10,6.15333,94,36,128
0.0509591,284.484,4,10,4.38,80,36,130
0.0789383,288.846,4,10,5.60333,88,37,128
0.128275,271.008,4,10,3.58333,75,37,123
0.328211,277.241,4,10,6.29333,89,36,119
0.0824314,346.097,5,10,3.7325,102,46,161
0.067516,266.516,4,10,3.46667,72,36,120
0,224.302,4,10,3.63,25,38,127
0.143851,345.772,5,10,3.6925,101,46,161
0.00601708,242.505,4,10,2.95,47,37,124
