1,0,0.005,0
0,1,0,0.00305365
0,0,1,0
0,-9.27329e-12,0,0.61073
1,0,0.005,0
0,1,0,0.00305365
0,0,1,1.73472e-12
0,-1.63624e-11,0,0.61073
1,0,0.005,0
0,1,0,0.00305685
0,0,1,0
0,-6.51784e-12,0,0.61137
1,0,0.005,0
0,1,0,0.00306193
0,0,1,0
0,-2.72563e-12,0,0.612385
1,0,0.005,0
0,1,0,0.00306808
0,0,1,0
0,-2.57049e-12,0,0.613617
1,0,0.005,0
0,1,0,0.00307481
0,0,1,0
0,4.38344e-14,0,0.614962
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.00317231
0,0,1,0
0,-9.73922e-13,0,0.634463
1,0,0.005,0
0,1,0,0.00317013
0,0,1,0
0,-5.09037e-12,0,0.634026
1,0,0.005,0
0,1,0,0.00316907
0,0,1,0
0,-3.00745e-12,0,0.633814
1,0,0.005,0
0,1,0,0.00316867
0,0,1,0
0,-2.18768e-12,0,0.633734
1,0,0.005,0
0,1,0,0.00316865
0,0,1,0
0,-1.58078e-12,0,0.633731
1,0,0.005,0
0,1,0,0.00316885
0,0,1,0
0,-1.37689e-12,0,0.633771
1,0,0.005,0
0,1,0,0.00316917
0,0,1,0
0,-1.42579e-12,0,0.633833
1,0,0.005,0
0,1,0,0.00316953
0,0,1,0
0,-1.18708e-12,0,0.633907
1,0,0.005,0
0,1,0,0.00316991
0,0,1,0
0,-1.16517e-12,0,0.633983
1,0,0.005,0
0,1,0,0.00317029
0,0,1,0
0,-1.12785e-12,0,0.634058
1,0,0.005,0
0,1,0,0.00317065
0,0,1,0
0,-1.04754e-12,0,0.63413
1,0,0.005,0
0,1,0,0.00317099
0,0,1,0
0,-1.14291e-12,0,0.634198
1,0,0.005,0
0,1,0,0.0031713
0,0,1,0
0,-1.00381e-12,0,0.63426
1,0,0.005,0
0,1,0,0.00317159
0,0,1,0
0,-1.51373e-12,0,0.634318
1,0,0.005,0
0,1,0,0.00317185
0,0,1,0
0,-1.04452e-12,0,0.63437
1,0,0.005,0
0,1,0,0.00317209
0,0,1,0
0,-1.09778e-12,0,0.634418
1,0,0.005,0
0,1,0,0.00317231
0,0,1,0
0,-1.06543e-12,0,0.634462
1,0,0.005,0
0,1,0,0.0031725
0,0,1,0
0,-1.09654e-12,0,0.634501
1,0,0.005,0
0,1,0,0.00317268
0,0,1,0
0,-7.39257e-13,0,0.634537
1,0,0.005,0
0,1,0,0.00317285
0,0,1,0
0,-9.7452e-13,0,0.634569
1,0,0.005,0
0,1,0,0.00317299
0,0,1,0
0,-1.06314e-12,0,0.634598
1,0,0.005,0
0,1,0,0.00317312
0,0,1,0
0,-1.07957e-12,0,0.634625
1,0,0.005,0
0,1,0,0.00317324
0,0,1,0
0,-1.21904e-12,0,0.634649
1,0,0.005,0
0,1,0,0.00317335
0,0,1,0
0,-1.17221e-12,0,0.634671
1,0,0.005,0
0,1,0,0.00317345
0,0,1,0
0,-1.21235e-12,0,0.63469
1,0,0.005,0
0,1,0,0.00317354
0,0,1,0
0,-1.05475e-12,0,0.634708
1,0,0.005,0
0,1,0,0.00317362
0,0,1,0
0,-1.10842e-12,0,0.634724
1,0,0.005,0
0,1,0,0.00317369
0,0,1,0
0,-9.96244e-13,0,0.634738
1,0,0.005,0
0,1,0,0.00317376
0,0,1,0
0,-9.97632e-13,0,0.634751
1,0,0.005,0
0,1,0,0.00317382
0,0,1,0
0,-1.12848e-12,0,0.634763
1,0,0.005,0
0,1,0,0.00317387
0,0,1,0
0,-1.14362e-12,0,0.634774
1,0,0.005,0
0,1,0,0.00317392
0,0,1,0
0,-9.35119e-13,0,0.634784
1,0,0.005,0
0,1,0,0.0031775
0,0,1,0
0,-1.04344e-12,0,0.635499
1,0,0.005,0
0,1,0,0.00318751
0,0,1,0
0,-1.00198e-12,0,0.637503
1,0,0.005,0
0,1,0,0.00319687
0,0,1,0
0,-1.20458e-12,0,0.639374
1,0,0.005,0
0,1,0,0.00320506
0,0,1,0
0,-9.22347e-13,0,0.641012
1,0,0.005,0
0,1,0,0.00321198
0,0,1,0
0,-1.45986e-12,0,0.642396
1,0,0.005,0
0,1,0,0.00321767
0,0,1,0
0,-1.16464e-12,0,0.643534
1,0,0.005,0
0,1,0,0.00322225
0,0,1,0
0,-1.16073e-12,0,0.64445
1,0,0.005,0
0,1,0,0.00322586
0,0,1,0
0,-1.13522e-12,0,0.645172
1,0,0.005,0
0,1,0,0.00322866
0,0,1,0
0,-1.092e-12,0,0.645732
1,0,0.005,0
0,1,0,0.0032308
0,0,1,0
0,-1.20156e-12,0,0.64616
1,0,0.005,0
0,1,0,0.0032324
0,0,1,0
0,-9.93127e-13,0,0.646481
1,0,0.005,0
0,1,0,0.00323359
0,0,1,0
0,-1.34301e-12,0,0.646718
1,0,0.005,0
0,1,0,0.00323446
0,0,1,0
0,-7.82247e-13,0,0.646891
1,0,0.005,0
0,1,0,0.00323507
0,0,1,0
0,-1.15165e-12,0,0.647014
1,0,0.005,0
0,1,0,0.0032355
0,0,1,0
0,-1.27822e-12,0,0.647101
1,0,0.005,0
0,1,0,0.0032358
0,0,1,0
0,-1.22661e-12,0,0.64716
1,0,0.005,0
0,1,0,0.003236
0,0,1,0
0,-1.04387e-12,0,0.6472
1,0,0.005,0
0,1,0,0.00323613
0,0,1,0
0,-1.04476e-12,0,0.647225
1,0,0.005,0
0,1,0,0.0032362
0,0,1,0
0,-1.12005e-12,0,0.647241
1,0,0.005,0
0,1,0,0.00323625
0,0,1,0
0,-1.35933e-12,0,0.64725
1,0,0.005,0
0,1,0,0.00323627
0,0,1,0
0,-1.16701e-12,0,0.647255
1,0,0.005,0
0,1,0,0.00323628
0,0,1,0
0,-1.33767e-12,0,0.647256
1,0,0.005,0
0,1,0,0.00323628
0,0,1,0
0,-1.10556e-12,0,0.647256
1,0,0.005,0
0,1,0,0.00323628
0,0,1,0
0,-1.12381e-12,0,0.647255
1,0,0.005,0
0,1,0,0.00323627
0,0,1,0
0,-1.24589e-12,0,0.647254
