Commanded Joint 0 Position,Commanded Joint 1 Position,Commanded Joint 2 Position,Commanded Joint 3 Position,Commanded Joint 4 Position,Commanded Joint 5 Position,Commanded Joint 6 Position,Commanded Joint 0 Velocity,Commanded Joint 1 Velocity,Commanded Joint 2 Velocity,Commanded Joint 3 Velocity,Commanded Joint 4 Velocity,Commanded Joint 5 Velocity,Commanded Joint 6 Velocity,Commanded Joint 0 Torque,Commanded Joint 1 Torque,Commanded Joint 2 Torque,Commanded Joint 3 Torque,Commanded Joint 4 Torque,Commanded Joint 5 Torque,Commanded Joint 6 Torque,Actual Joint 0 Position,Actual Joint 1 Position,Actual Joint 2 Position,Actual Joint 3 Position,Actual Joint 4 Position,Actual Joint 5 Position,Actual Joint 6 Position,Actual Joint 0 Velocity,Actual Joint 1 Velocity,Actual Joint 2 Velocity,Actual Joint 3 Velocity,Actual Joint 4 Velocity,Actual Joint 5 Velocity,Actual Joint 6 Velocity,Actual Joint 0 Torque,Actual Joint 1 Torque,Actual Joint 2 Torque,Actual Joint 3 Torque,Actual Joint 4 Torque,Actual Joint 5 Torque,Actual Joint 6 Torque,EE ext force 0,EE ext force 1,EE ext force 2,EE ext force 3,EE ext force 4,EE ext force 5,joint ext torque 0,joint ext torque 1,joint ext torque 2,joint ext torque 3,joint ext torque 4,joint ext torque 5,joint ext torque 6,
-0.0862018,-0.250377,-0.273309,-1.92517,-0.0682955,0.138885,-0.418094,-0.000939328,0.0218465,-0.0116785,-0.158775,-0.00671737,0.230254,-0.00217114,0,0,0,0,0,0,0,-0.0862016,-0.250458,-0.273227,-1.92358,-0.0681909,1.70737,0.367332,0.00202576,0.000581023,-0.0012484,-0.000946945,-0.00249698,0.00312528,0.000971289,-0.0718349,-25.3102,2.11152,27.5024,0.624081,3.21252,-0.00996382,0.419927,-0.30834,0.0132044,0.243372,0.430238,-0.0682285,-0.0188896,0.298008,-0.137147,-0.152288,-0.0280692,-0.144559,0.0188401,
-0.0862081,-0.250214,-0.273364,-1.92584,-0.0683336,0.139834,-0.418102,-0.00157925,0.0407186,-0.0138538,-0.1692,-0.00953861,0.237255,-0.00201292,0,0,0,0,0,0,0,-0.0862016,-0.250458,-0.273227,-1.92358,-0.0681909,1.70737,0.367332,0.00202576,0.000581023,-0.0012484,-0.000946945,-0.00249698,0.00312528,0.000971289,-0.0718349,-25.3102,2.11152,27.5024,0.624081,3.21252,-0.00996382,0.419927,-0.30834,0.0132044,0.243372,0.430238,-0.0682285,-0.0188896,0.298008,-0.137147,-0.152288,-0.0280692,-0.144559,0.0188401,
-0.0861993,-0.250448,-0.273225,-1.92358,-0.0682089,0.136601,-0.418066,8.11182e-05,0.000434496,6.26486e-05,-0.000168487,-0.000777672,0.000796356,-8.78563e-06,0,0,0,0,0,0,0,-0.0862136,-0.250461,-0.273231,-1.92357,-0.0681666,1.70736,0.36733,-8.81841e-05,-0.00172577,-0.0013127,0.00145198,0.00695743,-0.00079431,-1.92329e-05,0.0551182,-25.2348,2.1393,27.4271,0.434567,3.32512,0.00376909,0.229021,-0.36899,0.144989,0.249105,0.245981,-0.131784,-0.0802979,0.176359,-0.199582,-0.0823654,-0.040895,-0.136338,0.0193909,
-0.086199,-0.250447,-0.273225,-1.92359,-0.0682115,0.136603,-0.418066,6.74642e-05,0.000342559,4.4629e-05,-0.000140031,-0.00064037,0.000572439,-6.53476e-06,0,0,0,0,0,0,0,-0.0862136,-0.250461,-0.273231,-1.92357,-0.0681666,1.70736,0.36733,-8.81841e-05,-0.00172577,-0.0013127,0.00145198,0.00695743,-0.00079431,-1.92329e-05,0.0551182,-25.2348,2.1393,27.4271,0.434567,3.32512,0.00376909,0.229021,-0.36899,0.144989,0.249105,0.245981,-0.131784,-0.0802979,0.176359,-0.199582,-0.0823654,-0.040895,-0.136338,0.0193909,
-0.0861988,-0.250446,-0.273225,-1.92359,-0.0682136,0.136604,-0.418066,5.71183e-05,0.000262023,3.08065e-05,-0.00011955,-0.000536445,0.000396308,-4.83755e-06,0,0,0,0,0,0,0,-0.0862136,-0.250461,-0.273231,-1.92357,-0.0681666,1.70736,0.36733,-8.81841e-05,-0.00172577,-0.0013127,0.00145198,0.00695743,-0.00079431,-1.92329e-05,0.0551182,-25.2348,2.1393,27.4271,0.434567,3.32512,0.00376909,0.419648,-0.199699,-0.220949,0.193648,0.485021,-0.0206127,0.0272761,0.351658,-0.0852636,-0.213462,-0.0290029,-0.112623,0.0193372,
-0.0861986,-0.250445,-0.273225,-1.92359,-0.0682154,0.136606,-0.418066,4.90506e-05,0.000192669,2.00559e-05,-0.000103003,-0.000457499,0.000255397,-3.52533e-06,0,0,0,0,0,0,0,-0.0862136,-0.250461,-0.273231,-1.92357,-0.0681666,1.70736,0.36733,-8.81841e-05,-0.00172577,-0.0013127,0.00145198,0.00695743,-0.00079431,-1.92329e-05,0.0551182,-25.2348,2.1393,27.4271,0.434567,3.32512,0.00376909,0.419648,-0.199699,-0.220949,0.193648,0.485021,-0.0206127,0.0272761,0.351658,-0.0852636,-0.213462,-0.0290029,-0.112623,0.0193372,
-0.0861984,-0.250445,-0.273225,-1.92359,-0.068217,0.136606,-0.418066,4.26152e-05,0.000133344,1.1562e-05,-8.88192e-05,-0.000397388,0.00014168,-2.49359e-06,0,0,0,0,0,0,0,-0.0862136,-0.250461,-0.273231,-1.92357,-0.0681666,1.70736,0.36733,-8.81841e-05,-0.00172577,-0.0013127,0.00145198,0.00695743,-0.00079431,-1.92329e-05,0.0551182,-25.2348,2.1393,27.4271,0.434567,3.32512,0.00376909,-0.740785,-0.0615048,-0.38308,0.115417,-0.262502,-0.178864,-0.124361,-0.0112416,-0.244049,-0.22425,-0.0361475,-0.113606,0.0212878,
-0.0861982,-0.250444,-0.273225,-1.92359,-0.0682184,0.136606,-0.418066,3.73796e-05,8.2711e-05,4.73865e-06,-7.6351e-05,-0.000351552,4.94714e-05,-1.672e-06,0,0,0,0,0,0,0,-0.0862133,-0.250521,-0.273229,-1.92402,-0.0681716,1.70778,0.367328,-0.00235968,0.0047587,-0.00176509,-0.00824582,0.0120584,-0.00427332,-0.000386858,0.0551182,-25.6117,2.06392,28.399,0.477596,3.66295,0.0239107,-0.740785,-0.0615048,-0.38308,0.115417,-0.262502,-0.178864,-0.124361,-0.0112416,-0.244049,-0.22425,-0.0361475,-0.113606,0.0212878,
-0.0861981,-0.250444,-0.273225,-1.92359,-0.0682197,0.136606,-0.418066,3.30436e-05,3.95045e-05,-8.35786e-07,-6.52928e-05,-0.00031658,-2.55258e-05,-1.0107e-06,0,0,0,0,0,0,0,-0.0862133,-0.250521,-0.273229,-1.92402,-0.0681716,1.70778,0.367328,-0.00235968,0.0047587,-0.00176509,-0.00824582,0.0120584,-0.00427332,-0.000386858,0.0551182,-25.6117,2.06392,28.399,0.477596,3.66295,0.0239107,0.0427429,-0.322494,-0.756366,0.347049,0.401077,-0.146928,-0.0915008,0.402358,-0.24098,-0.382007,-0.0395268,-0.0926994,0.0210093,
-0.086198,-0.250444,-0.273225,-1.92359,-0.0682209,0.136606,-0.418066,2.93945e-05,2.60854e-06,-5.46592e-06,-5.54662e-05,-0.000289901,-8.66717e-05,-4.73283e-07,0,0,0,0,0,0,0,-0.0862133,-0.250521,-0.273229,-1.92402,-0.0681716,1.70778,0.367328,-0.00235968,0.0047587,-0.00176509,-0.00824582,0.0120584,-0.00427332,-0.000386858,0.0551182,-25.6117,2.06392,28.399,0.477596,3.66295,0.0239107,0.610049,-0.331026,-0.706575,0.360503,0.732893,-0.0428249,0.00503181,0.54613,-0.133162,-0.35174,-0.00982922,-0.0543826,0.0194883,
-0.0861979,-0.250444,-0.273225,-1.92359,-0.0682219,0.136605,-0.418066,2.62789e-05,-2.89362e-05,-9.37252e-06,-4.6741e-05,-0.000269571,-0.000136638,-3.26557e-08,0,0,0,0,0,0,0,-0.0862133,-0.250521,-0.273229,-1.92402,-0.0681716,1.70778,0.367328,-0.00235968,0.0047587,-0.00176509,-0.00824582,0.0120584,-0.00427332,-0.000386858,0.0551182,-25.6117,2.06392,28.399,0.477596,3.66295,0.0239107,0.610049,-0.331026,-0.706575,0.360503,0.732893,-0.0428249,0.00503181,0.54613,-0.133162,-0.35174,-0.00982922,-0.0543826,0.0194883,
-0.0861978,-0.250444,-0.273225,-1.92359,-0.068223,0.136605,-0.418066,2.35853e-05,-5.59441e-05,-1.27164e-05,-3.90069e-05,-0.000254113,-0.000177567,3.31618e-07,0,0,0,0,0,0,0,-0.0862133,-0.250521,-0.273229,-1.92402,-0.0681716,1.70778,0.367328,-0.00235968,0.0047587,-0.00176509,-0.00824582,0.0120584,-0.00427332,-0.000386858,0.0551182,-25.6117,2.06392,28.399,0.477596,3.66295,0.0239107,0.494493,-0.355881,-0.344943,0.295608,0.49901,-0.0765905,-0.0273193,0.344984,-0.153231,-0.175579,-0.0252226,-0.025305,0.0202512,
-0.0861977,-0.250445,-0.273225,-1.92359,-0.0682239,0.136604,-0.418066,2.12314e-05,-7.91036e-05,-1.56155e-05,-3.21649e-05,-0.000242399,-0.000211181,6.35101e-07,0,0,0,0,0,0,0,-0.0862133,-0.250521,-0.273229,-1.92402,-0.0681716,1.70778,0.367328,-0.00235968,0.0047587,-0.00176509,-0.00824582,0.0120584,-0.00427332,-0.000386858,0.0551182,-25.6117,2.06392,28.399,0.477596,3.66295,0.0239107,0.494493,-0.355881,-0.344943,0.295608,0.49901,-0.0765905,-0.0273193,0.344984,-0.153231,-0.175579,-0.0252226,-0.025305,0.0202512,
-0.0861976,-0.250445,-0.273225,-1.92359,-0.0682249,0.136603,-0.418066,1.9156e-05,-9.89954e-05,-1.81569e-05,-2.61232e-05,-0.000233565,-0.000238865,8.89753e-07,0,0,0,0,0,0,0,-0.086207,-0.250514,-0.27323,-1.92403,-0.0681836,1.70778,0.367326,-0.00109785,-0.00405246,-0.00224524,0.0054896,0.00666704,-0.00430857,-0.000996919,0.00751081,-25.5879,2.1393,27.5262,0.54443,3.424,0.0440523,0.221098,-0.322687,-0.410773,0.251019,0.342068,-0.113684,-0.0626766,0.276344,-0.183808,-0.187141,-0.0581782,-0.0239975,0.0200315,
-0.0861976,-0.250446,-0.273225,-1.92359,-0.0682258,0.136602,-0.418066,1.73128e-05,-0.000116109,-2.04056e-05,-2.07974e-05,-0.00022695,-0.000261738,1.10484e-06,0,0,0,0,0,0,0,-0.086207,-0.250514,-0.27323,-1.92403,-0.0681836,1.70778,0.367326,-0.00109785,-0.00405246,-0.00224524,0.0054896,0.00666704,-0.00430857,-0.000996919,0.00751081,-25.5879,2.1393,27.5262,0.54443,3.424,0.0440523,-0.217656,-0.0551901,-0.177851,0.0488482,-0.0645449,-0.0772437,-0.0259147,0.00702959,-0.12644,-0.0723228,-0.0337848,-0.0162959,0.0207336,
-0.0861975,-0.250446,-0.273225,-1.92359,-0.0682267,0.136601,-0.418066,1.56664e-05,-0.000130858,-2.24108e-05,-1.611e-05,-0.000222043,-0.0002807,1.28758e-06,0,0,0,0,0,0,0,-0.086207,-0.250514,-0.27323,-1.92403,-0.0681836,1.70778,0.367326,-0.00109785,-0.00405246,-0.00224524,0.0054896,0.00666704,-0.00430857,-0.000996919,0.00751081,-25.5879,2.1393,27.5262,0.54443,3.424,0.0440523,-0.217656,-0.0551901,-0.177851,0.0488482,-0.0645449,-0.0772437,-0.0259147,0.00702959,-0.12644,-0.0723228,-0.0337848,-0.0162959,0.0207336,
-0.0861974,-0.250447,-0.273225,-1.92359,-0.0682275,0.136599,-0.418066,1.4189e-05,-0.000143592,-2.42099e-05,-1.199e-05,-0.000218448,-0.000296476,1.44369e-06,0,0,0,0,0,0,0,-0.086207,-0.250514,-0.27323,-1.92403,-0.0681836,1.70778,0.367326,-0.00109785,-0.00405246,-0.00224524,0.0054896,0.00666704,-0.00430857,-0.000996919,0.00751081,-25.5879,2.1393,27.5262,0.54443,3.424,0.0440523,-0.30081,-0.0972521,-0.0640036,0.0649189,-0.162664,-0.112227,-0.0596032,-0.0630692,-0.163447,-0.026016,-0.0292565,-0.0190904,0.0216249,
-0.0861974,-0.250447,-0.273225,-1.92359,-0.0682284,0.136598,-0.418066,1.28588e-05,-0.000154605,-2.58324e-05,-8.37309e-06,-0.000215862,-0.000309653,1.57769e-06,0,0,0,0,0,0,0,-0.086207,-0.250514,-0.27323,-1.92403,-0.0681836,1.70778,0.367326,-0.00109785,-0.00405246,-0.00224524,0.0054896,0.00666704,-0.00430857,-0.000996919,0.00751081,-25.5879,2.1393,27.5262,0.54443,3.424,0.0440523,-0.30081,-0.0972521,-0.0640036,0.0649189,-0.162664,-0.112227,-0.0596032,-0.0630692,-0.163447,-0.026016,-0.0292565,-0.0190904,0.0216249,
-0.0861973,-0.250448,-0.273225,-1.92359,-0.0682292,0.136597,-0.418066,1.16581e-05,-0.000164147,-2.73012e-05,-5.20128e-06,-0.000214046,-0.000320702,1.69318e-06,0,0,0,0,0,0,0,-0.0862098,-0.250499,-0.273222,-1.92402,-0.0682186,1.70778,0.367328,-0.00130766,-0.00641627,0.000470243,0.00643797,0.00288375,-0.00200764,-0.000473412,0.0313145,-25.6593,2.01234,27.6254,0.855709,3.43133,0.0239107,0.439117,-0.192753,-1.03811,0.311434,0.743766,-0.0144542,0.0370515,0.613224,-0.106634,-0.482559,-0.0195443,-0.0619828,0.0209933,
-0.0861973,-0.250449,-0.273226,-1.92359,-0.0682301,0.136596,-0.418066,1.05723e-05,-0.000172431,-2.86352e-05,-2.42234e-06,-0.000212818,-0.000330006,1.7931e-06,0,0,0,0,0,0,0,-0.0862098,-0.250499,-0.273222,-1.92402,-0.0682186,1.70778,0.367328,-0.00130766,-0.00641627,0.000470243,0.00643797,0.00288375,-0.00200764,-0.000473412,0.0313145,-25.6593,2.01234,27.6254,0.855709,3.43133,0.0239107,0.439117,-0.192753,-1.03811,0.311434,0.743766,-0.0144542,0.0370515,0.613224,-0.106634,-0.482559,-0.0195443,-0.0619828,0.0209933,
