Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
0.825441,32.528,99,26.1565,1.1264,2.90523,2.38102
0.117308,43.3404,99,31.9098,1.49413,5.9277,0.857729
0.197261,36.8037,99,28.577,1.49614,3.63513,1.20999
0.104358,40.3195,99,29.7334,1.48526,5.4532,0.905456
0.1342,42.5829,99,31.0569,1.45682,6.31519,0.775649
0.08853,36.5363,99,27.7104,1.48136,4.27197,1.40733
0.473247,36.9022,99,28.7461,1.51594,3.49636,3.07838
0.125772,43.5507,99,31.1956,1.45378,7.05092,0.742938
0.12662,43.6649,99,32.026,1.46707,6.2082,0.889558
0.122227,43.7517,99,31.6788,1.47695,6.60182,0.875518
0.12553,37.6905,99,28.0981,1.46589,5.02858,1.32325
0.406676,37.4153,99,28.6892,1.48157,3.93625,0.874737
0.682339,39.0685,99,30.187,1.47109,3.9997,1.44296
0.12438,44.1149,99,32.1203,1.45805,6.54596,0.74828
0.113464,44.6313,99,31.9804,1.46614,7.15986,0.837676
0.484436,36.1453,99,28.1093,1.47811,3.57152,1.38416
0.132037,41.3512,99,30.1947,1.44216,6.08076,0.931172
0.133089,43.1286,99,31.4392,1.44528,6.34241,0.797097
0.119421,42.8401,99,32.2339,1.45777,5.15613,0.935209
0.121118,44.1257,99,32.1425,1.45113,6.46731,0.876482
0.344212,36.3135,99,28.4966,1.48543,3.26327,1.25276
0.126675,41.4917,99,30.0983,1.46559,6.27591,0.866982
0.138745,42.0803,99,31.4201,1.4585,5.33555,0.992405
0.172103,41.9502,99,31.3591,1.467,5.3063,0.996018
0.11853,39.6563,99,30.0864,1.48433,4.50574,1.16892
0.119001,43.4083,99,32.1438,1.47883,5.76128,0.914417
0.144423,44.1912,99,31.2382,1.48751,7.62888,0.586472
0.141633,43.0415,99,32.3598,1.4769,5.21265,0.921551
0.130484,44.4073,99,33.1864,1.47298,5.59093,0.942107
0.315877,35.8507,99,27.8223,1.49655,3.57361,1.32722
0.122385,41.3231,99,30.2899,1.4604,6.08174,2.43116
0.120623,44.1512,99,31.2987,1.4591,7.45135,0.640144
0.112484,43.1578,99,32.0318,1.45913,5.59046,0.840968
0.109149,41.493,99,29.8368,1.42274,6.6979,0.923512
0.120426,42.2915,99,32.1327,1.49437,4.65657,1.05941
0.19377,39.3121,99,29.4959,1.47827,4.86402,0.957221
0.133738,43.2994,99,31.8426,1.44939,5.99808,0.83174
0.132475,43.6284,99,32.5411,1.45039,5.58526,0.884254
