Commanded Joint 0 Position,Commanded Joint 1 Position,Commanded Joint 2 Position,Commanded Joint 3 Position,Commanded Joint 4 Position,Commanded Joint 5 Position,Commanded Joint 6 Position,Commanded Joint 0 Velocity,Commanded Joint 1 Velocity,Commanded Joint 2 Velocity,Commanded Joint 3 Velocity,Commanded Joint 4 Velocity,Commanded Joint 5 Velocity,Commanded Joint 6 Velocity,Commanded Joint 0 Torque,Commanded Joint 1 Torque,Commanded Joint 2 Torque,Commanded Joint 3 Torque,Commanded Joint 4 Torque,Commanded Joint 5 Torque,Commanded Joint 6 Torque,Actual Joint 0 Position,Actual Joint 1 Position,Actual Joint 2 Position,Actual Joint 3 Position,Actual Joint 4 Position,Actual Joint 5 Position,Actual Joint 6 Position,Actual Joint 0 Velocity,Actual Joint 1 Velocity,Actual Joint 2 Velocity,Actual Joint 3 Velocity,Actual Joint 4 Velocity,Actual Joint 5 Velocity,Actual Joint 6 Velocity,Actual Joint 0 Torque,Actual Joint 1 Torque,Actual Joint 2 Torque,Actual Joint 3 Torque,Actual Joint 4 Torque,Actual Joint 5 Torque,Actual Joint 6 Torque,EE ext force 0,EE ext force 1,EE ext force 2,EE ext force 3,EE ext force 4,EE ext force 5,joint ext torque 0,joint ext torque 1,joint ext torque 2,joint ext torque 3,joint ext torque 4,joint ext torque 5,joint ext torque 6,
0.0129696,-0.20434,-0.3314,-1.66271,-0.093138,-0.093947,-0.383468,-0.00224015,0.0148951,-0.0124742,-0.150764,0.00228501,0.198554,-0.00215443,0,0,0,0,0,0,0,0.0129774,-0.204341,-0.331303,-1.6612,-0.0931122,1.47487,0.401951,0.00118258,0.00868536,0.00144466,-0.000654343,-0.0031861,-0.0014676,6.18044e-05,-0.0956386,-25.211,1.88936,25.9552,0.471188,2.97356,-0.0429228,-0.986161,-0.076623,-0.291366,0.0950981,-0.32928,-0.159802,-0.0661215,-0.00819714,-0.249614,-0.302452,-0.127341,-0.314562,-0.0427769,
0.0129555,-0.204207,-0.331462,-1.66335,-0.0931305,-0.093125,-0.383476,-0.00352785,0.0333034,-0.0154899,-0.159888,0.00187401,0.205482,-0.00204554,0,0,0,0,0,0,0,0.0129774,-0.204341,-0.331303,-1.6612,-0.0931122,1.47487,0.401951,0.00118258,0.00868536,0.00144466,-0.000654343,-0.0031861,-0.0014676,6.18044e-05,-0.0956386,-25.211,1.88936,25.9552,0.471188,2.97356,-0.0429228,-0.975104,-0.141416,-0.29738,0.13202,-0.31486,-0.187786,-0.0921631,0.00220895,-0.281762,-0.305541,-0.143104,-0.313579,-0.0417116,
0.0129945,-0.204255,-0.331287,-1.66123,-0.0931398,-0.0959389,-0.383448,0.000900995,0.00419014,0.000831913,-0.0020813,-0.000994718,-0.000776676,-3.86723e-05,0,0,0,0,0,0,0,0.0129774,-0.204341,-0.331303,-1.6612,-0.0931122,1.47487,0.401951,0.00118258,0.00868536,0.00144466,-0.000654343,-0.0031861,-0.0014676,6.18044e-05,-0.0956386,-25.211,1.88936,25.9552,0.471188,2.97356,-0.0429228,-0.975104,-0.141416,-0.29738,0.13202,-0.31486,-0.187786,-0.0921631,0.00220895,-0.281762,-0.305541,-0.143104,-0.313579,-0.0417116,
0.0129977,-0.204241,-0.331284,-1.66124,-0.0931425,-0.0959428,-0.383448,0.000800163,0.00363723,0.000731803,-0.00186746,-0.000680492,-0.000971344,-3.40042e-05,0,0,0,0,0,0,0,0.0129774,-0.204341,-0.331303,-1.6612,-0.0931122,1.47487,0.401951,0.00118258,0.00868536,0.00144466,-0.000654343,-0.0031861,-0.0014676,6.18044e-05,-0.0956386,-25.211,1.88936,25.9552,0.471188,2.97356,-0.0429228,-0.647629,-0.139865,-0.565645,0.178845,0.0284195,-0.13077,-0.0396344,0.236129,-0.23239,-0.439279,-0.130701,-0.306285,-0.039947,
0.0130006,-0.204228,-0.331281,-1.66124,-0.0931443,-0.0959472,-0.383448,0.000711963,0.00316167,0.000646224,-0.00166255,-0.00044403,-0.00110727,-2.96956e-05,0,0,0,0,0,0,0,0.012976,-0.204401,-0.331308,-1.66129,-0.0930867,1.47494,0.401951,0.00115225,-0.00811525,-0.000136453,-0.0137038,-0.000355958,0.0164029,-0.00032176,-0.0956386,-24.3898,1.91316,24.0152,0.312802,2.96715,-0.0429228,-0.647629,-0.139865,-0.565645,0.178845,0.0284195,-0.13077,-0.0396344,0.236129,-0.23239,-0.439279,-0.130701,-0.306285,-0.039947,
0.0130031,-0.204217,-0.331279,-1.66125,-0.0931453,-0.095952,-0.383448,0.000634858,0.00274893,0.000572542,-0.0014746,-0.000268124,-0.00119065,-2.59177e-05,0,0,0,0,0,0,0,0.012976,-0.204401,-0.331308,-1.66129,-0.0930867,1.47494,0.401951,0.00115225,-0.00811525,-0.000136453,-0.0137038,-0.000355958,0.0164029,-0.00032176,-0.0956386,-24.3898,1.91316,24.0152,0.312802,2.96715,-0.0429228,-1.52057,0.179537,-0.836055,-0.0362673,-0.561962,-0.142023,-0.0510933,-0.0619756,-0.220415,-0.417975,-0.133764,-0.295789,-0.0387091,
0.0130054,-0.204208,-0.331277,-1.66126,-0.0931459,-0.0959569,-0.383448,0.000567219,0.00238928,0.000508592,-0.001305,-0.000138886,-0.00123154,-2.26523e-05,0,0,0,0,0,0,0,0.012976,-0.204401,-0.331308,-1.66129,-0.0930867,1.47494,0.401951,0.00115225,-0.00811525,-0.000136453,-0.0137038,-0.000355958,0.0164029,-0.00032176,-0.0956386,-24.3898,1.91316,24.0152,0.312802,2.96715,-0.0429228,-2.22497,0.182675,-1.0094,-0.0305021,-1.07661,-0.263993,-0.16738,-0.342491,-0.345266,-0.361616,-0.144242,-0.263201,-0.0376952,
0.0130074,-0.204199,-0.331275,-1.66126,-0.0931461,-0.0959619,-0.383448,0.000507624,0.00207524,0.000452668,-0.00115296,-4.54578e-05,-0.00123971,-1.98348e-05,0,0,0,0,0,0,0,0.012976,-0.204401,-0.331308,-1.66129,-0.0930867,1.47494,0.401951,0.00115225,-0.00811525,-0.000136453,-0.0137038,-0.000355958,0.0164029,-0.00032176,-0.0956386,-24.3898,1.91316,24.0152,0.312802,2.96715,-0.0429228,-2.22497,0.182675,-1.0094,-0.0305021,-1.07661,-0.263993,-0.16738,-0.342491,-0.345266,-0.361616,-0.144242,-0.263201,-0.0376952,
0.0128672,-0.204217,-0.331384,-1.6611,-0.0915907,-0.0968837,-0.383446,-0.010654,0.00872644,-0.00944925,0.00750816,0.17433,-0.107892,0.000359846,0,0,0,0,0,0,0,0.012976,-0.204401,-0.331308,-1.66129,-0.0930867,1.47494,0.401951,0.00115225,-0.00811525,-0.000136453,-0.0137038,-0.000355958,0.0164029,-0.00032176,-0.0956386,-24.3898,1.91316,24.0152,0.312802,2.96715,-0.0429228,-0.354989,-0.296501,-1.42532,0.412303,0.516609,-0.146408,-0.0547386,0.624612,-0.285946,-0.741145,-0.129788,-0.249567,-0.0393783,
0.0128537,-0.204369,-0.331404,-1.66119,-0.0915541,-0.0967476,-0.383447,-0.0116457,0.0029402,-0.0104967,0.00943118,0.174024,-0.104494,0.000381068,0,0,0,0,0,0,0,0.0129768,-0.204372,-0.331302,-1.66153,-0.0930879,1.47545,0.401953,-0.00112302,5.84993e-05,-0.000665469,0.00500329,0.00647396,-0.00464005,0.000238089,-0.0718349,-24.9611,1.91316,25.9314,0.294491,3.3178,-0.0630644,-0.354989,-0.296501,-1.42532,0.412303,0.516609,-0.146408,-0.0547386,0.624612,-0.285946,-0.741145,-0.129788,-0.249567,-0.0393783,
