Iteration,Cost,Cost reduction,time (ms)
0,121.002,0,366.872
1,121.002,0,650.85
2,121.002,0,932.998
3,121.002,0,1216.47
4,121.002,0,1500.01
5,121.002,0,1781.8
6,121.002,0,2064.65
