Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.98353,0.655241,65.971,6,2,0.2,14,0,2,0,8,2,30
0.765976,0.41721,59.17,6,2,0.2,15,0,2,0,7,1,27
0.774063,0.682786,48.698,6,2,0.133333,8,0,0,0,5,2,24
0,19.5842,39.405,6,2,0.0333333,2,0,0,0,1,5,23
0.679528,0.348041,57.331,6,2,0.2,13,0,2,0,6,0,27
0.975082,0.755261,52.982,6,2,0.166667,10,0,0,0,5,3,25
0.943516,9.07406,46.103,6,2,0.1,7,0,1,0,3,3,23
0.838899,3.04558,57.976,6,2,0.2,13,0,1,0,6,1,29
0.834967,20.1352,53.239,6,2,0.166667,10,0,0,0,6,2,27
0.850322,16.4709,57.151,6,2,0.2,12,0,0,0,6,0,27
0.900821,15.9935,51.484,6,2,0.166667,11,0,1,0,6,1,26
0.684185,5.53025,45.638,6,2,0.1,6,0,0,0,3,3,25
0.852703,0.0465393,52.666,6,2,0.166667,10,0,1,0,6,1,25
0.697962,0.237163,56.42,6,2,0.2,13,0,1,0,6,0,28
0.909848,12.0704,56.87,6,2,0.2,12,0,0,0,6,1,27
0.766764,34.6015,53.276,6,2,0.166667,11,0,2,0,7,1,27
0.636449,0.64403,53.274,6,2,0.166667,10,0,0,0,5,1,26
0.799074,0.433136,48.797,6,2,0.133333,8,0,0,0,5,3,24
0.590552,50.6769,42.162,6,2,0.0666667,5,0,0,0,3,3,22
0.643603,49.9097,43.802,6,2,0.0666667,4,0,0,0,2,4,23
0.774277,33.3263,45.442,6,2,0.0666667,6,0,0,0,5,3,24
0.914869,3.3338,51.534,6,2,0.133333,8,0,0,0,7,2,26
0,6.85655,39.777,6,2,0.0333333,2,0,0,0,2,4,23
0.964526,1.44061,57.481,6,2,0.2,13,0,1,0,6,0,29
0.816985,7.24146,51.984,6,2,0.166667,11,0,1,0,5,1,26
0.961489,0.977643,56.707,6,2,0.2,12,0,0,0,7,0,27
0.893849,16.4086,45.323,6,2,0.1,6,0,0,0,3,3,26
0.975486,0.99292,57.548,6,2,0.2,12,0,0,0,7,0,27
0.800844,32.0835,50.5,6,2,0.133333,9,0,0,0,5,1,26
0.903456,15.5183,52.261,6,2,0.166667,10,0,0,0,5,2,26
0.565509,0.0614144,49.827,6,2,0.133333,8,0,0,0,4,0,27
0.772014,0.171922,53.933,6,2,0.166667,11,0,0,0,6,2,28
0.956067,1.34859,57.939,6,2,0.2,13,0,0,0,7,0,28
0.428923,7.81678,40.854,6,2,0.0666667,4,0,0,0,2,5,24
0.726876,0.613726,57.031,6,2,0.2,13,0,1,0,6,0,28
0.692972,0.852282,58.545,6,2,0.2,13,0,1,0,6,0,30
0.7748,9.10272,48.014,6,2,0.1,7,0,1,0,3,2,26
0.56692,3.1373,46.806,6,2,0.1,7,0,1,0,3,3,24
0.961414,1.55154,58.45,6,2,0.2,13,0,1,0,8,0,28
0.687055,47.6283,46.538,6,2,0.1,7,0,1,0,4,2,24
0.746816,39.0035,46.719,6,2,0.1,6,0,0,0,4,3,24
0.52984,6.00167,51.049,6,2,0.133333,8,0,1,0,5,3,26
0.551024,13.2572,46.917,6,2,0.1,6,0,0,0,3,3,25
0.683647,2.59579,49.315,6,2,0.133333,8,0,0,0,5,1,25
0.743639,4.08518,54.536,6,2,0.166667,11,0,1,0,5,1,29
0.616121,11.3386,42.612,6,2,0.0666667,4,0,0,0,3,4,23
0.898084,16.3768,57.754,6,2,0.2,12,0,0,0,6,1,29
0.206045,3.25465,44.401,6,2,0.0666667,4,0,0,0,2,3,26
0,128.816,38.858,6,2,0.0333333,2,0,0,0,1,5,22
0.855167,22.4284,47.042,6,2,0.1,6,0,1,0,3,3,25
0.774474,33.5022,58.781,6,2,0.2,12,0,0,0,6,1,29
0.741886,41.4898,55.792,6,2,0.2,12,0,0,0,7,0,26
0.957598,1.73565,58.045,6,2,0.2,12,0,0,0,6,0,28
0.646227,12.4168,44.042,6,2,0.1,6,0,0,0,3,2,23
0,25.7262,38.924,6,2,0.0333333,2,0,1,0,1,5,23
0.734093,0.194665,54.085,6,2,0.166667,10,0,0,0,5,1,28
0.86027,3.59834,47.976,6,2,0.1,7,0,0,0,4,3,25
0.962616,1.12636,58.616,6,2,0.2,13,0,1,0,7,0,27
0.82455,24.0998,49.68,6,2,0.133333,9,0,0,0,5,2,27
0.644703,49.7445,49.39,6,2,0.133333,9,0,1,0,4,2,23
0.690405,0.715779,53.605,6,2,0.166667,12,0,1,0,6,0,25
0.941673,2.32761,57.564,6,2,0.2,12,0,0,0,6,0,28
0.932504,10.8398,46.21,6,2,0.1,7,0,1,0,3,3,25
0.736317,30.8973,55.25,6,2,0.166667,10,0,0,0,5,1,28
0.6577,0.477242,51.905,6,2,0.166667,10,0,1,0,6,1,27
0.618677,59.5707,47.154,6,2,0.1,6,0,0,0,3,4,28
0.831115,7.13794,52.373,6,2,0.166667,11,0,0,0,5,1,24
0.711234,0.249932,52.265,6,2,0.166667,11,0,1,0,5,1,24
0.758303,10.5443,45.393,6,2,0.1,6,0,0,0,3,1,26
0.682558,0.352322,58.771,6,2,0.2,13,0,0,0,8,0,28
0,11.2028,40.544,6,2,0.0333333,2,0,0,0,1,5,24
0.943918,2.21779,57.464,6,2,0.2,13,0,0,0,7,0,27
0.825353,24.7026,48.84,6,2,0.133333,9,0,1,0,5,1,26
0,3.6667,38.001,6,2,0.0333333,2,0,0,0,1,4,24
0.726054,0.909473,49.919,6,2,0.133333,10,0,2,0,5,2,25
0.664495,16.0543,45.453,6,2,0.1,6,0,0,0,4,3,24
0.845345,6.71617,50.964,6,2,0.133333,8,0,0,0,4,1,27
0.942714,9.22675,50.323,6,2,0.133333,9,0,1,0,4,2,26
0.869151,15.1404,56.535,6,2,0.2,12,0,0,0,6,0,28
0,45.2997,41.228,6,2,0.0333333,2,0,0,0,1,5,24
0.954206,1.85493,59.288,6,2,0.2,13,0,1,0,7,0,30
0.940515,2.5005,57.901,6,2,0.2,12,0,0,0,7,0,29
0.853796,23.5288,46.661,6,2,0.1,6,0,1,0,4,3,24
0,8.93632,39.6,6,2,0.0333333,2,0,0,0,2,5,21
0.860372,0.0409162,54.062,6,2,0.166667,10,0,0,0,5,1,28
0.80197,31.5742,58.133,6,2,0.2,12,0,0,0,7,0,29
0.0655969,3.93911,43.988,6,2,0.0666667,4,0,0,0,2,5,24
0.898058,2.00026,45.534,6,2,0.1,6,0,0,0,4,3,25
0.949256,2.05975,52.637,6,2,0.166667,10,0,1,0,6,1,26
0.943346,2.30443,59.391,6,2,0.2,14,0,2,0,8,1,29
0.763074,10.3639,46.615,6,2,0.1,6,0,0,0,4,3,26
0.906462,13.6043,45.01,6,2,0.1,6,0,0,0,3,1,25
0.822596,1.4913,57.203,6,2,0.2,12,0,0,0,6,0,30
0.907113,2.0708,57.364,6,2,0.2,13,0,1,0,7,0,26
0.475747,1.98041,52.217,6,2,0.166667,10,0,0,0,6,1,26
0.730795,40.5253,50.301,6,2,0.133333,9,0,1,0,5,1,25
0.0351934,4.23315,44.726,6,2,0.1,6,0,0,0,3,2,24
0.924049,12.1925,49.746,6,2,0.133333,8,0,0,0,4,2,27
0.054682,8.6846,42.19,6,2,0.0666667,4,0,0,0,2,4,25
0.087061,3.94822,42.693,6,2,0.0666667,4,0,0,0,2,4,25
