Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.458709,866.458,6,19,0.2,251,0,44,6,195,206,343
0.780324,860.788,6,19,0.2,252,0,47,6,194,208,338
0.682423,749.271,6,19,0.133333,169,0,31,4,130,203,319
0.000308682,676.744,6,19,0.0666667,86,0,18,2,65,208,325
0.397341,780.833,6,19,0.133333,167,0,30,4,130,208,340
0.00751485,730.156,6,19,0.1,127,0,23,3,98,208,333
0.0538697,751.824,6,19,0.133333,171,0,31,4,132,206,313
0,607.055,6,19,0.0333333,42,0,8,1,33,205,306
0.00958352,697.908,6,19,0.1,127,0,24,3,99,209,304
0.335949,794.155,6,19,0.133333,173,0,35,4,132,208,348
0.622155,805.106,6,19,0.166667,212,0,40,5,162,204,327
0.702992,887.879,6,19,0.2,255,0,47,6,195,206,359
0.676604,801.209,6,19,0.166667,212,0,39,5,163,206,324
0.319766,774.899,6,19,0.133333,169,0,31,4,130,203,343
0.27224,870.273,6,19,0.2,255,0,49,6,195,204,346
0.774117,814.618,6,19,0.166667,211,0,38,6,162,204,335
0,618.621,6,19,0.0333333,42,0,8,1,32,206,317
0.514965,831.229,6,19,0.166667,209,0,37,5,162,204,353
0.565688,881.486,6,19,0.2,258,0,51,6,193,205,357
0.00238361,676.288,6,19,0.0666667,83,0,15,2,65,205,331
0.0205641,787.542,6,19,0.133333,168,0,30,4,129,211,347
0,630.795,6,19,0.0333333,44,0,7,1,34,216,316
0.391173,871.205,6,19,0.2,256,0,48,6,197,214,335
0.0562586,765.59,6,19,0.133333,169,0,32,4,130,213,320
0.425683,791.67,6,19,0.133333,169,0,31,4,130,211,346
0.683062,839.117,6,19,0.166667,212,0,39,6,162,213,346
0.583679,765.349,6,19,0.133333,169,0,31,4,130,215,322
0.00103424,667.469,6,19,0.0666667,85,0,16,2,65,213,312
0.785558,873.8,6,19,0.2,254,0,48,6,196,209,343
0.00270641,667.931,6,19,0.0666667,85,0,15,2,65,207,320
0.393808,815.861,6,19,0.166667,212,0,39,5,164,204,339
0.278163,819.267,6,19,0.166667,215,0,42,6,163,204,336
0.248982,772.044,6,19,0.133333,172,0,32,5,131,213,326
0.592184,852.723,6,19,0.166667,225,0,41,5,177,226,334
0.496974,776.735,6,19,0.133333,171,0,32,4,131,211,333
0.144441,821.597,6,19,0.166667,213,0,40,5,163,212,334
0.782755,851.024,6,19,0.166667,219,0,46,5,165,210,352
0.0176039,660.572,6,19,0.0666667,85,0,16,3,65,204,311
0.592609,815.693,6,19,0.166667,210,0,37,5,162,214,328
0.653401,853.215,6,19,0.166667,216,0,40,5,166,218,350
0.336124,843.996,6,19,0.166667,220,0,42,5,168,222,337
0.0685534,749.469,6,19,0.1,131,0,25,3,101,223,337
0.424122,839.045,6,19,0.166667,217,0,40,5,167,224,335
0.0927503,768.101,6,19,0.1,135,0,26,3,104,221,349
0.4618,876.772,6,19,0.166667,224,0,39,5,174,227,365
0.350795,689.187,6,19,0.0666667,85,0,17,2,65,217,329
0.618067,859.55,6,19,0.166667,220,0,43,6,167,222,354
0.187861,866.975,6,19,0.166667,216,0,41,5,166,223,367
0.335975,787.558,6,19,0.133333,175,0,33,4,134,218,335
0.0213041,693.171,6,19,0.0666667,88,0,17,2,66,217,331
0.750256,897.203,6,19,0.2,266,0,52,6,203,220,345
0.229718,834.117,6,19,0.166667,215,0,40,5,167,222,335
0.179672,829.069,6,19,0.166667,223,0,47,5,166,219,324
0.32666,844.906,6,19,0.166667,218,0,41,5,167,220,347
0.76806,903.867,6,19,0.2,262,0,49,6,201,222,353
0.606867,797.761,6,19,0.166667,216,0,39,5,165,220,305
0.540381,847.052,6,19,0.166667,219,0,44,5,165,220,344
0.269452,1004.95,6,19,0.2,270,0,51,6,208,229,438
0.275306,755.834,6,19,0.1,128,0,25,3,99,221,344
0.772449,899.724,6,19,0.2,262,0,49,7,199,221,349
0.531004,854.092,6,19,0.166667,217,0,40,5,167,222,352
0.138056,779.322,6,19,0.133333,174,0,34,4,131,220,324
0.553648,840.367,6,19,0.166667,217,0,42,5,164,222,338
0.0049575,735.788,6,19,0.1,128,0,24,3,98,216,331
0.908475,879.952,6,19,0.2,262,0,51,6,200,220,335
0.331448,873.529,6,19,0.166667,221,0,44,6,166,221,366
0.724746,877.281,6,19,0.166667,221,0,43,6,167,220,369
0.487239,823.362,6,19,0.166667,218,0,42,6,166,220,322
0.349261,847.665,6,19,0.166667,219,0,43,5,165,221,343
