Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.194255,788.579,6,19,0.166667,204,0,36,5,158,198,328
0.616626,821.959,6,19,0.166667,210,0,42,5,158,195,354
0.83411,841.476,6,19,0.2,247,0,45,7,189,199,335
0.811472,757.84,6,19,0.133333,168,0,34,4,126,194,335
0,599.457,6,19,0.0333333,41,0,8,1,31,198,311
0.728096,777.671,6,19,0.166667,207,0,38,5,159,200,314
4.88627e-05,646.638,6,19,0.0666667,84,0,15,2,64,201,308
0.424852,766.648,6,19,0.133333,164,0,28,4,127,204,339
0.451847,794.374,6,19,0.166667,205,0,37,5,160,202,326
0.237794,797.184,6,19,0.166667,208,0,37,5,161,199,330
0.618906,804.071,6,19,0.166667,207,0,38,5,159,194,342
0.693867,809.575,6,19,0.166667,206,0,36,5,159,199,344
0.00556451,709.141,6,19,0.1,125,0,23,3,97,205,323
0.0939194,671.944,6,19,0.1,126,0,24,3,97,206,283
0.748203,816.958,6,19,0.166667,209,0,38,5,161,195,348
0.455223,798.999,6,19,0.166667,205,0,36,5,160,198,337
0.776492,810.007,6,19,0.166667,207,0,38,6,160,199,343
0.217181,732.218,6,19,0.133333,167,0,29,5,130,200,307
0.00567306,647.468,6,19,0.0666667,82,0,14,2,64,199,315
0.241131,691.608,6,19,0.1,124,0,22,3,96,199,313
0.0023679,720.578,6,19,0.1,126,0,23,3,97,198,337
0.429255,807.226,6,19,0.166667,207,0,38,5,160,198,343
0.390646,857.986,6,19,0.2,255,0,50,6,193,203,340
0.760261,774.277,6,19,0.166667,206,0,32,5,162,205,303
0.355045,782.696,6,19,0.133333,168,0,32,4,129,209,341
0.209852,743.196,6,19,0.133333,168,0,32,4,129,210,305
0.342751,787.465,6,19,0.166667,211,0,38,5,164,208,308
0.00808971,711.634,6,19,0.1,125,0,22,3,97,205,326
0.292646,751.157,6,19,0.133333,169,0,31,5,130,209,317
0.307716,781.14,6,19,0.133333,168,0,30,4,131,207,341
0.215075,808.883,6,19,0.166667,211,0,39,5,163,205,333
