Iteration,Cost,Cost reduction,time (ms)
0,8.179101836846474,0.0,314.1438961029053
1,8.097422804229897,0.009986308306936253,1066.7448043823242
2,5.558436311982492,0.32040993951903196,5385.651350021362
3,5.403098366145864,0.33940199377330693,9907.432556152344
4,5.263188061799774,0.35650782117794944,14573.538064956665
5,5.2479312401108675,0.35837316311808454,20005.57518005371
6,4.974624010217791,0.39178847391197147,27437.95871734619
7,4.400815847022071,0.46194387417985194,33010.089635849
8,4.125230001083337,0.4956377749816774,36564.57734107971
9,4.11577849228717,0.4967933430360557,40316.03765487671
10,4.080163353055382,0.5011477501509474,44248.130559921265
11,3.8361745664068705,0.5309785055951887,48340.90828895569
12,3.6894140404653446,0.5489218603631141,52548.55966567993
13,3.499720448100863,0.5721143326110961,55885.98823547363
14,3.162330879865658,0.6133645303669525,59838.81664276123
15,3.0574816460969765,0.6261836926490921,63796.50616645813
16,3.0043435656744384,0.6326805038494556,67977.69045829773
17,2.8467376418592307,0.6519498474716613,72134.01651382446
18,2.741298306940925,0.6648411571804249,76765.91610908508
19,2.5807731346315905,0.6844674163359444,81818.30143928528
20,2.3300815698254445,0.7151176722939754,87428.87663841248
21,2.29867298090745,0.7189577747336467,92437.00242042542
22,2.160701287859534,0.7358265820672785,97128.74436378479
23,2.0239793145696052,0.7525425951475904,101976.61590576172
24,2.010748496610522,0.7541602321721692,108342.4141407013
25,1.9579494578841128,0.7606155911809728,115400.83909034729
26,1.9420229365972355,0.762562812477953,124060.5354309082
27,1.9418219007955386,0.7625873916806218,132861.85884475708
