Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.801112,13.4097,9045.03,10,55,5.08473,3990.89,8.878,2265.4,111.205,1605.37,0,989.538
0.536164,28.9897,4068.78,5,55,3.4,1602.59,4.673,725.386,56.546,815.967,0,427.006
0.199518,49.6819,2940.86,5,55,0.7,528.271,1.975,176.528,22.744,327.016,0,386.854
0.617637,25.6639,3914.14,5,55,2.38,1466.11,4.11,584.938,56.029,821.02,0,397.135
0.704986,20.5417,4459.49,5,55,4.792,1952.81,5.226,1062.12,55.726,829.726,0,444.113
0.673209,23.2857,5223.35,6,55,3.57273,2144.67,6.242,1069.45,66.809,1002.15,0,570.453
0.582052,27.0504,3824.22,5,55,1.7,1338.98,3.997,432.83,56.199,845.941,0,417.942
0.500829,33.3355,3671.32,5,55,1.48,1110.35,3.371,389.887,45.528,671.546,0,419.842
0.500392,34.4445,4720.92,6,55,1.91667,1691.83,5.225,585.778,67.996,1032.81,0,569.976
0.8222,11.7805,8134.93,10,55,2.43,3148.76,7.937,1309.49,113.475,1717.83,0,914.576
0.456027,35.1739,5425.73,7,55,1.72857,1911.53,5.552,621.525,80.942,1203.48,0,631.819
0.416365,37.6116,3246.92,5,55,0.82,787.463,2.598,233.397,33.524,517.934,0,392.687
0.202619,53.4543,3225.2,5,55,0.56,714.269,2.595,160.879,34.725,516.058,0,441.735
0.396512,38.2093,3287.02,5,55,0.74,762.763,2.888,191.168,34.937,533.761,0,432.055
0.320364,41.2593,3369.46,5,55,0.78,793.352,2.856,206.802,35.246,548.436,0,492.349
0.461489,36.7319,3326.11,5,55,0.92,837.926,2.693,259.012,34.54,541.67,0,401.044
0.539123,28.108,3341.71,5,55,1,875.061,2.886,292.701,34.223,545.239,0,395.233
0.484316,32.9523,3771.79,5,55,1.6,1259.79,4.746,480.499,46.305,728.227,0,443.705
0.695727,20.2316,6933.19,9,55,1.46525,2496.31,7.395,705.883,105.83,1677.17,0,747.487
