Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.943526,403.069,7,7,4.64762,119,65,176
0.956391,450.807,8,7,4.34762,133,76,196
0.952943,575.662,10,7,4.90667,176,97,254
0.953481,524.554,9,7,4.14074,156,83,236
0.943299,572.747,10,7,5.10286,179,98,246
0.939052,524.746,9,7,4.9672,159,86,229
0.930413,416.073,7,7,5.1551,127,65,180
0.936822,458.338,8,7,4.67024,137,75,201
0.949881,414.211,7,7,4.24082,125,64,180
0.92829,408.156,7,7,4.67075,121,66,177
0.926021,343.03,6,7,4.65397,102,55,145
0.951144,413.019,7,7,4.58095,119,65,183
0.956874,420.023,7,7,4.14558,120,66,189
0.963943,506.593,9,7,3.91323,146,83,227
0.955757,391.653,7,7,4.33605,117,66,166
0.932595,349.545,6,7,4.82857,103,56,148
0.951898,429.996,7,7,4.61769,126,65,195
0.937114,526.639,9,7,4.81693,165,87,227
0.92366,473.695,8,7,5.44286,150,77,204
0.922255,458.429,8,7,4.60357,137,76,202
0.921281,464.626,8,7,4.88333,138,75,205
0.950002,407.618,7,7,4.23129,116,64,183
0.930619,588.76,10,7,5.26857,179,96,262
0.949554,401.143,7,7,4.44082,117,66,176
0.945152,293.471,5,7,4.75238,85,47,124
0.945572,409.901,7,7,4.61905,121,65,179
0.954635,529.875,9,7,4.24656,156,82,238
0.947898,409.461,7,7,4.35918,122,65,178
0.944813,296.776,5,7,4.72952,84,46,127
0.915376,609.527,10,7,5.73714,196,97,266
0.945251,375.01,6,7,4.86825,110,55,167
0.943663,417.954,7,7,4.80544,127,65,181
0.93413,470.34,8,7,4.8619,144,75,204
0.950134,590.044,9,7,5.18307,176,86,277
0.946577,462.757,8,7,4.80119,138,75,202
0.932731,357.052,6,7,4.78095,102,54,157
0.962037,513.525,9,7,4.33757,150,85,229
0.956082,475.559,8,7,4.43929,135,74,219
0.923435,418.111,7,7,5.30612,129,67,177
0.930686,612.997,10,7,5.74381,192,96,273
0.951326,514.694,9,7,5.01905,156,83,227
0.944964,299.66,5,7,4.81143,85,47,129
0.94861,413.606,7,7,4.33197,125,64,180
0.959922,514.433,9,7,4.62116,157,85,221
0.956965,521.829,9,7,3.94709,148,84,239
0.963612,572.47,10,7,3.66286,169,93,259
0.934682,597.924,10,7,5.07429,181,91,272
0.944188,413.075,7,7,4.46395,126,65,179
0.955458,464.729,8,7,4.62619,137,74,208
0.925489,422.104,7,7,4.68844,120,68,188
0.944038,410.679,7,7,4.49524,126,64,177
0.929411,401.603,7,7,4.6,118,65,175
0.930951,346.316,6,7,4.77937,101,55,150
0.938303,455.784,8,7,4.5881,134,74,200
0.936753,529.85,9,7,5.44762,167,85,230
0.925459,348.002,6,7,4.74286,101,54,152
0.950499,456.701,8,7,4.45952,133,72,205
0.938058,397.588,7,7,4.38912,118,63,173
0.953705,350.533,6,7,4.46508,102,55,154
0.92247,532.973,9,7,6.36931,170,84,228
0.94672,469.114,8,7,5.04167,138,73,213
0.944468,597.995,10,7,5.23905,177,93,279
0.94194,401.27,7,7,4.47891,117,65,177
0.959369,449.934,8,7,4.15,132,73,200
0.945875,578.144,10,7,5.11905,175,91,263
0.947193,352.17,6,7,4.67937,103,56,153
0.947919,508.136,9,7,4.89312,153,82,223
0.939786,349.335,6,7,4.75079,101,55,152
0.927687,291.589,5,7,4.94667,85,46,123
0.947226,401.505,7,7,4.67891,118,63,176
0.942078,466.731,8,7,4.67381,137,72,210
0.953409,453.301,8,7,4.15476,133,73,203
0.957501,574.812,10,7,4.7381,178,92,254
0.963586,556.317,9,7,4.2836,157,82,269
0.957231,561.272,10,7,4.85333,170,91,249
0.960994,449.697,8,7,3.98571,131,73,197
0.947724,454.382,8,7,4.7631,134,73,201
0.942999,344.537,6,7,4.47937,100,55,149
0.945062,404.625,7,7,4.52789,118,64,179
0.919294,590.753,10,7,5.33143,192,97,250
0.942714,349.027,6,7,4.51587,101,56,151
0.932976,597.173,10,7,5.51429,191,97,256
0.965517,593.178,10,7,4.2819,178,91,269
0.931745,350.421,6,7,4.88254,102,56,152
0.932015,410.281,7,7,5.06939,122,66,180
0.939397,407.63,7,7,4.34966,123,64,176
0.932631,344.127,6,7,4.9,102,55,148
0.95387,458.213,8,7,4.2631,134,75,203
0.952202,478.63,8,7,4.45476,138,75,218
0.923473,356.79,6,7,4.77619,105,55,154
0.949258,404.934,7,7,4.72245,120,65,178
0.945555,471.485,8,7,4.62976,143,77,207
0.941597,409.281,7,7,4.7483,125,66,175
0.946969,465.56,8,7,4.55952,137,77,205
0.927631,589.043,10,7,5.74,187,94,254
0.967641,561.234,10,7,4.06952,166,93,252
0.941883,524.327,9,7,4.7291,155,84,237
0.939993,351.814,6,7,4.57302,100,56,155
0.939391,357.571,6,7,4.50952,106,55,158
0.925349,529.64,9,7,5.06243,164,81,235
