Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.683602,2772.99,7,10,52.9522,2292,98,325
0.795017,1476.77,5,10,44.82,1119,71,237
0.786436,2069.31,6,10,42.6373,1653,84,278
0.697089,1319.84,4,10,34.435,1024,57,188
0.870691,3538.76,7,10,61.9476,3051,98,329
0.579639,1300.58,4,10,47.06,1012,56,185
0.58549,967.534,4,10,24.9889,681,57,180
0.462948,1284.77,4,10,43.1089,988,56,191
0.376713,1707.59,5,10,47.6117,1357,70,228
0.609139,2373.34,5,10,54.2267,2010,70,237
0.128811,956.084,4,10,45.0767,672,56,180
0.583365,1883.02,5,10,50.3183,1529,70,230
0.739899,1990.98,5,10,42.3773,1614,71,253
0.588598,1931.36,5,10,46.93,1564,72,242
0.293232,1408.87,4,10,54.8933,1119,56,185
0.138943,1421.38,4,10,49.3689,1133,56,184
0.507935,1458.02,5,10,49.3378,1086,74,247
0.39718,1296.73,4,10,46.9489,1008,58,182
0.889724,1135.6,4,10,33.1489,845,56,186
0.562623,2031.57,6,10,34.7022,1615,84,276
0.609852,1965.72,4,10,57.76,1665,56,194
0.828672,2815.9,6,10,63.864,2378,85,297
0.750477,1110.37,4,10,35.5511,823,57,183
0.310693,2132.75,7,10,42.6733,1650,101,327
0.700446,1995.6,4,10,61.99,1699,56,188
0.333172,1781.06,4,10,51.5233,1482,57,192
0.728987,1141.26,5,10,30.4022,786,70,235
0.735657,1810.01,4,10,52.1733,1518,56,184
0.250507,1832.92,4,10,49.885,1537,57,188
0.563847,2562.32,6,10,59.6907,2115,85,306
0.803879,1422.88,4,10,46.1089,1110,57,204
0.648117,1271.51,5,10,28.8367,901,73,246
0.239056,1095.58,4,10,52.9933,801,57,189
0.911109,1432.66,4,10,32.73,1133,56,195
0.785284,2261.63,6,10,50.8347,1834,87,285
0.815865,1046.83,4,10,29.1333,754,56,189
0.277696,2030.99,4,10,59.9717,1731,56,189
0.673492,2529.54,6,10,46.0033,2102,85,285
0.0399102,945.72,4,10,41.9267,663,56,180
0.00510225,607.195,4,10,39.5933,322,57,179
0.709503,1667.65,5,10,37.575,1308,70,237
0.554444,1870.21,4,10,55.57,1580,56,183
0.824042,4151.16,9,10,56.5007,3526,126,431
0.802096,1446.69,5,10,32.9583,1085,71,238
0.834974,2824.48,6,10,53.8533,2404,84,279
0.92322,1558.64,4,10,37.105,1248,57,204
0.0839766,967.883,4,10,45.1967,686,56,178
0.680853,721.766,4,10,25.1533,433,56,186
0.724426,872.484,4,10,21.9422,580,58,187
0.804974,1127.12,4,10,32.3911,833,56,188
0.612902,1062.4,4,10,29.2333,767,56,192
0.451949,1895.92,5,10,41.06,1533,71,236
0.454063,1090.19,4,10,33.5467,801,56,183
0.854471,1511.3,4,10,49.8511,1212,56,192
0,468.051,4,10,21,189,60,174
0.58204,984.633,4,10,28.9356,694,56,187
0.292375,926.287,4,10,43.3467,630,57,191
0.593506,1786.58,5,10,51.8283,1431,73,231
0.102031,1381.68,4,10,50.2578,1091,56,184
0.674988,2601.68,6,10,60.864,2179,84,284
0.499545,1700.82,4,10,61.4533,1413,56,182
0.0691746,1316.12,5,10,41.6956,970,70,223
0.856751,1155.45,4,10,32.6956,862,56,190
0.501513,1439,4,10,57.2911,1134,56,195
0.579979,1652.63,5,10,35.8483,1278,71,242
0.0720995,1086.01,4,10,49.2567,799,56,182
0.396027,1393.57,4,10,46.5933,1104,56,183
0.686522,1068.84,4,10,23.925,781,57,178
0.448319,1085.9,4,10,33.0444,796,56,185
0.0176397,1034.86,4,10,50.4267,739,58,190
0.290735,736.27,4,10,23.89,449,56,183
0.557467,2599.11,7,10,57.2093,2124,98,322
0.887271,1083.28,4,10,29.4756,776,58,201
0.792103,2671.86,6,10,62.1733,2259,84,276
0.835617,2693,5,10,64.244,2334,70,236
0.867491,2366.9,6,10,40.04,1943,85,282
0.177434,971.05,4,10,46.2933,683,56,183
0.429646,693.562,4,10,25.7767,414,57,176
0.135979,1100.18,4,10,55.4533,813,56,182
0.371611,796.992,4,10,31.3867,510,56,182
0.599238,1378.84,4,10,48.22,1081,58,192
0.538421,998.496,4,10,32.5644,695,59,195
0.908546,1153,4,10,32.1911,858,56,191
0.748626,1152.51,4,10,31.9844,860,56,189
0.511192,2060.33,5,10,57.3833,1705,70,232
0.565659,936.837,4,10,24.0622,647,57,184
0.953679,2624.66,7,10,39.6848,2140,99,329
0.0407802,935.6,4,10,46.6033,651,56,180
0.349222,1239.23,4,10,60.9567,957,56,179
0.828204,1436.06,4,10,33.5717,1132,58,198
0.66009,2118.3,5,10,48.1667,1757,70,237
0.202574,903.084,4,10,39.89,614,56,185
0.0281222,979.344,4,10,45.7667,699,56,177
0.671972,1092.8,4,10,32.4422,796,57,191
0.33122,982.969,4,10,29.7667,691,58,185
0.159103,763.555,4,10,28.98,481,56,179
0.883344,1075.44,4,10,30.0489,783,56,188
0.624325,1180.42,4,10,39.2311,882,56,192
0.367232,1442.61,4,10,50.7333,1153,56,182
0.862578,1798.58,6,10,35.3853,1372,84,288
