Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.729895,18.9356,442.816,7,9,16.9286,26.013,0.189,18.447,0.325,7.047,396.831,11.335
0.63449,17.1008,481.55,9,9,21.2222,41.837,0.291,29.564,0.539,11.43,419.562,14.493
0.00688261,50.4942,347.572,7,9,7.57143,15.646,0.097,10.643,0.411,4.49,316.268,11.564
0.699466,47.2339,282.335,7,9,21.0714,30.583,0.224,20.538,0.417,9.394,235.934,11.162
0.569065,15.4481,614.486,8,9,20,33.402,0.225,23.576,0.422,9.167,563.187,12.922
0.0635841,46.5428,430.805,7,9,9.07143,18.775,0.132,11.798,0.297,6.537,395.428,12.231
0.402276,23.2207,439.546,10,9,32.35,70.245,0.441,50.009,0.867,18.911,345.616,17.201
0.704946,16.4065,645.743,7,9,15.5714,24.482,0.188,17.204,0.323,6.76,605.037,11.638
0,21.1866,464.262,7,9,3.28571,7.796,0.061,5.381,0.114,2.237,439.719,12.641
0.707812,46.6004,337.744,7,9,22.1429,36.53,0.285,24.211,0.526,11.494,284.569,11.589
0.561002,28.77,354.417,7,9,15.2143,24.886,0.169,17.455,0.294,6.961,313.303,11.698
0.203323,20.3135,1511.8,9,9,13.8333,35.754,0.245,23.631,0.51,11.357,1454.22,16.231
0.06304,33.5416,585.718,8,9,17.625,35.458,0.217,25.717,0.389,9.128,530.336,14.916
0.669797,20.7034,321.073,7,9,26.2143,43.989,0.276,29.476,0.593,13.63,260.37,11.826
0.674554,56.5208,1158.91,7,9,11.7857,18.657,0.117,13.885,0.215,4.434,1124.37,11.633
0.2403,22.6865,359.464,9,9,15.3889,38,0.239,26.124,0.55,11.077,300.47,15.522
0.259015,100.902,447.079,7,9,25.8571,42.773,0.254,28.268,0.714,13.523,388.217,10.803
0.496864,51.605,311.186,7,9,17.2857,28.315,0.18,20.856,0.349,6.923,266.658,11.548
0.154821,96.964,405.885,7,9,14.5714,23.875,0.158,16.6,0.306,6.805,365.839,11.532
0.366936,30.0853,2406.77,8,9,17.125,32.204,0.224,22.357,0.426,9.188,2355.61,13.63
0.599426,37.1984,366.098,7,9,27.5,40.539,0.278,28.174,0.576,11.498,309.528,11.295
0.185733,25.7671,427.393,7,9,5.28571,13.557,0.078,8.266,0.189,5.02,398.133,11.736
0.853841,15.8567,743.186,7,9,23.6429,40.127,0.264,25.49,0.592,13.766,687.111,10.762
0.688311,31.7977,287.081,7,9,20.1429,31.226,0.192,21.214,0.473,9.339,239.586,11.751
0.818405,17.3997,759.244,7,9,17.2143,25.965,0.175,18.46,0.336,6.986,717.805,11.109
0.286018,87.4834,717.248,7,9,23.7143,40.875,0.281,26.523,0.605,13.454,659.95,11.231
0.770478,24.4903,411.433,7,9,22.7857,36.034,0.226,25.918,0.468,9.41,359.371,11.306
0.00264234,53.3319,427.677,7,9,5.5,8.936,0.057,6.441,0.129,2.306,402.37,12.37
0.694674,28.4145,695.795,7,9,23.5,36.672,0.363,26.448,0.498,9.352,640.617,12.57
0.414335,23.2464,428.863,8,9,27.375,45.671,0.307,33.427,0.555,11.368,364.283,13.609
0.381414,45.6754,394.525,8,9,28.125,51.908,0.343,39.301,0.574,11.678,323.85,13.552
0.520983,19.5268,529.861,9,9,27.2222,53.13,0.354,37.689,0.936,14.138,455.538,15.399
0.631476,51.4975,387.671,7,9,32.4286,48.147,0.307,34.03,0.672,13.122,322.781,11.438
0.782338,27.9487,629.716,8,9,20.9375,41.088,0.255,27.091,0.617,13.111,570.75,12.375
0.516609,34.4456,1315.56,7,9,23.6429,40.534,0.229,30.994,0.458,8.844,1257.7,12.329
0.797997,21.0853,435.138,8,9,22.0625,40.93,0.26,28.254,0.551,11.851,376.045,12.822
0.725916,24.0244,1128.68,7,9,18.7857,30.758,0.216,22.618,0.4,7.518,1081.58,11.764
0.3503,98.0878,348.513,7,9,19.0714,32.334,0.227,20.598,0.456,11.041,300.317,10.934
0.544762,32.1257,461.874,7,9,28.0714,44.65,0.288,31.89,0.542,11.917,400.527,11.675
0.76917,26.4031,586.362,7,9,16.7857,26.228,0.169,18.829,0.325,6.897,544.119,11.624
0.620308,13.8479,798.744,7,9,19,29.499,0.23,19.888,0.472,8.9,752.452,12.039
0.456809,43.2371,435.588,8,9,32.3125,55.822,0.37,40.824,0.714,13.9,360.254,13.828
0.700051,32.8596,496.505,8,9,21.5625,38.093,0.276,25.383,0.479,11.944,440.637,12.406
0.25969,41.6285,424.2,7,9,23.5714,40.642,0.245,30.459,0.54,9.39,366.544,12.036
0.849229,15.0701,595.271,7,9,19.1429,33.607,0.216,21.552,0.512,11.316,545.266,11.396
0.602861,12.225,590.818,8,9,11.1875,20.958,0.146,13.862,0.272,6.67,552.109,12.96
0.000817479,33.8542,370.871,7,9,4.78571,8.584,0.056,6.259,0.109,2.158,345.248,12.846
0.725614,42.9666,426.246,8,9,14.75,27.535,0.192,17.802,0.465,9.066,380.673,13.034
0.31131,88.439,485.396,7,9,15.2857,28.006,0.185,17.966,0.484,9.361,441.363,11.103
0.143431,32.278,372.941,8,9,27.75,52.218,0.337,37.193,0.617,14.057,302.214,12.863
0.198439,26.6417,1181.55,10,9,9.35,28.792,0.179,19.227,0.313,9.054,1129.79,17.51
0.559382,18.1426,394.01,7,9,20.2857,30.756,0.214,21.085,0.413,9.035,346.594,11.866
0.540791,64.7996,823.865,10,9,19.35,42.019,0.307,28.135,0.623,12.94,758.884,16.568
0.365823,40.9643,557.462,7,9,22.7857,37.739,0.231,28.085,0.446,8.969,502.605,12.277
0,60.3494,783.753,7,9,6.07143,11.126,0.069,8.209,0.123,2.722,756.414,12.227
0.611034,11.006,493.112,7,9,14.6429,27.845,0.22,18.25,0.466,8.901,448.54,11.945
0.612247,23.6527,898.472,7,9,15.5,24.968,0.176,17.714,0.365,6.705,856.783,11.863
0.0592253,108.583,390.752,7,9,11.7143,22.475,0.148,15.358,0.374,6.587,351.556,11.995
0.807918,28.5199,489.55,7,9,16.4286,28.615,0.194,18.639,0.404,9.367,443.962,12.041
0.0161167,150.638,663.116,7,9,21.6429,34.111,0.218,26.782,0.393,6.711,611.132,12.984
0.322554,97.1987,324.447,7,9,17.7857,28.569,0.192,18.723,0.457,9.188,279.855,11.24
0.00878672,48.4407,483.383,7,9,5.64286,11.466,0.09,6.601,0.194,4.577,456.048,11.774
0.5582,76.8522,296.48,7,9,17.5714,28.544,0.188,18.97,0.408,8.97,250.883,12.087
0.800777,15.4074,439.897,7,9,14.2143,24.698,0.162,17.195,0.35,6.983,399.069,11.387
0.486066,35.6523,1035.03,8,9,25.0625,44.007,0.281,34.494,0.439,8.782,970.826,14.519
0.526659,23.6837,381.46,7,9,21.9286,34.277,0.245,22.243,0.537,11.242,330.406,11.626
0.712439,13.6795,444.04,7,9,28,41.279,0.271,31.419,0.534,9.044,385.933,11.959
0.500614,12.2993,570.324,7,9,18.5714,31.993,0.239,21.895,0.856,8.992,521.415,12.018
0.583175,68.2931,377.898,7,9,20.4286,27.952,0.199,20.765,0.324,6.657,333.861,11.572
0.417422,72.2459,738.579,7,9,26.0714,42.318,0.277,29.404,0.54,12.082,679.603,11.612
0.77207,27.8723,383.019,7,9,21.9286,40.142,0.269,25.444,0.591,13.825,326.396,11.013
0.132496,41.5438,328.731,7,9,21,32.89,0.208,25.548,0.339,6.787,278.357,12.939
0.0938584,93.9616,421.558,7,9,18.4286,31.04,0.202,23.424,0.43,6.978,373.793,12.081
0.882861,13.8118,728.786,7,9,20.7143,34.977,0.301,22.743,0.485,11.437,676.674,11.779
0.216908,103.4,1411.63,8,9,30.6875,50.209,0.321,35.987,0.724,13.165,1341.59,14.233
0.809252,21.9509,516.327,9,9,30.5,61.051,0.416,41.883,0.97,17.764,433.53,15.139
0.504266,83.9785,389.088,9,9,20.2778,39.972,0.277,27.451,0.509,11.723,328.161,15.043
0.0414276,31.1499,364.595,7,9,18.3571,29.729,0.19,22.354,0.336,6.842,318.295,12.227
0.660409,29.6046,561.989,7,9,21.7143,34.394,0.24,26.583,0.372,7.19,509.706,12.861
0.563321,41.6084,350.489,7,9,17.5714,28.287,0.204,18.348,0.468,9.257,305.809,11.506
0.118436,128.939,970.662,7,9,12.1429,21.533,0.144,14.271,0.327,6.782,933.493,11.059
0.476868,15.1067,487.708,7,9,13,21.683,0.164,14.316,0.372,6.824,450.117,11.284
0.760144,23.8887,872.936,7,9,21.9286,37.279,0.234,27.512,0.466,9.057,818.507,12.107
0.698612,46.0856,992.89,8,9,20.25,36.375,0.26,23.643,0.674,11.788,937.163,13.474
0.63637,35.5256,766.704,7,9,13.6429,22.761,0.162,15.446,0.339,6.807,727.554,11.545
0.290901,96.2216,512.414,10,9,26.65,58.888,0.4,44.327,0.687,13.458,428.907,18.077
0.351649,94.5082,338.001,7,9,21.3571,36.079,0.262,21.25,0.686,13.866,285.233,11.324
0.361283,104.683,301.678,7,9,20.4286,31.323,0.22,21.628,0.381,9.085,253.215,12.039
0.58636,17.4564,846.711,7,9,12.3571,20.432,0.167,13.371,0.356,6.532,810.284,11.37
0.731185,14.67,1037.31,8,9,20.6875,35.607,0.266,25.627,0.51,9.195,983.244,13.422
0.365867,83.5339,575.838,9,9,22.8889,48.912,0.332,31.101,0.882,16.578,506.121,14.494
0.730042,39.3975,821.169,7,9,19.8571,31.28,0.208,21.531,0.42,9.111,773.202,11.751
0.772952,23.2502,378.587,7,9,24.2143,35.473,0.237,25.722,0.463,9.041,326.496,11.775
0.790711,25.2876,487.534,7,9,17,28.5,0.183,20.05,0.324,7.936,442.285,12.032
0.187167,119.15,379.99,7,9,19.6429,32.037,0.213,22.38,0.493,8.939,331.828,11.331
0.106187,51.8791,440.281,7,9,22.9286,39.243,0.275,28.72,0.474,9.766,383.855,12.306
0.379577,16.3698,761.385,7,9,18.1429,32.39,0.208,22.101,0.44,9.631,711.88,12.326
0.197784,97.962,554.277,7,9,25.0714,42.017,0.302,27.177,0.661,13.86,494.923,11.812
0.761207,26.7741,557.875,8,9,29.5,50.379,0.338,35.234,0.651,14.142,488.632,13.287
0.454274,24.7651,411.705,7,9,25.8571,41.135,0.281,31.508,0.455,8.881,353.989,11.781
