Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.943519,469.558,7,7,20.0667,179,65,180
0.956393,516.881,8,7,20.0667,197,76,196
0.952994,654.87,10,7,20.0667,255,95,254
0.953477,601.433,9,7,20.0667,233,83,236
0.943812,647.127,10,7,20.0667,252,92,249
0.939379,533.107,8,7,20.0667,208,74,203
0.931804,519.779,8,7,20.0667,201,75,198
0.937151,535.31,8,7,20.0667,207,75,205
0.949884,482.49,7,7,20.0667,191,65,179
0.9284,475.523,7,7,20.0667,188,66,177
0.926007,394.949,6,7,20.0667,151,58,147
0.951147,476.511,7,7,20.0667,183,66,184
0.956871,483.43,7,7,20.0667,184,65,189
0.963943,590.356,9,7,20.0667,230,84,226
0.955756,459.628,7,7,20.0667,171,66,176
0.932628,408.29,6,7,20.0667,160,57,150
0.9519,488.586,7,7,20.0667,185,65,194
0.936665,541.479,8,7,20.0667,220,75,200
0.923904,539.674,8,7,20.0667,217,75,201
0.921932,462.183,7,7,20.0667,177,65,176
0.920522,473.758,7,7,20.0667,183,68,180
0.949994,477.188,7,7,20.0667,183,66,184
0.929522,682.641,10,7,20.0667,274,94,263
0.949565,462.583,7,7,20.0667,177,66,178
0.945152,339.261,5,7,20.0667,127,48,126
0.945588,478.209,7,7,20.0667,189,66,179
0.954629,579.675,9,7,20.0667,226,83,220
0.947899,469.091,7,7,20.0667,180,67,178
0.944813,345.294,5,7,20.0667,132,48,129
0.916551,614.485,9,7,20.0667,242,84,240
0.945268,426.862,6,7,20.0667,161,57,166
0.943659,471.561,7,7,20.0667,182,68,181
0.934173,475.572,7,7,20.0667,184,67,179
0.950034,694.446,9,7,20.0667,278,85,281
0.946484,533.59,8,7,20.0667,209,74,203
0.932733,411.215,6,7,20.0667,158,56,156
0.962034,596.866,9,7,20.0667,232,82,231
0.956072,549.201,8,7,20.0667,209,72,218
0.923286,405.368,6,7,20.0667,158,55,151
0.911912,361.498,5,7,20.0667,133,46,144
0.951389,592.396,9,7,20.0667,230,83,227
0.944965,344.802,5,7,20.0667,129,46,131
0.948568,474.102,7,7,20.0667,183,67,181
0.960021,585.143,9,7,20.0667,230,83,221
0.956943,606.843,9,7,20.0667,237,84,238
0.96361,662.439,10,7,20.0667,255,96,260
0.931051,627.052,9,7,20.0667,247,86,245
0.944194,466.754,7,7,20.0667,182,66,176
0.955459,541.451,8,7,20.0667,211,77,208
0.924934,403.337,6,7,20.0667,152,57,153
0.944049,471.356,7,7,20.0667,181,66,179
0.92943,469.158,7,7,20.0667,183,64,176
0.930951,403.625,6,7,20.0667,155,57,150
0.938137,530.884,8,7,20.0667,208,74,202
0.936173,543.137,8,7,20.0667,214,75,206
0.925457,407.824,6,7,20.0667,155,58,154
0.950508,537.821,8,7,20.0667,209,78,206
0.938067,483.105,7,7,20.0667,181,66,192
0.953706,409.497,6,7,20.0667,157,58,154
0.923834,542.108,8,7,20.0667,214,77,207
0.946745,554.161,8,7,20.0667,218,75,215
0.943724,703.825,10,7,20.0667,276,92,282
0.941936,470.22,7,7,20.0667,183,66,178
0.959375,542.893,8,7,20.0667,217,77,202
0.945591,680.488,10,7,20.0667,268,96,265
0.94719,411.061,6,7,20.0667,159,57,154
0.948114,606.726,9,7,20.0667,244,85,226
0.939954,409.9,6,7,20.0667,157,57,154
0.92769,339.263,5,7,20.0667,129,47,124
0.947244,467.838,7,7,20.0667,182,65,177
0.942083,546.518,8,7,20.0667,212,77,210
0.953407,540.379,8,7,20.0667,213,76,205
0.957597,677.269,10,7,20.0667,274,95,259
0.963597,670.385,9,7,20.0667,261,84,274
0.956993,603.264,9,7,20.0667,244,84,227
0.960995,521.85,8,7,20.0667,200,75,201
0.947531,547.425,8,7,20.0667,219,76,207
0.943009,403.31,6,7,20.0667,156,56,150
0.945112,480.114,7,7,20.0667,187,66,181
0.924909,663.632,10,7,20.0667,260,95,258
0.942714,401.498,6,7,20.0667,152,56,151
0.925512,551.93,8,7,20.0667,218,74,213
0.965526,677.84,10,7,20.0667,261,95,272
0.931719,403.697,6,7,20.0667,155,54,151
0.932458,475.558,7,7,20.0667,185,66,181
0.939372,470.068,7,7,20.0667,184,66,178
0.932623,402.662,6,7,20.0667,155,56,150
0.953856,533.679,8,7,20.0667,208,74,205
0.952201,546.246,8,7,20.0667,208,74,218
0.923473,404.459,6,7,20.0667,154,56,152
0.949265,464.015,7,7,20.0667,181,64,173
0.945536,536.567,8,7,20.0667,209,75,204
0.941618,464.481,7,7,20.0667,181,65,173
0.946969,527.283,8,7,20.0667,202,75,203
0.927111,600.703,9,7,20.0667,235,85,231
0.967676,657.562,10,7,20.0667,258,95,252
0.941925,602.846,9,7,20.0667,233,85,235
0.939991,405.962,6,7,20.0667,153,58,153
0.939368,415.014,6,7,20.0667,161,56,155
0.92431,482.985,7,7,20.0667,189,65,183
