Iteration,Cost,Cost reduction,time (ms)
0,4776.91,0.00135374,177.683
1,4738.27,0.0094319,334.674
2,4688.44,0.0198502,503.737
3,4628.76,0.0323248,693.827
4,2911.92,0.391244,896.055
5,1978.49,0.586382,1096.16
6,1118.72,0.766124,1299.78
7,847.591,0.822805,1514.94
8,756.198,0.841912,1726.82
9,756.198,0.841912,1938.43
