Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.9940530148878733,6.180418244214165,70.13427090644836,24,19.672131147540984
1,0.9958718681297299,4.290422687792323,84.43477606773376,37,26.229508196721312
2,0.9648396578876299,36.544770365741265,30.654112815856934,6,39.34426229508197
3,0.9926338245621992,7.656670409370134,41.8723201751709,13,29.508196721311474
5,0.9957028248016134,4.467173523848231,142.86625576019287,37,26.229508196721312
6,0.9940128882805076,6.221756293559354,31.68543839454651,15,24.59016393442623
7,0.9960203037523578,4.135426449783806,86.2843279838562,36,21.311475409836063
8,0.9955484617461342,4.62546447909623,46.902764320373535,17,21.311475409836063
9,0.9942172641503033,6.008327302067253,55.866063833236694,21,19.672131147540984
10,0.9938132210938997,6.431917661819954,45.32164025306702,19,14.754098360655737
12,0.9935203619642758,6.7371967439948515,56.52077269554138,25,21.311475409836063
13,0.9492228489214966,52.79870863800559,114.05790567398071,8,47.540983606557376
14,0.9399283169142765,62.467104949375425,53.942530393600464,8,44.26229508196721
15,0.9942758370320001,5.947128584485755,41.89525055885315,17,19.672131147540984
16,0.9557669204850546,45.95341049655493,35.93950033187866,6,32.78688524590164
17,0.9961771653134013,3.971288583252634,67.55784606933594,24,21.311475409836063
18,0.9945434770548459,5.6680985791633685,51.60989212989807,25,21.311475409836063
19,0.9944545488855119,5.7601513261165,60.09299182891846,18,24.59016393442623
