Iteration,Cost,Cost reduction,time (ms)
0,7.753087436846476,0.0,30.994415283203125
1,7.668289573116262,0.010937302645035785,212.19635009765625
2,5.85695535725554,0.24456477436067414,686.4428520202637
3,5.074531354018951,0.3454825067621077,1097.4199771881104
4,3.3505306027530484,0.5678456318150518,1510.284423828125
5,2.469852881416341,0.6814362147293234,1960.0980281829834
6,2.193412017376598,0.7170917992034467,2459.827661514282
7,2.1789353302073797,0.7189590149787284,3199.0880966186523
8,1.9380747693076545,0.7500254208282274,3552.1769523620605
9,1.9203068113594595,0.752317147587783,4070.543050765991
10,1.7841638682478798,0.7698769834880672,4490.746736526489
11,1.7841169180517404,0.7698830391654373,5875.327825546265
