Iteration,Cost,Cost reduction,time (ms)
0,110.045,0.0376065,150.843
1,24.6738,0.784215,271.596
2,23.8576,0.791353,379.273
3,6.53131,0.942881,490.968
4,6.53131,0.942881,608.482
