Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
71.084,0,4,36.447,19.095,12.725,0,0,0
72.841,0,4,36.613,19.502,13.829,0,0,0
69.033,0,4,33.763,18.221,14.168,0,0,0
73.22,0,4,35.346,21.321,13.714,0,0,0
74.635,0,4,37.437,20.371,13.924,0,0,0
74.66,0,4,39.107,18.167,14.217,0,0,0
72.465,0,4,37.228,17.818,14.142,0,0,0
77.143,0,4,40.522,18.516,14.897,0,0,0
75.664,0,4,38.316,19.355,14.62,0,0,0
74.415,0,4,37.502,18.909,14.52,0,0,0
77.542,0,4,38.391,20.753,14.645,0,0,0
76.647,0,4,38.458,18.48,16.035,0,0,0
80.799,0,4,41.876,19.729,15.534,0,0,0
78.313,0,4,41.821,18.659,14.162,0,0,0
80.773,0,4,41.424,19.939,15.769,0,0,0
78.681,0,4,40.307,18.96,15.34,0,0,0
79.349,0,4,39.587,20.273,15.822,0,0,0
77.806,0,4,40.069,18.791,14.891,0,0,0
80.205,0,4,41.963,18.848,15.319,0,0,0
80.607,0,4,40.877,20.559,15.164,0,0,0
79.396,0,4,40.418,19.316,15.575,0,0,0
81.938,0,4,42.146,19.198,16.724,0,0,0
84.671,0,4,43.461,21.208,15.842,0,0,0
78.249,0,4,41.435,18.213,14.716,0,0,0
84.155,0,4,43.741,21.346,14.755,0,0,0
77.704,0,4,39.4,19.377,15.207,0,0,0
76.431,0,4,38.607,19.234,14.837,0,0,0
78.15,0,4,40.649,18.348,15.175,0,0,0
81.251,0,4,40.31,21.168,15.805,0,0,0
81.484,0,4,40.591,19.506,17.583,0,0,0
76.652,0,4,38.983,18.227,15.563,0,0,0
79.019,0,4,39.234,20.617,15.272,0,0,0
82.457,0,4,41.116,20.102,17.573,0,0,0
77.902,0,4,39.293,20.301,14.687,0,0,0
75.928,0,4,39.144,18.742,14.422,0,0,0
77.354,0,4,38.215,18.743,16.901,0,0,0
75.62,0,4,37.955,19.371,14.721,0,0,0
75.887,0,4,39.238,18.379,14.583,0,0,0
75.908,0,4,37.095,20.696,14.558,0,0,0
83.316,0,4,44.754,20.307,14.559,0,0,0
75.853,0,4,38.951,18.316,14.789,0,0,0
83.494,0,4,44.46,20.078,15.012,0,0,0
85.22,0,4,45.495,20.249,15.397,0,0,0
89.492,0,4,49.678,19.308,15.973,0,0,0
87.12,0,4,46.92,20.216,15.518,0,0,0
92.02,0,4,50.977,20.937,15.481,0,0,0
88.644,0,4,49.939,18.146,15.943,0,0,0
88.76,0,4,47.029,18.848,18.097,0,0,0
90.183,0,4,51.711,18.238,15.74,0,0,0
94.166,0,4,50.627,20.831,17.787,0,0,0
94.103,0,4,54.266,18.142,17.108,0,0,0
91.236,0,4,51.624,19.577,15.344,0,0,0
89.458,0,4,44.309,24.356,16.009,0,0,0
89.44,0,4,49.846,19.427,15.651,0,0,0
87.288,0,4,46.243,19.627,17.017,0,0,0
87.787,0,4,47.777,19.714,15.765,0,0,0
81.955,0,4,43.77,18.147,15.541,0,0,0
84.263,0,4,45.131,19.794,15.131,0,0,0
89.831,0,4,49.054,19.953,16.253,0,0,0
88.504,0,4,48.838,18.194,17.24,0,0,0
88.118,0,4,47.706,18.845,16.926,0,0,0
88.905,0,4,47.493,21.417,15.767,0,0,0
88.935,0,4,47.951,19.335,17.321,0,0,0
87.161,0,4,47.199,19.736,15.651,0,0,0
85.579,0,4,46.343,19.251,15.65,0,0,0
89.721,0,4,48.623,20.565,16.167,0,0,0
85.47,0,4,45.252,19.77,16.064,0,0,0
88.993,0,4,48.159,18.76,17.695,0,0,0
87.045,0,4,47.705,18.769,16.355,0,0,0
84.7,0,4,45.559,19.45,15.245,0,0,0
88.878,0,4,47.727,21.87,15,0,0,0
86.347,0,4,47.473,18.098,16.23,0,0,0
87.417,0,4,48.015,18.671,16.394,0,0,0
88.117,0,4,47.972,20.68,15.252,0,0,0
88.42,0,4,48.112,20.51,15.687,0,0,0
88.542,0,4,46.941,19.591,17.778,0,0,0
