Iteration,Cost,Cost reduction,time (ms)
0,47.8049,0,27.945
1,47.8049,0,34.843
2,47.8049,0,41.703
3,47.8049,0,49.085
4,47.8049,0,54.027
5,45.2819,0.0527773,61.627
6,45.2819,0.0527773,69.88
