Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.879946,42.2824,24.74,1,2,0.4,2.015,0.015,0.85,0.019,1.128,18.831,1.33
0.587138,10.3896,12.901,1,2,0.4,1.651,0.011,0.65,0.013,0.975,7.541,1.36
0,21.6515,16.422,1,2,0.4,1.378,0.01,0.387,0.011,0.968,11.622,1.35
0.519228,6.01736,14.271,1,2,0.4,1.409,0.01,0.418,0.019,0.961,9.194,1.318
0,3.99185,22.554,1,2,0.4,1.794,0.01,0.826,0.013,0.943,17.37,1.3
0.966172,7.44285,23.443,1,2,0.4,1.452,0.01,0.347,0.012,1.08,18.198,1.368
0.568417,667.575,14.893,1,2,0.4,1.481,0.012,0.381,0.016,1.069,9.659,1.357
0.918914,4.49453,14.86,1,2,0.4,1.362,0.012,0.397,0.013,0.938,9.863,1.326
0.781399,244.722,59.445,1,2,0.4,1.319,0.011,0.379,0.011,0.916,54.455,1.304
0.593857,321.473,21.936,1,2,0.4,1.74,0.011,0.472,0.02,1.235,16.544,1.341
0.680337,451.833,18.013,1,2,0.4,1.528,0.012,0.376,0.013,1.126,12.615,1.313
0,15.2115,19.389,1,2,0.4,1.497,0.011,0.481,0.024,0.979,14.464,1.324
0,0.313105,8.838,1,2,0.4,1.562,0.011,0.512,0.018,1.02,3.814,1.307
0.389124,1.40412,24.526,1,2,0.4,1.457,0.01,0.47,0.02,0.955,19.381,1.33
0.494304,656.539,15.287,1,2,0.4,1.6,0.01,0.428,0.012,1.148,10.081,1.311
0.459869,771.451,13.644,1,2,0.4,1.497,0.01,0.457,0.012,1.015,8.53,1.311
0,5.22498,15.109,1,2,0.4,1.422,0.011,0.305,0.012,1.091,10.269,1.33
0,16.1681,16.966,1,2,0.4,1.479,0.011,0.479,0.012,0.974,12.083,1.307
0,521.902,17.314,1,2,0.4,1.265,0.011,0.303,0.012,0.938,12.653,1.309
0.655058,257.803,14.05,1,2,0.4,1.459,0.01,0.479,0.012,0.955,8.891,1.357
0.10716,1286.58,11.128,1,2,0.4,1.294,0.011,0.347,0.012,0.922,6.136,1.36
0.866469,39.2395,15.246,1,2,0.4,1.854,0.016,0.44,0.013,1.382,9.084,1.323
0,42.6554,19.579,1,2,0.4,1.557,0.013,0.433,0.013,1.096,14.563,1.315
0.83876,62.2751,19.2,1,2,0.4,1.448,0.012,0.395,0.011,1.028,14.048,1.32
0.859831,26.2758,16.736,1,2,0.4,1.378,0.011,0.415,0.011,0.938,11.701,1.338
0.956768,8.00584,24.624,1,2,0.4,1.515,0.011,0.439,0.025,1.038,19.406,1.356
0.15416,934.379,13.272,1,2,0.4,1.413,0.011,0.397,0.013,0.991,8.229,1.3
0.854847,48.7813,20.124,1,2,0.4,1.525,0.01,0.418,0.024,1.071,14.977,1.326
0.559072,661.448,21.417,1,2,0.4,1.656,0.011,0.488,0.011,1.144,16.148,1.302
0.729421,412.336,20.037,1,2,0.4,1.415,0.01,0.409,0.013,0.981,15.017,1.297
0.822679,0.12347,25.008,1,2,0.4,1.62,0.012,0.575,0.012,1.019,19.753,1.336
0,0.805195,45.074,1,2,0.4,1.468,0.011,0.308,0.012,1.135,40.243,1.304
0.967926,8.06642,14.069,1,2,0.4,1.906,0.011,0.75,0.013,1.13,8.362,1.375
0.404665,85.6933,19.009,1,2,0.4,1.505,0.015,0.521,0.013,0.954,13.823,1.312
0.418821,9.76974,8.644,1,2,0.4,1.516,0.01,0.456,0.011,1.037,3.245,1.378
0.863057,4.42888,9.95,1,2,0.4,1.467,0.014,0.424,0.012,1.014,4.677,1.31
0.849659,4.20524,9.213,1,2,0.4,1.424,0.01,0.415,0.011,0.987,4.129,1.327
0,177.215,18.448,1,2,0.4,1.481,0.012,0.396,0.012,1.059,13.389,1.307
0.87824,48.6544,27.259,1,2,0.4,1.457,0.011,0.469,0.017,0.951,21.964,1.32
0.284926,802.3,13.875,1,2,0.4,1.845,0.014,0.76,0.011,1.058,8.09,1.394
0.443823,574.253,13.635,1,2,0.4,1.563,0.01,0.511,0.012,1.028,8.175,1.583
0.506807,28.1997,33.924,1,2,0.4,1.282,0.014,0.318,0.013,0.934,29.032,1.318
0,7.71081,11.112,1,2,0.4,1.7,0.01,0.706,0.019,0.963,5.767,1.523
0,181.422,34.625,1,2,0.4,1.454,0.01,0.486,0.012,0.944,29.783,1.305
0.382287,177.378,26.03,1,2,0.4,1.774,0.015,0.471,0.011,1.275,20.561,1.32
0,5.76099,10.024,1,2,0.4,1.425,0.01,0.428,0.013,0.972,5.152,1.368
0.548985,699.823,23.961,1,2,0.4,1.644,0.01,0.682,0.022,0.927,18.09,1.615
0.00340393,23.171,60.099,1,2,0.4,1.779,0.012,0.687,0.015,1.062,54.42,1.311
0,481.521,10.779,1,2,0.4,1.432,0.011,0.485,0.018,0.916,5.741,1.317
0.447785,848.912,18.157,1,2,0.4,1.505,0.01,0.304,0.012,1.177,12.822,1.424
0.594111,523.608,16.991,1,2,0.4,1.59,0.01,0.513,0.024,1.041,11.787,1.32
0.0236146,1506.11,13.872,1,2,0.4,1.196,0.012,0.301,0.012,0.868,8.727,1.408
0.954222,16.8014,16.019,1,2,0.4,1.59,0.01,0.627,0.016,0.935,10.753,1.319
0.43115,57.1646,24.928,1,2,0.4,1.532,0.01,0.417,0.011,1.092,19.489,1.458
0.0060151,58.7932,23.3,1,2,0.4,1.914,0.01,0.487,0.013,1.403,17.712,1.342
0,1.42252,20.977,1,2,0.4,1.432,0.01,0.485,0.012,0.923,15.891,1.371
0.467675,221.682,17.213,1,2,0.4,1.628,0.011,0.414,0.013,1.188,11.942,1.311
0.692323,78.0941,15.511,1,2,0.4,1.97,0.012,0.714,0.014,1.229,9.82,1.326
0.128879,889.888,14.356,1,2,0.4,1.492,0.01,0.304,0.017,1.158,9.188,1.375
0.642367,318.973,13.318,1,2,0.4,1.652,0.011,0.554,0.012,1.075,8.049,1.309
0,7.56466,19.755,1,2,0.4,1.227,0.01,0.3,0.012,0.904,15.146,1.306
0.882468,44.7764,13.411,1,2,0.4,1.265,0.01,0.308,0.012,0.933,8.51,1.318
0.615926,604.28,15.785,1,2,0.4,1.504,0.01,0.457,0.011,1.024,10.669,1.315
0.00604176,893.298,24.438,1,2,0.4,1.378,0.01,0.395,0.011,0.961,19.339,1.34
0.308915,6.21613,28.043,1,2,0.4,1.382,0.01,0.411,0.013,0.945,22.996,1.309
0.618645,456.63,11.767,1,2,0.4,1.477,0.011,0.515,0.012,0.938,6.487,1.311
