Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
3044.89,0,0,42.5222,21.4286,24.0201,4.57157,6.95407,0
2238.44,0,0,43.4474,21.4286,23.8904,4.36585,7.73187,0
1512.26,0,0,38.9122,21.4286,21.396,4.36518,6.70722,0
4117.47,0,0,45.3313,21.4286,25.4562,4.43689,7.72227,0
5228.91,0,0,31.7179,21.4286,17.0557,4.28533,5.33072,0
3417.7,0,0,38.0783,21.4286,21.5223,4.47825,6.12441,0
9245.73,0,0,37.3907,21.4286,20.1136,4.32895,6.55737,0
3414.27,0,0,37.1354,21.4286,20.3805,4.31733,6.33709,0
8357.31,0,0,38.3151,21.4286,21.3669,4.38318,6.38279,0
3075.13,0,0,39.5704,21.4286,22.0828,4.40151,6.67481,0
4460.33,0,0,44.3943,21.4286,25.3891,4.49966,7.40244,0
7348.83,0,0,38.8312,21.4286,21.5168,4.41238,6.55106,0
5959.12,0,0,35.0754,21.4286,19.0197,4.28869,6.03289,0
8771.91,0,0,42.1405,21.4286,23.6069,4.51012,6.9963,0
2439.01,0,0,46.2034,21.4286,24.8892,4.4111,8.5308,0
11797.9,0,0,36.3393,21.4286,19.9221,4.29637,6.21927,0
7848.8,0,0,39.0049,21.4286,21.3806,4.37755,6.71803,0
5466.94,0,0,40.4927,21.4286,22.6095,4.50778,6.7944,0
3070.43,0,0,39.1921,21.4286,21.4935,4.33373,6.77968,0
5120.88,0,0,39.3616,21.4286,21.8099,4.44412,6.67311,0
9140.45,0,0,44.4474,21.4286,25.2949,4.50442,7.22256,0
9227.04,0,0,45.3216,21.4286,25.045,4.4733,7.93673,0
2171.93,0,0,40.9133,21.4286,22.8548,4.4877,6.81686,0
7054.07,0,0,44.0681,21.4286,24.2072,4.35626,7.81161,0
10495.6,0,0,41.5446,21.4286,23.7012,4.60039,6.60698,0
4361.48,0,0,39.9853,21.4286,21.8013,4.32962,7.03522,0
8162.25,0,0,37.1274,21.4286,20.4484,4.36179,6.26225,0
10341.4,0,0,42.6137,21.4286,24.2673,4.4223,6.8949,0
5194.77,0,0,43.0257,21.4286,24.2685,4.51166,7.14583,0
9027.86,0,0,38.6762,21.4286,21.5686,4.38238,6.45023,0
1951.36,0,0,33.8363,21.4286,18.4251,4.31439,5.66922,0
9178.61,0,0,41.5173,21.4286,22.8625,4.3827,7.16299,0
1776.45,0,0,36.4262,21.4286,20.1663,4.3168,6.10269,0
1294.07,0,0,34.4729,21.4286,18.7759,4.31076,5.77695,0
3527.06,0,0,47.1315,21.4286,26.1654,4.58128,8.06008,0
2890.54,0,0,32.9883,21.4286,17.8431,4.22817,5.63791,0
2472.78,0,0,46.2405,21.4286,25.372,4.40684,8.25897,0
4212.54,0,0,33.2586,21.4286,17.8007,4.2925,5.71339,0
5503.69,0,0,34.0107,21.4286,18.6691,4.30333,5.63515,0
2445.81,0,0,40.467,21.4286,22.7073,4.49012,6.58969,0
12507,0,0,41.077,21.4286,23.3,4.38584,6.80851,0
4174.87,0,0,38.256,21.4286,20.6553,4.33742,6.79847,0
10520.6,0,0,35.3976,21.4286,19.5533,4.38849,5.81053,0
4008.27,0,0,41.0985,21.4286,22.5414,4.38084,7.20349,0
4207.42,0,0,37.0909,21.4286,20.5561,4.3179,6.22553,0
8503.32,0,0,39.7646,21.4286,22.3106,4.49421,6.5604,0
3901.48,0,0,44.6118,21.4286,25.2449,4.46066,7.37867,0
4121.42,0,0,37.2574,21.4286,20.6145,4.43676,6.21921,0
1311.51,0,0,38.9478,21.4286,21.324,4.36161,6.76948,0
8912.74,0,0,45.052,21.4286,25.2567,4.64669,7.43608,0
1983.47,0,0,36.2689,21.4286,20.0326,4.2752,6.12011,0
1183.68,0,0,35.3954,21.4286,19.0808,4.33687,6.08121,0
3095,0,0,33.1599,21.4286,17.9678,4.2825,5.59469,0
6490.35,0,0,45.4546,21.4286,25.6401,4.49811,7.58295,0
7119.48,0,0,43.7244,21.4286,24.4606,4.46184,7.46451,0
4051.69,0,0,42.4522,21.4286,23.4681,4.45452,7.37696,0
2397.92,0,0,37.9292,21.4286,20.8196,4.29921,6.54853,0
3627.74,0,0,43.7866,21.4286,24.8865,4.40814,7.16616,0
5026.57,0,0,36.088,21.4286,19.7331,4.37152,6.00918,0
