MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.321032,3.97974e-05,0.0130378,62.6514,0.000122063,0.187273
9.71525,4.59439e-05,0.0119853,12813.4,0.00012148,0.198182
138.989,7.63955e-05,0.00349193,210263,0.000353773,0.847273
3025.04,9.50436e-05,0.00385894,768926,0.000639397,3.74636
41.2105,7.10097e-05,0.00462528,12060.6,0.00329161,2.59818
229.95,0.000102362,0.00884148,324012,0.000563035,1.80364
26623.4,0.00457179,0.0224488,136034,0.012834,3.71636
848.913,0.00020077,0.0084245,385124,0.00211839,3.71909
155.995,0.000161092,0.012847,76748.7,0.00209373,0.494545
287.506,5.97595e-05,0.00677755,243789,0.000304742,0.71
3957.17,0.000142054,0.00661432,7.1728e+06,0.00575328,5.01455
3526.31,0.000193409,0.00497236,1.75389e+06,0.0478446,5.17091
1823.91,0.000447777,0.00290432,110146,0.0195318,3.49909
774.348,6.33966e-05,0.00709396,956350,0.000171742,0.684545
222.097,0.000106699,0.00228401,138190,0.000720955,3.48364
778.656,9.52676e-05,0.00363996,297863,0.00023342,3.80727
169.74,4.0587e-05,0.0147315,47197.1,0.000186222,1.64182
426.817,9.53446e-05,0.00775442,250720,0.000352645,4.17727
22110.7,0.000695935,0.0042071,1.19438e+07,0.310184,11.1155
4264.91,0.000542506,0.00448688,499704,0.00437924,14.1118
231.044,0.0001036,0.0160072,76501.2,0.0015593,7.49636
6463.29,0.000122089,0.0041004,9.08418e+06,0.0010897,7.61455
1168.4,0.000187761,0.00606201,624599,0.00270012,11.7209
28340.3,0.0012713,0.00256499,3.06625e+07,0.0113031,12.65
0.00575376,1.66579e-06,0.000213257,0.813784,7.10376e-05,8.70818
16.024,4.4742e-05,0.00576928,976.376,0.00010324,0.135455
226.899,0.000139841,0.00232419,68462,0.00268061,0.293636
728.37,0.000255905,0.00388051,587280,0.00115884,2.81727
0.00925564,5.80932e-06,0.00091528,2.51992,9.07455e-05,2.04091
1290.19,0.000143368,0.0198275,379148,0.000433728,1.23091
3.56626e+06,0.00854475,0.00511778,1.31938e+08,0.406821,10.6864
206936,0.00823406,0.00540771,2.41844e+06,0.115063,12.1109
0.0612334,7.74974e-06,0.00270897,1.7667,6.599e-05,6.46545
7217.42,0.000132424,0.00859945,738067,0.000468902,1.15636
7669.71,0.000158359,0.0099762,747863,0.00108668,1.21636
7669.77,0.000160103,0.00996744,747863,0.00108668,1.21636
0.0252926,5.51867e-06,0.000263486,3.41165,0.000223698,0.94
0.318253,4.89855e-05,0.00893497,1.69065,0.000114917,0.139091
118.524,5.46481e-05,0.0114419,4375.56,0.000101563,0.178182
443.769,0.000134257,0.0104874,735089,0.000735515,2.73818
0.0499186,1.31921e-05,0.00222414,0.487939,0.000101799,1.27455
2026.02,0.000110565,0.0114017,2.20075e+06,0.00791707,1.71909
10550.2,0.00195841,0.00786214,87826,0.0116623,4.88091
966.863,0.000329449,0.00431863,304018,0.00319518,7.88091
0.0992723,1.74797e-05,0.00349511,3.2564,0.000160549,2.73
25.1746,7.86165e-05,0.0194173,27303.6,0.000122571,0.178182
371.938,0.000149705,0.00521061,275286,0.00144574,2.30455
12209.9,0.000846453,0.00598664,841228,0.0170901,6.21909
0.225258,2.30502e-05,0.00947809,31.1192,9.27242e-05,1.87818
194.015,9.30337e-05,0.00678469,211954,0.000185672,0.584545
1404.51,0.000171835,0.00795252,2.35166e+06,0.000412627,1.57636
1524.39,9.32483e-05,0.0038214,2.05346e+06,0.000566629,6.22636
0.0421006,9.25532e-06,0.000455234,4.47408,0.000150421,3.23364
30.9965,5.18848e-05,0.0135242,19326.6,0.000118038,0.323636
177.477,0.000122843,0.00739117,83136.5,0.000541338,3.56091
1563.42,0.00011544,0.00355437,861141,0.00148531,6.78182
285.337,0.000537285,0.00806601,57265,0.00165993,3.02364
262.428,8.09972e-05,0.00772975,83902.3,0.000216509,0.72
913.304,8.89327e-05,0.00765232,638519,0.000199914,2.18273
5295.92,8.66804e-05,0.00371846,3.65227e+06,0.00119386,13.4564
0.402848,2.3992e-05,0.00187585,4.56918,0.00012036,4.84909
440.521,0.000125534,0.0101292,193615,0.000353455,0.23
376.071,9.81604e-05,0.0118456,249896,0.000314812,0.239091
1384.94,0.000672736,0.0110733,118387,0.00448283,0.849091
10.2414,3.68245e-05,0.00390265,13544.7,0.000230001,0.330909
2616.16,0.000212328,0.0086278,3.33947e+06,0.00161896,0.942727
832.2,9.64973e-05,0.0053924,1.04553e+06,0.000638022,3.31455
723.946,8.9119e-05,0.0045024,348169,0.000483702,4.71
4.33822,1.23887e-05,0.00119974,3604,8.00124e-05,2.53364
1432.33,9.90489e-05,0.0031518,2.19821e+06,0.000245262,1.67364
193.297,6.07479e-05,0.0023603,59055,0.000565256,1.64455
7038.38,0.0016182,0.00475409,124261,0.0157936,2.23273
0.112002,3.6415e-05,0.00282039,1.95259,0.000187649,0.936364
23.9643,0.000110493,0.0194148,7057.53,0.000390424,0.538182
1.58579e+07,0.119216,0.0051405,7.49397e+07,0.731022,5.07909
11990.4,0.000113509,0.00372502,1.50653e+07,0.0258083,5.16273
4.27393,1.80771e-05,0.00213805,5168.27,0.000114015,2.06545
670.234,7.265e-05,0.00466669,434439,0.000316544,0.692727
1451.23,0.000126997,0.003812,1.25322e+06,0.000542169,3.02091
1.89669e+06,0.0264769,0.00714043,1.06094e+07,0.112622,8.06364
0.0050785,5.97748e-06,0.000541844,0.273039,4.95967e-05,4.47091
894.263,0.000137429,0.0169299,226348,0.000470873,1.05545
30226.3,0.00159492,0.00432597,2.31669e+06,0.0612076,6.19455
2607.16,0.00014798,0.00302737,2.79813e+06,0.000950895,6.13455
478.15,7.15641e-05,0.0123864,266353,0.00113114,2.32364
199.678,6.50901e-05,0.00607527,68755.7,0.000189221,1.43455
2391.57,0.000855996,0.00816875,436827,0.00609623,4.80455
1708.95,0.000162307,0.0035512,1.97705e+06,0.00165474,4.94818
4.35928,3.96481e-05,0.00706547,5625.77,0.000125029,2.34727
52.0346,5.04545e-05,0.00886855,60518.2,0.000118061,0.545455
1512.1,0.000108432,0.0304637,1.06866e+06,0.000260072,2.07455
2216.31,0.000103585,0.00440978,2.09186e+06,0.00034008,5.82818
0.05715,8.43291e-06,0.0020228,0.507458,0.000116798,1.98636
