MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.321032,3.97974e-05,0.0130378,62.6514,0.000122063,0.187273
9.71525,4.59439e-05,0.0119853,12813.4,0.00012148,0.198182
139.027,9.47179e-05,0.00706762,210263,0.000353773,0.567273
3025.2,9.84884e-05,0.00406787,768926,0.000654162,2.69636
41.2121,7.15989e-05,0.00465563,12060.6,0.00329161,2.58545
229.92,0.000105436,0.0104657,324012,0.000538277,1.18636
26623.4,0.00459751,0.024322,136034,0.0128963,2.31
864.315,0.000220829,0.0090631,385992,0.00211847,2.32545
155.999,0.000161996,0.0135122,76748.7,0.00209373,0.481818
287.524,8.5174e-05,0.0112163,243789,0.000332922,0.487273
3979.24,0.000152948,0.00686168,7.1728e+06,0.00814652,3.74182
3528.66,0.0002016,0.0052518,1.75389e+06,0.0478446,3.81545
1823.91,0.000447777,0.00290432,110146,0.0195318,3.49909
774.361,6.38939e-05,0.00736044,956350,0.000191519,0.538182
222.408,0.000111468,0.00268708,138190,0.000693456,2.15364
778.887,9.97484e-05,0.00394699,297863,0.000259499,1.82818
169.743,4.13578e-05,0.0147948,47197.1,0.000192891,1.62909
426.894,0.00010853,0.00896894,250720,0.000349461,2.05182
37790.8,0.000936894,0.00487152,2.8665e+07,0.480581,6.73091
4266.68,0.000564999,0.00525602,499704,0.00440544,8.67091
231.045,0.000104133,0.0160498,76501.2,0.0015593,7.48364
6463.86,0.000141914,0.00461692,9.08418e+06,0.00143678,5.60364
1169.01,0.000207006,0.00646258,624599,0.00272075,8.22091
28345.6,0.00128446,0.00282561,3.06625e+07,0.0113031,9.34091
0.00575376,1.66579e-06,0.000213257,0.813784,7.10376e-05,8.70818
16.024,4.4742e-05,0.00576928,976.376,0.00010324,0.135455
226.899,0.000140532,0.00232552,68462,0.00268061,0.236364
728.397,0.000273073,0.00450874,587281,0.00115884,2.41636
0.00925564,5.80932e-06,0.00091528,2.51992,9.07455e-05,2.04091
1290.3,0.000155763,0.0210572,379148,0.000433728,1.12273
3.56627e+06,0.00856267,0.00576278,1.31938e+08,0.406861,6.46091
206939,0.00826404,0.00599506,2.41844e+06,0.115063,6.77182
0.0612459,7.74755e-06,0.00269435,1.78911,6.70098e-05,6.45909
7217.8,0.000138185,0.00908294,738067,0.000468902,1.04182
7669.8,0.000160454,0.0103127,747863,0.00109851,1.10182
7669.86,0.000162199,0.0103039,747863,0.00109851,1.10182
0.0264929,5.63409e-06,0.000276335,3.39845,0.000231344,0.927273
0.332177,5.89144e-05,0.011745,1.75303,0.000131205,0.132727
118.541,5.65057e-05,0.0134834,4375.6,0.000101672,0.165455
445.941,0.00015654,0.0112645,735089,0.000735515,1.76455
0.0504326,1.35574e-05,0.00236041,0.487939,0.000100187,1.26182
1718.36,0.000104303,0.0121761,2.20075e+06,0.00188494,1.49636
10572.6,0.00199058,0.00853649,87825.5,0.0116627,3.04182
969.933,0.000359902,0.00489351,304018,0.00322922,4.00545
0.100687,1.71223e-05,0.00341438,3.31258,0.00016897,2.71727
24.9818,7.63541e-05,0.0207196,27303.3,0.000115819,0.165455
372.423,0.000180646,0.00637316,275286,0.00144676,0.630909
12210.3,0.000879821,0.00685582,841228,0.0171031,2.82727
0.225258,2.30502e-05,0.00947809,31.1192,9.27242e-05,1.87818
194.012,9.55165e-05,0.00703171,211954,0.000194625,0.546364
1404.92,0.00017873,0.00855945,2.35166e+06,0.000450067,1.06727
1525.36,0.000115539,0.00487092,2.05346e+06,0.000604355,3.66182
0.0435727,9.53034e-06,0.000448113,4.61191,0.000165696,3.22091
31.0176,6.58777e-05,0.0146422,19326.6,0.000120171,0.266364
177.645,0.000135563,0.00851406,83136.5,0.000548762,2.12273
1580.35,0.000136341,0.00440268,861143,0.00173146,3.88636
285.343,0.000540194,0.00841038,57265,0.00166219,3.01091
262.447,0.000102487,0.0120435,83902.3,0.000325842,0.484545
913.502,0.000112591,0.0111664,638519,0.000222259,0.884545
5296.8,0.000111705,0.00468117,3.65227e+06,0.00121138,8.35909
0.404014,2.68249e-05,0.00241096,4.56918,0.00012036,4.83636
440.532,0.000142172,0.0147802,193615,0.000333984,0.198182
376.098,0.000129931,0.0180489,249896,0.000364345,0.22
1384.76,0.000685081,0.0127127,118387,0.00448283,0.639091
10.2642,4.38165e-05,0.00515742,13544.7,0.000287637,0.318182
2616.25,0.000238253,0.0114715,3.33947e+06,0.00163875,0.624545
832.607,0.000121845,0.00772869,1.04553e+06,0.00087841,1.95273
724.46,0.000110972,0.00558563,348169,0.000586484,2.90273
4.33832,1.33498e-05,0.0013621,3604,8.00124e-05,2.52727
1432.52,0.000117149,0.00416905,2.19821e+06,0.000270486,1.16455
195.124,8.35344e-05,0.00316008,59055,0.000721302,1.04636
7038.6,0.00163992,0.00575222,124261,0.0157926,1.27818
0.109334,2.63348e-05,0.00279124,1.89228,0.000174653,0.93
24.0215,0.000119639,0.0197108,7057.53,0.000390424,0.506364
1.58579e+07,0.119242,0.00600372,7.49397e+07,0.731109,2.37455
11994.3,0.000135493,0.00491998,1.50653e+07,0.0258772,2.51545
4.27393,1.80771e-05,0.00213805,5168.27,0.000114015,2.06545
669.569,6.64084e-05,0.00408084,434439,0.000308727,0.641818
1451.67,0.000136675,0.00470174,1.25322e+06,0.000543354,1.90727
1.8967e+06,0.0264978,0.00819473,1.06094e+07,0.112705,4.58909
0.0050785,5.97748e-06,0.000541844,0.273039,4.95967e-05,4.47091
894.272,0.000145931,0.0173537,226348,0.000470873,0.966364
30226.4,0.00161569,0.00556421,2.3167e+06,0.061208,3.29909
2622.48,0.000173418,0.00365847,2.79822e+06,0.00132256,3.19455
478.15,7.15641e-05,0.0123864,266353,0.00113114,2.32364
199.704,8.91128e-05,0.0111616,68755.7,0.000226684,0.639091
2391.77,0.000874599,0.009385,436827,0.00609659,3.11182
1730.25,0.000238405,0.00465238,1.97708e+06,0.00192309,3.05182
4.35928,3.96481e-05,0.00706547,5625.77,0.000125029,2.34727
52.0205,5.28838e-05,0.00922872,60518.2,0.000134579,0.443636
1512.14,0.000113235,0.030774,1.06866e+06,0.000518668,1.53364
2216.6,0.000120594,0.00549925,2.09186e+06,0.000403555,3.77273
0.0583845,1.02996e-05,0.00234999,0.548557,0.000110981,1.97364
