MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.190933,8.89862e-06,0.00191566,62.2993,0.000123274,5.05
13.9528,2.39401e-05,0.00295549,12817.8,0.00135913,5.05
139.57,2.5396e-05,0.00102102,210438,0.000594284,5.05
3082.99,0.000105742,0.00302605,769717,0.00289344,5.05
81.8677,5.29993e-05,0.00331776,12061,0.0038486,5.05
280.091,0.000115471,0.00383478,323960,0.00263682,5.05
156.987,7.93902e-05,0.00215588,89101.3,0.00176439,5.05
310452,0.000153828,0.00189176,6.19117e+08,0.00586582,5.05
128.606,5.20289e-05,0.00408657,76261.7,0.00368654,5.05
985.683,0.000191613,0.00363715,243217,0.01512,5.05
5388.26,0.000304086,0.00373186,7.17347e+06,0.0125364,5.05
3374.77,0.000136042,0.00248354,5.80751e+06,0.00236912,5.05
674.998,0.000222573,0.00171578,220300,0.012503,5.05
762.459,7.36121e-05,0.00361072,956382,0.00149965,5.05
285.361,7.81645e-05,0.00238043,276267,0.000700977,5.05
1150.88,0.000129652,0.00347934,297939,0.00434499,5.05
375.483,0.00014807,0.00980145,47195,0.00710075,5.05
655.621,0.000132432,0.00449487,250408,0.00561841,5.05
26326.8,0.000111331,0.00437122,4.47884e+07,0.000938723,5.05
1786.09,0.000156688,0.00465908,769020,0.00238099,5.05
222.795,5.39446e-05,0.00927896,76495.3,0.00171561,5.05
14315.6,0.000191169,0.00335067,1.19292e+07,0.0072503,5.05
1499.98,0.000104744,0.00293576,1.11018e+06,0.00052168,5.05
31202.8,0.000184466,0.00244759,3.06778e+07,0.00379979,5.05
0.00237722,3.55624e-07,5.61833e-05,0.788371,7.04222e-05,5.05
10.9276,7.26371e-06,0.000104212,841.486,0.00149294,5.05
96.9418,5.10841e-05,0.000791838,66434.9,0.0031842,5.05
1878.42,0.0001624,0.00219462,587439,0.0126276,5.05
0.00161111,3.88072e-07,4.98247e-05,2.52138,9.10767e-05,5.05
1460.98,0.000164506,0.00743956,379227,0.00653139,5.05
82732.8,0.000242856,0.00282578,1.52463e+08,0.0130633,5.05
4602.36,0.00015966,0.00270375,2.42882e+06,0.00588208,5.05
0.00712239,6.94922e-07,6.56883e-05,11.8887,0.000110489,5.05
8460.59,0.000273612,0.00312094,739407,0.0150935,5.05
10107.8,0.000319942,0.00354164,746371,0.0165232,5.05
10107.8,0.000319942,0.00354164,746371,0.0165232,5.05
0.00439342,6.11562e-07,5.73746e-05,3.4239,0.000230678,5.05
0.00398398,1.0217e-06,0.000121503,0.751485,8.25569e-05,5.05
59.4766,6.38063e-05,0.000341221,3760.05,0.00198933,5.05
434.877,5.39689e-05,0.00182375,734259,0.00130827,5.05
0.0024003,7.22892e-07,6.7617e-05,2.12048,0.000156278,5.05
1824.37,7.60552e-05,0.0023781,2.2049e+06,0.00497536,5.05
449.317,0.00012471,0.00281538,254025,0.00257771,5.05
733.899,0.000150386,0.00238213,303780,0.00559113,5.05
0.00888358,1.21104e-06,7.19875e-05,3.68515,0.000176017,5.05
24.2136,1.55537e-05,0.00205576,27299,0.000109036,5.05
399.62,3.08634e-05,0.00155682,274062,0.000419446,5.05
1087.56,0.000245994,0.00212553,518403,0.0170147,5.05
0.0273123,8.35468e-07,0.000263847,31.11,9.21028e-05,5.05
210.597,6.20786e-05,0.00360505,211981,0.00153832,5.05
1381.74,5.76225e-05,0.00285673,2.35188e+06,0.000617156,5.05
1925.95,0.000108238,0.00257207,2.05361e+06,0.00534781,5.05
0.00936917,1.21624e-06,8.44116e-05,2.94528,0.00015635,5.05
32.884,3.19258e-05,0.00189624,19328.1,0.00064182,5.05
655.268,0.000154122,0.00183101,83221.6,0.00793988,5.05
1691.95,0.000111006,0.00247404,861335,0.00217446,5.05
564.716,0.00014469,0.00541501,68172.9,0.011021,5.05
262.123,5.9862e-05,0.00418858,83931.4,0.000703963,5.05
996.77,0.000110061,0.00489287,638473,0.00421776,5.05
7443.77,0.000114194,0.00438957,6.59654e+06,0.000556891,5.05
0.00993303,8.70819e-07,8.23304e-05,2.63715,0.000165425,5.05
431.649,0.000132372,0.00292931,190283,0.00280792,5.05
348.023,0.000107114,0.00369296,249944,0.00284088,5.05
1032.1,0.000361513,0.00269691,112169,0.0100183,5.05
10.1039,5.84647e-06,0.00133072,13552.6,0.000198162,5.05
21093.3,0.000350578,0.00294515,3.01293e+06,0.0375648,5.05
1449.73,0.000127201,0.00261388,1.04559e+06,0.00717711,5.05
7710.02,9.75301e-05,0.00270985,1.36768e+07,0.0028257,5.05
12.5691,1.68428e-05,0.00026579,6551.48,0.00159999,5.05
1444.03,6.82052e-05,0.00163763,2.19666e+06,0.00234608,5.05
