MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),% Derivatives
0.24516,3.04899e-05,0.0142446,62.9044,0.000121872,0.15
9.85014,4.01494e-05,0.0118073,12812.7,0.00011753,0.15
138.451,6.26088e-05,0.00288647,210518,0.00025392,0.15
3020,0.000107682,0.0058271,768932,0.000203844,0.15
39.2118,0.000134856,0.00853065,11236.7,0.000395299,0.15
230.358,8.54052e-05,0.00672942,323983,0.000173451,0.15
149.367,0.000105047,0.00439844,89215.9,0.000264398,0.15
310299,0.000113395,0.00357573,6.19121e+08,0.000311478,0.15
498.336,0.000624812,0.0143588,78141.7,0.00230845,0.15
287.105,7.73607e-05,0.00696042,243792,0.000245739,0.15
4464.36,0.000101574,0.00487609,7.17214e+06,0.000323648,0.15
3577.87,0.000286474,0.0086513,5.80485e+06,0.00169691,0.15
216.531,4.08222e-05,0.00841646,220257,0.000121026,0.15
776.167,8.6134e-05,0.00888787,956356,0.000172881,0.15
283.38,0.000100245,0.00319428,276350,0.00019754,0.15
805.054,0.000116306,0.00444296,297876,0.000215404,0.15
169.998,6.22194e-05,0.0204389,47189.4,0.000235571,0.15
441.469,0.000120663,0.00921686,250695,0.000215303,0.15
26316.9,0.000161841,0.00799306,4.47881e+07,0.000334082,0.15
1728.67,0.000167888,0.00809534,762347,0.000377177,0.15
213.084,6.1099e-05,0.0243374,76498.1,0.000127632,0.15
12541.9,0.000128137,0.00461203,1.19292e+07,0.000218664,0.15
1509.2,0.000162484,0.00902352,1.11466e+06,0.000480263,0.15
30593,0.000186331,0.00396847,3.06688e+07,0.000336342,0.15
0.0884703,1.95906e-05,0.00278182,0.897729,8.67755e-05,0.15
16.0041,3.8428e-05,0.00459151,976.64,9.62478e-05,0.15
126.299,6.21796e-05,0.00631012,66445.9,0.000155855,0.15
729.704,0.000119558,0.0065522,586844,0.000420284,0.15
0.0154445,1.3487e-05,0.00233164,2.52048,9.07257e-05,0.15
1292.69,0.000184538,0.0268008,379206,0.000471532,0.15
81001.3,0.000281607,0.00551542,1.52467e+08,0.000851224,0.15
4089.2,0.000142095,0.00459275,2.42883e+06,0.0003227,0.15
0.195102,3.21467e-05,0.00888069,11.8381,0.000110407,0.15
7212.81,0.000152131,0.0127541,738036,0.000280867,0.15
8399.85,0.000472641,0.0230539,749044,0.0020146,0.15
8399.85,0.000472641,0.0230539,749044,0.0020146,0.15
0.181786,3.09275e-05,0.00167329,3.41395,0.000232144,0.15
0.270843,4.74855e-05,0.00924679,1.74359,0.000127384,0.15
299.383,0.000821544,0.0133521,3153.66,0.00186495,0.15
447.17,0.00019862,0.0112935,735334,0.000540567,0.15
0.132724,3.36308e-05,0.0051106,2.08037,0.000157111,0.15
