Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
19.2802,42.978,80.6609,34.3261,1.29742,7.35454
52.0202,45.9732,79.407,37.7301,1.31388,6.92924
16.0699,42.0255,81.0825,33.4979,1.29439,7.23326
2.90047,38.3836,82.6715,31.8377,1.31077,5.23517
12.7736,41.1653,81.0835,33.2463,1.31035,6.60859
21.7407,43.6628,80.7156,34.8585,1.29967,7.50462
20.1814,38.6381,81.7308,31.2383,1.29334,6.10643
7.10703,36.5216,81.6935,30.2553,1.30048,4.96581
3.85842,37.6262,82.8411,30.9629,1.30412,5.35917
13.2354,36.3864,83.261,29.9997,1.29008,5.09655
9.40323,41.4877,81.2642,34.0336,1.30649,6.14757
3.55361,38.9784,82.855,32.5419,1.31442,5.12207
5.2063,38.4179,82.7076,31.6991,1.30772,5.41112
18.9316,38.417,81.8246,31.1325,1.29739,5.98715
7.54027,37.4378,82.3927,30.7942,1.30257,5.34106
15.1172,37.2071,77.001,29.2562,1.27942,6.6715
14.0773,38.1805,82.7135,31.1517,1.29869,5.73014
3.65893,37.8527,82.1775,30.9073,1.29467,5.65069
3.17213,38.6784,82.7335,32.1823,1.31358,5.18247
18.8143,40.6154,81.1067,32.4517,1.29221,6.87142
2.84162,36.8524,82.9752,30.8698,1.3075,4.67516
12.199,36.319,83.6725,29.9504,1.29519,5.07346
4.07377,36.597,82.767,30.3093,1.29999,4.98772
3.53083,36.4421,82.2572,30.1522,1.30022,4.98962
11.5112,37.0258,78.7878,28.7806,1.26911,6.97605
14.7982,37.9088,81.7088,30.8012,1.29317,5.81447
51.0158,37.2923,68.3018,27.7066,1.23733,8.34836
2.95026,37.4622,82.71,31.1191,1.31006,5.03308
11.345,38.2002,83.2154,31.1999,1.30132,5.69894
21.0294,46.1777,80.0558,36.5344,1.30186,8.34147
12.3452,38.7114,82.3801,31.7156,1.30651,5.68929
5.76325,36.132,81.3088,28.8805,1.29323,5.95823
5.60255,38.9373,82.1787,32.0376,1.30337,5.59628
2.09767,37.9828,83.6075,31.8335,1.30897,4.84028
9.25609,37.3714,82.0191,30.2092,1.29354,5.86863
28.3708,45.0418,80.0966,35.8807,1.29619,7.86486
8.21771,39.0969,82.7185,32.1341,1.30151,5.66122
22.9771,36.2844,82.0663,28.7983,1.28781,6.19831
4.82083,37.5944,83.0205,30.9158,1.29937,5.37926
3.60429,37.1963,82.6543,30.7392,1.31068,5.14637
6.58415,37.1155,82.471,29.5837,1.29654,6.23527
9.80164,37.0391,82.6962,30.4434,1.30309,5.29263
14.5116,38.4592,76.3368,29.6163,1.27638,7.56656
6.12215,37.2547,83.4181,30.6948,1.30389,5.256
5.27978,38.9769,80.9923,31.8083,1.30533,5.86325
6.92107,37.3728,83.1553,30.9713,1.30045,5.10105
18.311,37.625,83.3946,30.6898,1.29564,5.63954
46.0499,38.224,68.6867,28.1694,1.23635,8.81826
9.09766,39.2687,81.2307,31.9466,1.30195,6.0202
15.9952,36.9159,83.0837,29.8332,1.29133,5.79129
