Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
14.0387,32.1329,57.1044,24.1543,1.25683,6.72176
3.82991,29.3412,59.1699,22.6619,1.25586,5.42342
14.8005,30.9633,57.9534,23.095,1.2547,6.61354
4.7215,29.5463,60.0908,23.1412,1.26175,5.1434
21.269,31.5876,57.4402,23.5819,1.24977,6.75588
4.5314,28.5015,58.6067,21.7218,1.25648,5.5233
3.02518,29.2815,59.4463,22.795,1.2589,5.22762
9.41693,30.4713,57.6938,22.3906,1.25341,6.82735
2.54567,28.2969,59.5851,22.1475,1.2645,4.88491
14.5237,31.0086,57.6948,23.6242,1.26215,6.12233
26.8528,34.9992,56.8283,26.4481,1.26293,7.28811
51.4438,36.1597,57.0451,27.888,1.27271,6.99897
10.8341,30.8526,58.3797,23.6232,1.32828,5.90111
4.8347,34.4078,58.519,26.927,1.41796,6.06284
49.6127,32.8312,54.687,22.8794,1.25059,8.70122
5.0839,29.2863,58.5314,22.5271,1.2723,5.48699
3.77734,28.7993,58.7639,22.3233,1.26505,5.21098
14.6128,29.4015,58.5614,22.4283,1.25771,5.7155
1.85859,28.8569,58.8438,22.5811,1.26756,5.00822
16.933,31.4421,57.7635,23.0337,1.24986,7.15854
2.65259,28.5952,59.1817,22.2527,1.26529,5.07721
10.3631,29.1595,58.4349,22.1688,1.26797,5.72276
12.0752,30.2724,57.5621,23.0883,1.25978,5.92434
2.34668,28.778,59.0711,22.4607,1.2677,5.04965
3.98502,30.0442,59.8448,23.234,1.26317,5.54699
3.44885,29.4438,58.9471,22.4089,1.26657,5.7683
2.75559,29.6229,58.5402,22.9787,1.27042,5.37369
4.57607,28.8318,59.6382,22.1396,1.25631,5.4359
5.70145,29.0563,59.0387,22.1804,1.25456,5.62142
11.7521,29.7866,59.3414,22.7889,1.259,5.73875
2.04082,28.6952,59.4264,22.4822,1.25573,4.95728
6.69501,28.8102,59.0994,21.8671,1.26136,5.68165
15.6505,33.1784,57.5327,24.8244,1.25633,7.0977
5.12407,29.0489,58.8041,21.91,1.26044,5.87847
4.13324,28.7331,58.6604,21.7618,1.25656,5.71476
6.96994,27.6597,58.7715,21.0852,1.25683,5.3176
3.82804,29.2739,59.1287,22.7253,1.26533,5.28325
5.93366,28.7902,58.8183,22.0964,1.25667,5.43718
2.46459,29.5065,59.117,22.8896,1.26047,5.35645
17.2734,30.2964,57.7084,22.4818,1.25425,6.56033
7.28606,28.686,58.8052,21.7975,1.25829,5.63019
22.1295,33.494,57.3373,24.6575,1.24735,7.58916
10.7136,30.7336,57.2508,22.9318,1.25226,6.54955
4.97384,29.6432,57.865,22.7985,1.25704,5.58759
18.0124,31.3033,58.027,23.3539,1.25553,6.69393
10.5161,29.2677,59.2463,22.462,1.2576,5.54804
6.46632,29.2243,59.0241,22.4069,1.25704,5.56035
12.8322,28.5395,58.531,21.3542,1.25,5.93523
10.6016,30.5325,58.0197,23.0808,1.26176,6.18987
17.7692,31.6187,58.0493,23.2565,1.25116,7.11108
